"Plot","Metabolite","CAS","SUPER_PATHWAY","SUB_PATHWAY","COMP_ID","PLATFORM","RI","MASS","HMDB","KEGG","PUBCHEM","CHEBI","manual_correction","correction_tbl"
"Original","glycylvaline","1963-21-9","Peptide","Dipeptide",18357,"LC/MS Pos",1572,175.1,NA,NA,"2724807",NA,NA,NA
"Original","guanidinoacetate","352-97-6","Amino acid","Guanidino and acetamido metabolism",12359,"GC/MS",1696.6,172,"HMDB00128","C00581","763",NA,NA,NA
"Original","guanine","73-40-5","Nucleotide","Purine metabolism, guanine containing",418,"GC/MS",1942.3,352.1,"HMDB00132","C00242","764",NA,NA,NA
"Original","guanosine","118-00-3","Nucleotide","Purine metabolism, guanine containing",1573,"LC/MS Neg",1675,282.1,"HMDB00133","C00387","6802",NA,NA,NA
"Original","guanosine 5'- monophosphate (5'-GMP)","5550-12-9","Nucleotide","Purine metabolism, guanine containing",2849,"LC/MS Pos",1300,364,NA,NA,"135414246",NA,NA,NA
"Original","gulono-1,4-lactone","1128-23-0","Cofactors and vitamins","Ascorbate and aldarate metabolism",33454,"GC/MS",1862,333.1,"HMDB03466","C01040","608",NA,NA,NA
"Original","heme","14875-96-8","Cofactors and vitamins","Hemoglobin and porphyrin metabolism",41754,"LC/MS Pos",5057,616.2,NA,NA,NA,NA,NA,NA
"Original","hexanoylcarnitine","6920-35-0","Lipid","Carnitine metabolism",32328,"LC/MS Pos",3174,260.2,"HMDB00705","C01585","6426853",NA,NA,NA
"Original","hippurate","495-69-2","Xenobiotics","Benzoate metabolism",15753,"LC/MS Neg",2136,178.1,"HMDB00714","C01586","464",NA,NA,NA
"Original","histamine","51-45-6","Amino acid","Histidine metabolism",1574,"GC/MS",1808,174.1,"HMDB00870","C00388","774",NA,NA,NA
"Original","histidine","5934-29-2","Amino acid","Histidine metabolism",59,"LC/MS Neg",757,154.1,"HMDB00177","C00135","6274, 86580368",NA,NA,NA
"Original","histidylleucine","7763-65-7","Peptide","Dipeptide",40061,"LC/MS Pos",1482,269.2,NA,NA,"189008, 440549",NA,NA,NA
"Original","histidylmethionine","2488-11-1","None","None",41965,"LC/MS Pos",1025,287.2,NA,NA,NA,NA,NA,NA
"Original","histidylphenylalanine","16874-81-0","Peptide","Dipeptide",42084,"LC/MS Pos",1730,303.2,NA,NA,"152198",NA,NA,NA
"Original","histidyltryptophan","23403-90-9","Peptide","Dipeptide",41912,"LC/MS Pos",1961,342.2,NA,NA,"6539217",NA,NA,NA
"Original","histidyltyrosine","35979-00-1","Peptide","Dipeptide",41899,"LC/MS Pos",1253,319.2,NA,NA,"515713",NA,NA,NA
"Original","homocysteine","454-29-5","Amino acid","Cysteine, methionine, SAM, taurine metabolism",40266,"GC/MS",1648.2,234,"HMDB00742","C00155","778",NA,NA,NA
"Original","homoserine","672-15-1","Amino acid","Glycine, serine and threonine metabolism",23642,"GC/MS",1471,218.1,"HMDB00719","C00263","12647",NA,NA,NA
"Original","homostachydrine*","1195-94-4","Xenobiotics","Food component/Plant",33009,"LC/MS Pos",1199,158.2,NA,"C08283","441447",NA,NA,NA
"Original","hydantoin-5-propionic acid","5624-26-0","Amino acid","Histidine metabolism",40473,"LC/MS Neg",762,171.3,"HMDB01212","C05565","782",NA,NA,NA
"Original","hydrochlorothiazide","58-93-5","Xenobiotics","Drug",39625,"LC/MS Neg",2041.6,296.1,"192","340","3639",NA,NA,NA
"Original","hypotaurine","300-84-5","Amino acid","Cysteine, methionine, SAM, taurine metabolism",590,"GC/MS",1598.5,188,"HMDB00965","C00519","107812",NA,NA,NA
"Original","hypoxanthine","68-94-0","Nucleotide","Purine metabolism, (hypo)xanthine/inosine containing",3127,"LC/MS Neg",1313,135.1,"HMDB00157","C00262","790",NA,NA,NA
"Original","imidazole propionate","1074-59-5","Amino acid","Histidine metabolism",40730,"LC/MS Pos",1011.7,141.1,"HMDB02271",NA,"70630",NA,NA,NA
"Original","indoleacetate","6505-45-9","Amino acid","Tryptophan metabolism",27513,"GC/MS",1862,202,"HMDB00197","C00954","802",NA,NA,NA
"Original","indolelactate","832-97-3","Amino acid","Tryptophan metabolism",18349,"GC/MS",1964.9,202,"HMDB00671","C02043","676157",NA,NA,NA
"Original","inosine","58-63-9","Nucleotide","Purine metabolism, (hypo)xanthine/inosine containing",1123,"LC/MS Neg",1600,267.2,NA,NA,NA,NA,NA,NA
"Original","inositol 1-phosphate (I1P)","106032-59-1","Lipid","Inositol metabolism",1481,"GC/MS",2057.8,318.1,"HMDB00213",NA,NA,NA,NA,NA
"Original","isobutyrylcarnitine","25518-49-4","Amino acid","Valine, leucine and isoleucine metabolism",33441,"LC/MS Pos",1941,232.2,NA,NA,NA,NA,NA,NA
"Original","isoleucine","73-32-5","Amino acid","Valine, leucine and isoleucine metabolism",1125,"LC/MS Pos",1614,132.1,"HMDB00172","C00407","6306",NA,NA,NA
"Original","isoleucylalanine","24787-73-3","Peptide","Dipeptide",40046,"LC/MS Pos",1686,203.2,NA,NA,"7009577",NA,NA,NA
"Original","isoleucylarginine","55715-01-0","Peptide","Dipeptide",40071,"LC/MS Pos",1245,288.2,NA,NA,"9900561",NA,NA,NA
"Original","isoleucylglutamate","42516-53-0","Peptide","Dipeptide",40057,"LC/MS Pos",1650,261.2,NA,NA,NA,NA,NA,NA
"Original","isoleucylglycine","868-28-0","Peptide","Dipeptide",40008,"LC/MS Pos",1732,189.2,NA,NA,"342532",NA,NA,NA
"Original","isoleucylhistidine",NA,"Peptide","Dipeptide",40085,"LC/MS Pos",1021,269.2,NA,NA,NA,NA,NA,NA
"Original","isoleucylisoleucine","42537-99-5","Peptide","Dipeptide",36761,"LC/MS Pos",2678,245.1,NA,NA,NA,NA,NA,NA
"Original","isoleucylmethionine","42384-14-5","Peptide","Dipeptide",40058,"LC/MS Pos",2392,263.2,NA,NA,NA,NA,NA,NA
"Original","isoleucylphenylalanine","22951-98-0","Peptide","Dipeptide",40067,"LC/MS Pos",3155,279.2,NA,NA,"435728",NA,NA,NA
"Original","isoleucylserine","6403-14-1","Peptide","Dipeptide",40012,"LC/MS Pos",1472.5,219.2,NA,NA,NA,NA,NA,NA
"Original","isoleucyltryptophan","13589-06-5","Peptide","Dipeptide",40079,"LC/MS Pos",3080,318.2,NA,NA,"9797038",NA,NA,NA
"Original","isoleucyltyrosine","38579-21-4","Peptide","Dipeptide",40073,"LC/MS Pos",2300,295.2,NA,NA,"342468",NA,NA,NA
"Original","isoleucylvaline","41017-96-3","Peptide","Dipeptide",40049,"LC/MS Pos",2202,231.2,NA,NA,"449407",NA,NA,NA
"Original","isovalerylcarnitine",NA,"Amino acid","Valine, leucine and isoleucine metabolism",34407,"LC/MS Pos",2533,246.2,"HMDB00688",NA,"6426851",NA,NA,NA
"Original","kynurenine","2922-83-0","Amino acid","Tryptophan metabolism",15140,"LC/MS Pos",1902,209.1,"HMDB00684","C00328","161166",NA,NA,NA
"Original","lactate","79-33-4","Carbohydrate","Glycolysis, gluconeogenesis, pyruvate metabolism",527,"GC/MS",1102.8,116.9,"HMDB00190","C00186","107689, 5460161",NA,NA,NA
"Original","laurate (12:0)","143-07-7","Lipid","Medium chain fatty acid",1645,"LC/MS Neg",5288,199.3,"HMDB00638","C02679","3893",NA,NA,NA
"Original","laurylcarnitine",NA,"Lipid","Carnitine metabolism",34534,"LC/MS Pos",5066,344.3,"HMDB02250",NA,"10427569",NA,NA,NA
"Original","leucine","61-90-5","Amino acid","Valine, leucine and isoleucine metabolism",60,"LC/MS Pos",1674,132.2,"HMDB00687","C00123","6106",NA,NA,NA
"Original","leucylalanine","7298-84-2","Peptide","Dipeptide",40010,"LC/MS Pos",1760,203.2,NA,NA,"81721",NA,NA,NA
"Original","leucylarginine","26607-15-8","Peptide","Dipeptide",40028,"LC/MS Pos",1300,288.2,NA,NA,"3800205",NA,NA,NA
"Original","leucylasparagine","14608-81-2","Peptide","Dipeptide",40052,"LC/MS Pos",1418,246.2,NA,NA,"4128305",NA,NA,NA
"Original","leucylglutamate",NA,"Peptide","Dipeptide",40021,"LC/MS Pos",1716,261.2,NA,NA,"5259590, 5259589",NA,NA,NA
"Original","leucylglycine","686-50-0","Peptide","Dipeptide",40045,"LC/MS Pos",1800,189.2,NA,NA,"79070",NA,NA,NA
"Original","leucylhistidine","38062-72-5","Peptide","Dipeptide",40077,"LC/MS Pos",1056,269.2,NA,NA,"341684",NA,NA,NA
"Original","leucylleucine","3303-31-9","Peptide","Dipeptide",36756,"LC/MS Pos",3012,245.1,NA,"C11332","94244",NA,NA,NA
"Original","leucylmethionine","36077-39-1","Peptide","Dipeptide",40022,"LC/MS Pos",2504,263.2,NA,NA,"118276",NA,NA,NA
"Original","leucylphenylalanine","3063-05-6","Peptide","Dipeptide",40026,"LC/MS Pos",3308,279.2,NA,NA,"259325",NA,NA,NA
"Original","leucylserine","6209-12-7","Peptide","Dipeptide",40048,"LC/MS Pos",1519.7,219.2,NA,NA,"3621685",NA,NA,NA
"Original","leucyltryptophan","5156-22-9","Peptide","Dipeptide",40034,"LC/MS Pos",3216,318.2,NA,NA,"329275",NA,NA,NA
"Original","leucyltyrosine","968-21-8","Peptide","Dipeptide",40030,"LC/MS Pos",2413,295.2,NA,NA,"273262",NA,NA,NA
"Original","lidocaine","137-58-6","Xenobiotics","Drug",35661,"LC/MS Pos",2761,235.2,NA,"D00358","3676",NA,NA,NA
"Original","linoleate (18:2n6)","60-33-3","Lipid","Essential fatty acid",1105,"LC/MS Neg",5533,279.3,"HMDB00673","C01595","5280450",NA,NA,NA
"Original","linolenate [alpha or gamma, (18:3n3 or 6)]",NA,"Lipid","Essential fatty acid",34035,"LC/MS Neg",5450,277.3,"HMDB01388","C06427",NA,NA,NA,NA
"Original","lipitor","134523-03-8","Xenobiotics","Drug",38619,"LC/MS Neg",5091.5,557.3,"HMDB05006","D00887, C06834","60823",NA,NA,NA
"Original","lysine","56-87-1","Amino acid","Lysine metabolism",1301,"LC/MS Pos",603,147.2,"HMDB00182","C00047","5962",NA,NA,NA
"Original","lysylleucine","7369-79-1","Peptide","Dipeptide",40020,"LC/MS Pos",1546,260.2,NA,NA,"7016103",NA,NA,NA
"Original","lysyllysine","13184-13-9","None","None",42090,"LC/MS Pos",533,138.2,NA,NA,"4293571",NA,NA,NA
"Original","lysylmethionine","97729-52-7","Peptide","Dipeptide",41943,"LC/MS Pos",1013.1,278.2,NA,NA,NA,NA,NA,NA
"Original","lysyltyrosine","35978-98-4","Peptide","Dipeptide",42089,"LC/MS Pos",1310,310.3,NA,NA,NA,NA,NA,NA
"Original","malate","6915-15-7","Energy","Krebs cycle",1303,"GC/MS",1502,233,"HMDB00156","C00149","525",NA,NA,NA
"Original","malonylcarnitine",NA,"Lipid","Fatty acid synthesis",37059,"LC/MS Pos",980,248.1,"HMDB02095",NA,NA,NA,NA,NA
"Original","maltohexaose","34620-77-4","Carbohydrate","Fructose, mannose, galactose, starch, and sucrose metabolism",35170,"LC/MS Neg",1224,989.1,"HMDB12253","C01936","5288409",NA,NA,NA
"Original","maltopentaose","34620-76-3","Carbohydrate","Fructose, mannose, galactose, starch, and sucrose metabolism",35163,"LC/MS Neg",1100,827.1,"HMDB12254","C06218","3710145",NA,NA,NA
"Original","maltose","6363-53-7","Carbohydrate","Fructose, mannose, galactose, starch, and sucrose metabolism",15804,"GC/MS",2176.2,204.1,"HMDB00163","C00208","439341",NA,NA,NA
"Original","maltotetraose","34612-38-9","Carbohydrate","Oligosaccharide",15910,"LC/MS Neg",965,665.1,"HMDB01296","C02052","439639, 25147451, 870",NA,NA,NA
"Original","maltotriose","1109-28-0","Carbohydrate","Fructose, mannose, galactose, starch, and sucrose metabolism",15877,"GC/MS",2419,204,"HMDB01262","C01835","439586",NA,NA,NA
"Original","mannitol","69-65-8","Carbohydrate","Fructose, mannose, galactose, starch, and sucrose metabolism",15335,"GC/MS",1839,319.1,"HMDB00765","C00392","6251",NA,NA,NA
"Original","mannose","3458-28-4","Carbohydrate","Fructose, mannose, galactose, starch, and sucrose metabolism",584,"GC/MS",1753.5,203.9,"HMDB00169","C00159","161658",NA,NA,NA
"Original","mannose-6-phosphate","70442-25-0, 104872-94-8","Carbohydrate","Fructose, mannose, galactose, starch, and sucrose metabolism",1469,"GC/MS",2004.6,387.1,"HMDB01078","C00275",NA,NA,NA,NA
"Original","margarate (17:0)","506-12-7","Lipid","Long chain fatty acid",1121,"LC/MS Neg",5733,269.3,"HMDB02259",NA,"10465",NA,NA,NA
"Original","metformin","1115-70-4","Xenobiotics","Drug",39972,"GC/MS",1746.4,284.1,"HMDB01921","C07151","4091",NA,NA,NA
"Original","methionine","63-68-3","Amino acid","Cysteine, methionine, SAM, taurine metabolism",1302,"LC/MS Pos",1252,150.1,"HMDB00696","C00073","6137",NA,NA,NA
"Original","methionylalanine","3061-96-9","Peptide","Dipeptide",40685,"LC/MS Pos",1500,221.1,NA,NA,NA,NA,NA,NA
"Original","methionylasparagine","36261-61-7","Peptide","Dipeptide",40686,"LC/MS Pos",1060.3,264.1,NA,NA,"333467",NA,NA,NA
"Original","methionylaspartate","14595-65-4","None","None",40687,"LC/MS Pos",1275.3,265.1,NA,NA,NA,NA,NA,NA
"Original","methionylglutamate","14517-44-3","Peptide","Dipeptide",40693,"LC/MS Pos",1503,279.1,NA,NA,NA,NA,NA,NA
"Original","methionylglycine","14486-03-4","Peptide","Dipeptide",40717,"LC/MS Pos",1478,207.1,NA,NA,"259185",NA,NA,NA
"Original","methionylleucine","14486-16-9","Peptide","Dipeptide",40023,"LC/MS Pos",2698,263.2,NA,NA,"3425788",NA,NA,NA
"Original","methionylphenylalanine","14492-14-9","Peptide","Dipeptide",41441,"LC/MS Pos",3042,297.2,NA,NA,"100048",NA,NA,NA
"Original","methyl-alpha-glucopyranoside","97-30-3","Xenobiotics","Chemical",20714,"LC/MS Pos",1087,212.1,NA,"C02603","64947",NA,NA,NA
"Original","methylglutaroylcarnitine",NA,"Amino acid","Valine, leucine and isoleucine metabolism",37060,"LC/MS Pos",1900,290.1,"HMDB00552",NA,"128145",NA,NA,NA
"Original","methylphosphate","7023-27-0","Nucleotide","Purine and pyrimidine metabolism",37070,"GC/MS",1221,240.9,NA,NA,"13130",NA,NA,NA
"Original","metoprolol","56392-17-7","Xenobiotics","Drug",18037,"LC/MS Pos",3205,268.2,"HMDB01932","C07202, D02358","4171",NA,NA,NA
"Original","metoprolol acid metabolite*",NA,"Xenobiotics","Drug",34109,"LC/MS Pos",2535,268.2,NA,NA,"62936",NA,NA,NA
"Original","myo-inositol","87-89-8","Lipid","Inositol metabolism",19934,"GC/MS",1924.9,217,"HMDB00211","C00137",NA,NA,NA,NA
"Original","myristate (14:0)","544-63-8","Lipid","Long chain fatty acid",1365,"LC/MS Neg",5439,227.3,"HMDB00806","C06424","11005",NA,NA,NA
"Original","myristoleate (14:1n5)","544-64-9","Lipid","Long chain fatty acid",32418,"LC/MS Neg",5338,225.3,"HMDB02000","C08322","5281119",NA,NA,NA
"Original","myristoylcarnitine","18822-89-4","Lipid","Carnitine metabolism",33952,"LC/MS Pos",5113,372.4,NA,NA,"6426854",NA,NA,NA
"Original","naproxen","22204-53-1","Xenobiotics","Drug",12122,"LC/MS Neg",4168,228.9,"HMDB01923","C01517","156391",NA,NA,NA
"Original","nervonate (24:1n9)","506-37-6","Lipid","Long chain fatty acid",41820,"GC/MS",2201,423.4,"HMDB02368","C08323","5281120",NA,NA,NA
"Original","nicotinamide","98-92-0","Cofactors and vitamins","Nicotinate and nicotinamide metabolism",594,"LC/MS Pos",1267,123.1,"HMDB01406","C00153","936",NA,NA,NA
"Original","nicotinamide adenine dinucleotide (NAD+)","53-84-9","Cofactors and vitamins","Nicotinate and nicotinamide metabolism",5278,"LC/MS Pos",1370,664,"HMDB00902","C00003","5892, 5893, 925",NA,NA,NA
"Original","nicotinamide adenine dinucleotide reduced (NADH)","58-68-4, 606-68-8","Cofactors and vitamins","Nicotinate and nicotinamide metabolism",31475,"LC/MS Neg",1554,664.1,"HMDB01487","C00004","439153",NA,NA,NA
"Original","nicotinamide ribonucleotide (NMN)","1094-61-7","Cofactors and vitamins","Nicotinate and nicotinamide metabolism",22152,"LC/MS Pos",886,335.1,"HMDB00229","C00455","14180",NA,NA,NA
"Original","nicotinamide riboside*","1341-23-7","Cofactors and vitamins","Nicotinate and nicotinamide metabolism",33013,"LC/MS Pos",955,255.1,NA,NA,NA,NA,NA,NA
"Original","nicotinate","59-67-6","Cofactors and vitamins","Nicotinate and nicotinamide metabolism",1504,"LC/MS Neg",1221,122.1,"HMDB01488","C00253","938",NA,NA,NA
"Original","nicotinate adenine dinucleotide (NAAD+)","6450-77-7, 104809-30-5","Cofactors and vitamins","Nicotinate and nicotinamide metabolism",15725,"LC/MS Neg",1236,662.9,NA,NA,NA,NA,NA,NA
"Original","octanoylcarnitine","3671-77-0","Lipid","Carnitine metabolism",33936,"LC/MS Pos",4100,288.3,NA,NA,"123701",NA,NA,NA
"Original","oleate (18:1n9)","112-80-1","Lipid","Long chain fatty acid",1359,"GC/MS",1984.4,339.2,"HMDB00207","C00712","445639",NA,NA,NA
"Original","oleoylcarnitine",NA,"Lipid","Carnitine metabolism",35160,"LC/MS Pos",5202,426.4,"HMDB05065",NA,NA,NA,NA,NA
"Original","ophthalmate","495-27-2","Amino acid","Glutathione metabolism",34592,"LC/MS Neg",920,288.1,"HMDB05765",NA,"7018721",NA,NA,NA
"Original","ornithine","3184-13-2","Amino acid","Urea cycle, arginine-, proline-, metabolism",1493,"GC/MS",1763.8,141.9,"HMDB03374","C00077","6262",NA,NA,NA
"Original","p-acetamidophenylglucuronide","120595-80-4","Xenobiotics","Drug",33423,"LC/MS Neg",1377,326.1,"HMDB10316",NA,"4022661",NA,NA,NA
"Original","p-cresol sulfate","3233-57-7","Amino acid","Phenylalanine & tyrosine metabolism",36103,"LC/MS Neg",2896,187.1,NA,"C01468","2879",NA,NA,NA
"Original","palmitate (16:0)","57-10-3","Lipid","Long chain fatty acid",1336,"LC/MS Neg",5619,255.3,"HMDB00220","C00249","985",NA,NA,NA
"Original","palmitoleate (16:1n7)","373-49-9","Lipid","Long chain fatty acid",33447,"LC/MS Neg",5477,253.3,"HMDB03229","C08362","445638",NA,NA,NA
"Original","palmitoyl sphingomyelin",NA,"Lipid","Sphingolipid",37506,"GC/MS",2524,311.3,NA,NA,"9939941",NA,NA,NA
"Original","palmitoylcarnitine","6865-14-1","Lipid","Carnitine metabolism",22189,"LC/MS Pos",5179,400.4,NA,NA,"461",NA,NA,NA
"Original","pantothenate","137-08-6","Cofactors and vitamins","Pantothenate and CoA metabolism",1508,"LC/MS Pos",2218,220.1,"HMDB00210","C00864","6613",NA,NA,NA
"Original","paroxetine","110429-49-8","Xenobiotics","Drug",40461,"LC/MS Pos",4222,330.2,NA,"D02362, C07415","43815",NA,NA,NA
"Original","pelargonate (9:0)","112-05-0","Lipid","Medium chain fatty acid",12035,"LC/MS Neg",4847,157.2,"HMDB00847","C01601","8158",NA,NA,NA
"Original","penicillin G","69-57-8","Xenobiotics","Drug",37468,"LC/MS Pos",3314,335.2,NA,"C05551","5904",NA,NA,NA
"Original","pentadecanoate (15:0)","1002-84-2","Lipid","Long chain fatty acid",1361,"GC/MS",1853.5,299.2,"HMDB00826","C16537","13849",NA,NA,NA
"Original","phenol red","143-74-8","Xenobiotics","Chemical",36817,"LC/MS Neg",3650,353.1,NA,"C12600","4766",NA,NA,NA
"Original","phenol sulfate","937-34-8","Amino acid","Phenylalanine & tyrosine metabolism",32553,"LC/MS Neg",2150,173.1,NA,"C02180","74426",NA,NA,NA
"Original","phenylacetylglutamine","28047-15-6","Amino acid","Phenylalanine & tyrosine metabolism",35126,"LC/MS Pos",2868,265.2,"HMDB06344","C04148","306137",NA,NA,NA
"Original","phenylalanine","63-91-2","Amino acid","Phenylalanine & tyrosine metabolism",64,"LC/MS Pos",2056,166.1,"HMDB00159","C00079","6140",NA,NA,NA
"Original","phenylalanylalanine","3918-87-4","Peptide","Dipeptide",41374,"LC/MS Pos",2047.6,237.1,NA,NA,"5488196",NA,NA,NA
"Original","phenylalanylarginine","1238-09-1","Peptide","Dipeptide",41487,"LC/MS Pos",1553,322.2,NA,NA,"10268029",NA,NA,NA
"Original","phenylalanylaspartate","22828-05-3","Peptide","Dipeptide",41419,"LC/MS Pos",1901,281.1,NA,NA,"6992643",NA,NA,NA
"Original","phenylalanylglutamate","3617-45-6","Peptide","Dipeptide",41432,"LC/MS Pos",2005,295.2,NA,NA,"151134",NA,NA,NA
"Original","phenylalanylglycine","721-90-4","Peptide","Dipeptide",41370,"LC/MS Neg",2460.8,221.1,NA,NA,"98207",NA,NA,NA
"Original","phenylalanylleucine","3303-55-7","Peptide","Dipeptide",40192,"LC/MS Pos",3252,279.2,NA,NA,"4078229",NA,NA,NA
"Original","phenylalanylmethionine","15080-84-9","Peptide","Dipeptide",41436,"LC/MS Pos",2772,297.2,NA,NA,NA,NA,NA,NA
"Original","phenylalanylphenylalanine","2577-40-4","Peptide","Dipeptide",38150,"LC/MS Pos",3317,313.2,NA,NA,"6993089",NA,NA,NA
"Original","phenylalanylproline","7669-65-0","Peptide","Dipeptide",41392,"LC/MS Neg",3170,261.2,NA,NA,"7020641",NA,NA,NA
"Original","phenylalanylserine","16053-39-7","Peptide","Dipeptide",40016,"LC/MS Pos",1808,253.1,NA,NA,"193508",NA,NA,NA
"Original","phenylalanyltryptophan","24587-41-5","Peptide","Dipeptide",41377,"LC/MS Pos",3349,352.2,NA,NA,NA,NA,NA,NA
"Original","phenylalanyltyrosine","17355-18-9","Peptide","Dipeptide",41527,"LC/MS Pos",2630,329.2,NA,NA,NA,NA,NA,NA
"Original","phenylalanylvaline","3918-90-9","Peptide","Dipeptide",41393,"LC/MS Pos",2570,265.1,NA,NA,"7359121",NA,NA,NA
"Original","phosphate","7664-38-2","Energy","Oxidative phosphorylation",11438,"GC/MS",1307.7,298.9,"HMDB01429","C00009","1061",NA,NA,NA
"Original","phosphoenolpyruvate (PEP)","10526-80-4","Carbohydrate","Glycolysis, gluconeogenesis, pyruvate metabolism",597,"GC/MS",1595.4,369,"HMDB00263","C00074","1005",NA,NA,NA
"Original","phosphoethanolamine","1071-23-4","Lipid","Glycerolipid metabolism",1600,"LC/MS Neg",644,140.1,"HMDB00224","C00346","1015",NA,NA,NA
"Original","phytosphingosine","554-62-1","Lipid","Sphingolipid",1510,"LC/MS Pos",5189,318.4,"HMDB04610","C12144",NA,NA,NA,NA
"Original","pipecolate","4043-87-2","Amino acid","Lysine metabolism",1444,"LC/MS Pos",1120,130.1,"HMDB00070","C00408","849",NA,NA,NA
"Original","piperine","94-62-2","Xenobiotics","Food component/Plant",33935,"LC/MS Pos",5136,286.2,NA,"C03882","638024",NA,NA,NA
"Original","pivaloylcarnitine",NA,"Xenobiotics","Drug",35432,"LC/MS Pos",2370,246.2,NA,NA,"126894",NA,NA,NA
"Original","pregnanediol-3-glucuronide","1852-49-9","Lipid","Sterol/Steroid",40708,"LC/MS Neg",5136.9,495.4,NA,NA,"123796",NA,NA,NA
"Original","pregnen-diol disulfate*",NA,"Lipid","Sterol/Steroid",32562,"LC/MS Neg",3886,238.3,"HMDB04025","C05484",NA,NA,NA,NA
"Original","pro-hydroxy-pro","18684-24-7","Peptide","Dipeptide",35127,"LC/MS Pos",960,229.2,"HMDB06695",NA,"11902892",NA,NA,NA
"Original","proline","147-85-3","Amino acid","Urea cycle, arginine-, proline-, metabolism",1898,"LC/MS Pos",796,116.1,"HMDB00162","C00148","145742",NA,NA,NA
"Original","prolylglycine","2578-57-6","Peptide","Dipeptide",40703,"LC/MS Pos",875,173.1,NA,NA,"6426709",NA,NA,NA
"Original","prolylmethionine","52899-08-8","None","None",41386,"LC/MS Pos",1736.8,247.1,NA,NA,"5250073, 5233577",NA,NA,NA
"Original","propionylcarnitine","17298-37-2","Lipid","Fatty acid metabolism (also BCAA metabolism)",32452,"LC/MS Pos",1589,218.2,"HMDB00824","C03017","107738",NA,NA,NA
"Original","prostaglandin A2","13345-50-1","Lipid","Eicosanoid",19761,"LC/MS Neg",4875,333.3,"HMDB02752","C05953","5280880",NA,NA,NA
"Original","prostaglandin E2","363-24-6","Lipid","Eicosanoid",7746,"LC/MS Neg",4562,351.3,"HMDB01220","C00584","5280360",NA,NA,NA
"Original","pseudouridine","1445-07-4","Nucleotide","Pyrimidine metabolism, uracil containing",33442,"LC/MS Neg",1104,243.1,"HMDB00767","C02067",NA,NA,NA,NA
"Original","putrescine","110-60-1","Amino acid","Polyamine metabolism",1408,"GC/MS",1705.8,174,"HMDB01414","C00134",NA,NA,NA,NA
"Original","pyridoxal","65-22-5","Cofactors and vitamins","Pyridoxal metabolism",1651,"LC/MS Pos",1210,168.1,"HMDB01545","C00250","1050",NA,NA,NA
"Original","pyridoxate","82-82-6","Cofactors and vitamins","Vitamin B6 metabolism",31555,"LC/MS Neg",2210,182.1,"HMDB00017","C00847","6723",NA,NA,NA
"Original","pyroglutamine*",NA,"Amino acid","Glutamate metabolism",32672,"LC/MS Pos",764,129.2,NA,NA,"134508",NA,NA,NA
"Original","pyrophosphate (PPi)","1466-09-3","Energy","Oxidative phosphorylation",2078,"GC/MS",1642.3,451,"HMDB00250","C00013","644102",NA,NA,NA
"Original","quebrachitol","642-38-6","Xenobiotics","Food component/Plant",37088,"GC/MS",1797,217,NA,NA,NA,NA,NA,NA
"Original","quinate","77-95-2","Xenobiotics","Food component/Plant",18335,"GC/MS",1793,345.1,"HMDB03072","C00296",NA,NA,NA,NA
"Original","quinidine","56-54-2","Xenobiotics","Drug",39766,"LC/MS Pos",2712.6,325.3,NA,NA,"441074",NA,NA,NA
"Original","quinolinate","89-00-9","Cofactors and vitamins","Nicotinate and nicotinamide metabolism",1899,"GC/MS",1697.7,296.1,"HMDB00232","C03722","1066",NA,NA,NA
"Original","ranitidine","66357-59-3","Xenobiotics","Drug",38595,"LC/MS Pos",1967,315.1,"HMDB01930","D00422","3001055",NA,NA,NA
"Original","ribitol","488-81-3","Carbohydrate","Nucleotide sugars, pentose metabolism",15772,"GC/MS",1692.4,217,"HMDB00508","C00474",NA,NA,NA,NA
"Original","riboflavin (Vitamin B2)","83-88-5","Cofactors and vitamins","Riboflavin metabolism",1827,"LC/MS Pos",3111,377.2,"HMDB00244","C00255","493570",NA,NA,NA
"Original","ribose","50-69-1","Carbohydrate","Nucleotide sugars, pentose metabolism",12080,"GC/MS",1639.2,204,"HMDB00283","C00121","5779",NA,NA,NA
"Original","ribulose","488-84-6","Carbohydrate","Nucleotide sugars, pentose metabolism",35855,"GC/MS",1662,306.1,"HMDB00621, HMDB03371","C00309","12358756",NA,NA,NA
"Original","saccharopine","997-68-2","Amino acid","Lysine metabolism",1495,"GC/MS",2082.1,357.2,"HMDB00279","C00449","160556",NA,NA,NA
"Original","salicylate","69-72-7","Xenobiotics","Drug",1515,"LC/MS Neg",2226,137.1,"HMDB01895","C00805","338",NA,NA,NA
"Original","sarcosine (N-Methylglycine)","107-97-1","Amino acid","Glycine, serine and threonine metabolism",1516,"GC/MS",1182.9,116,"HMDB00271","C00213","1088",NA,NA,NA
"Original","scyllo-inositol","488-59-5","Lipid","Inositol metabolism",32379,"GC/MS",1893.8,318.2,"HMDB06088","C06153",NA,NA,NA,NA
"Original","sedoheptulose-7-phosphate","2646-35-7","Carbohydrate","Nucleotide sugars, pentose metabolism",35649,"GC/MS",2070,691.35,"HMDB01068","C05382","616",NA,NA,NA
"Original","serine","56-45-1","Amino acid","Glycine, serine and threonine metabolism",1648,"GC/MS",1389.1,204,"HMDB03406","C00065","5951, 617",NA,NA,NA
"Original","serylisoleucine*",NA,"Peptide","Dipeptide",40193,"LC/MS Pos",2021,219.2,NA,NA,NA,NA,NA,NA
