Metabolite,Log2FC,AveExpr,t.val,p.val,p.adj,B,log2(MS55_01),log2(MS55_02),log2(MS55_03),log2(MS55_04),log2(MS55_17),log2(MS55_18),log2(MS55_19),log2(MS55_20),log2(MS55_33),log2(MS55_34),log2(MS55_35),log2(MS55_36),log2(POOL0),log2(POOL1),log2(POOL2),log2(POOL3),log2(POOL4),log2(POOL5),log2(POOL6),log2(POOL7),log2(POOL8),log2(POOL9)
acetyl-CoA,-0.050348896367175655,21.516747106691305,-0.48651894653072053,0.6285323695929215,0.6979408521246552,-7.759528121952609,21.880706702346448,21.891728122499195,22.040712775453585,21.702068087316594,21.130036471332303,21.496136546508666,21.406612934288408,21.337076430402252,21.899609969477094,21.59946550231911,21.79275568097784,21.292578904947767,21.57309321399845,21.554384158189222,21.58645091255601,21.567162092645255,21.583960310197924,21.576684929214,21.657679324648466,21.601100294970053,21.485112928617234,21.535456311182667
proline,-0.6406131321891806,33.69203314878279,-14.3652172050141,2.9170200986223326e-20,2.639903189253211e-19,35.61329118549352,34.578774842324194,34.62866513212362,34.659673027224805,34.54914563280569,34.40685627962883,34.4553060383542,34.47413710451384,34.51621379106388,34.43308224041886,34.361475953567954,34.538571306485316,34.364719432769164,33.885836761891326,33.8597897108293,33.91321112617595,33.85933555460695,33.92714231819037,33.87248576033879,33.83878935280756,33.825274269251395,33.80113393968339,33.7830538687335
propionylcarnitine,-0.13229481906772023,28.73101154485818,-1.7770836512875796,0.08108431594172967,0.11289431681117745,-6.3185985304284555,29.269318751082157,29.40433844476959,29.329913901251754,29.195674085412872,28.76349864198563,28.849802704494653,28.804990537069745,28.881682078020674,28.65402305560427,28.64927468418824,28.75686297591572,28.674080229286567,28.8162303760172,28.8377677884732,28.822096786441165,28.821652861572712,28.87241730809536,28.803849772664968,28.812474196525372,28.742170445078408,28.74831080758731,28.761298207768757
pyroglutamic acid,-0.1430914273130668,28.310654863848328,-2.0861768825216616,0.041613404878771076,0.06493126106084107,-5.750374289237827,28.63280018665512,28.535700488471463,28.371013711295713,28.223860634168012,28.1684249631232,28.411489694533927,28.354711243790387,28.372463906562988,28.685131072179328,28.73731223708055,28.86999447927692,28.719805160767628,28.345965413172028,28.39200389914755,28.338333641219062,28.367158690023274,28.37626394188841,28.35711520240048,28.38385852362617,28.35475880335592,28.362854399240728,28.35969636105014
pyruvate,0.24764605528253014,24.446054852265092,2.1732245371647156,0.03408738594225073,0.054121200487257735,-5.576268023458196,24.602695571582938,24.43719841938356,24.249261175155645,24.266619131199967,24.001064321806023,24.14035069557896,23.744968271284794,24.002156970243366,24.62354990821291,24.44450754721041,24.657825608610526,24.4308882330014,24.589485330514616,24.52837822040058,24.565142109463014,24.59203545001219,24.591867097942107,24.611110788110942,24.54551103539675,24.5395007363027,24.570407947066894,24.343926715340924
S-(2-succinyl)cysteine,-1.5889045266046296,-Inf,-5.527125091846513,1.0122312752945655e-6,2.3488956516450817e-6,4.387437104265204,19.952461846391937,19.51574865906439,20.03308840572427,19.690377903481746,19.315141967544655,19.47968978828365,19.557317773320882,19.416892831452135,18.517245573046306,18.505141795100556,19.25627078397651,18.964733389241033,18.45869244154561,18.248731223484313,17.949393251930907,18.240466722795325,16.27812205827235,18.64161853444558,17.51461561279079,17.43617900361477,16.677331978117483,18.169229504146614
S-adenosylhomocysteine,-0.49534616499758855,22.923605893440385,-7.189225008237286,1.8471502607373735e-9,5.764382710232148e-9,10.634847210712284,23.815703702673883,23.852173802889997,23.73850010337811,23.71089700993971,23.220364141673,23.566645612405146,23.39258969443163,23.49029802211244,23.168269022765603,23.225349148551995,23.367985572754186,23.144641378933773,23.077095174308646,22.96138393224268,23.00883514228218,22.903731213068582,23.062806603819002,22.912207658743952,22.972107196373248,22.95806223568317,22.994031486278296,22.94079205098227
S-adenosylmethionine,0.5556466335915502,26.21532036767717,11.006050412265783,1.6105739317170093e-15,8.833753989114505e-15,24.62348307036013,25.633050578756283,25.59758371201388,25.665124968278636,25.6868397271241,25.724563175892772,25.737771905780185,25.79510236210161,25.742779157818603,25.736164026365614,25.578098512698805,25.724391785192616,25.73253430665073,26.269087318724342,26.342304807605593,26.29513620653879,26.261080557355868,26.26530722381621,26.263083582718064,26.229801202132045,26.18448768548072,26.204182159077263,26.20366577469486
SAICAR,NA,-Inf,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,15.855075176474934,15.271765747987358,16.37757908206189,16.210565946155107,16.306605442235856,16.330744928098834,15.725808279963964,15.90356099771662,16.390278993279036,15.939556988816697
sedoheptulose 7-phosphate,-0.4385591836191338,19.0422897008124,-4.561991514017187,2.8803423397005852e-5,5.792688483175621e-5,1.091311040634582,19.55337800962148,19.445777065254223,19.48928857802546,19.10775718730353,19.62159726222805,19.761293255607345,19.524092780593204,19.685450033174014,19.749980713645684,19.68802325857734,19.999367695884303,19.743315547294905,19.546016550017843,19.008828332412357,19.276931953462537,19.389348121899967,18.921081738696696,19.246709909820556,19.225562615065535,19.159903267057864,18.920322244696212,19.060804586687087
serine,-1.385900305200913,23.755476456332012,-17.456932591632015,4.310176204190616e-24,6.501182441320847e-23,44.48943803435449,26.12485911812423,26.07895988799137,26.0964503665468,25.985007498765032,25.764622611121172,25.718325316011672,25.863570694489947,25.857194120071878,25.645103257088245,25.43607600222827,25.63113510371517,25.505476573715356,24.52136640498334,24.48117547120042,24.406483786808973,24.555904604665493,24.442949018260382,24.39360389838818,24.368243158675888,24.400757624600367,24.400329592086894,24.259167179878656
adenosine,-0.10878704237584458,23.65682511005124,-0.5952565853385594,0.5541133918424641,0.6307831693301006,-7.700047955903415,24.10962263237642,24.34426067256905,24.38132624341152,23.661859121424012,23.34444745635952,23.841460241231967,23.713698953523323,23.61659072936373,23.86973770429287,23.877810694091572,23.777125394176835,23.65199304366928,23.667982438869164,23.731712500862844,23.711185617709965,23.69710560914612,23.783686094193477,23.762632297325464,23.6986968806001,23.755741834259638,23.79951887645781,23.795478165558784
S-lactoylglutathione,-0.14415195243872958,19.792526387573094,-0.8470166895395689,0.400656478801101,0.480257103728472,-7.517236021318015,20.590278913183475,20.7670807596088,20.667247851455425,20.490461234511265,20.03498876905493,20.04380203668057,20.060127800351232,20.166800671075464,19.12904221868626,19.383827453652987,19.667167144008452,19.42940299893038,19.785081381297896,19.87304158612741,20.07426358202647,19.93687548424446,19.656541122598338,20.150869016337253,19.887223224352255,19.792299837931722,19.782875577892522,19.977932872137153
stearoylcarnitine C18,2.0929544699313283,20.43059850136912,6.528118399038935,2.2310219111978063e-8,6.007237376602059e-8,8.153919873416847,19.638692753450115,20.546319572411807,20.553390150378632,22.45475722654129,19.932834750270118,20.13659607183509,17.258528771760922,17.947733942235583,18.377834190413157,19.316469464568385,18.515358791976148,19.35369752834851,21.586618638391503,21.57209194973955,21.625537795111143,21.54665702350621,21.71088807424467,21.703147628976467,21.48234527504592,21.442674255363713,21.67656583122693,21.609862572865378
succinate,0.09340329000941949,25.199009817675222,1.058253904688923,0.294565466761315,0.36269625499182323,-7.315997950912423,25.768033215999072,25.70312895138664,25.531810847367595,25.597431356899634,25.47781373608764,25.6738137256377,25.451561259192935,25.63764318001574,25.9983737839039,26.131821523678724,25.9388639225398,25.9459667675566,25.79674987804893,25.844983953214648,25.87453458420655,25.892946376185307,25.91922188630312,25.967734398008538,25.80569798585111,25.717922439276666,25.75418996149196,25.740269996062377
succinylglutathione,-1.1608495859363366,20.436600342729726,-9.5420913110991,2.9102506558996226e-13,1.2541794493281707e-12,19.401026552851246,22.315058819226305,22.42127761546922,22.349789022457404,22.235974481562295,21.87542726299235,22.024652220139497,22.0311958236441,22.00422797679139,21.692793757229087,21.708850054724028,21.793633746759866,21.603984659460725,20.958240225573586,20.84967667802935,20.91814790613729,20.841807722102565,20.7922881954831,20.834360492500256,20.795002188718808,20.79671022334759,20.823016054492047,20.829642321299016
taurine,0.7331995834079805,31.660625229404708,11.332429108721024,5.23446856125998e-16,2.9607462799626763e-15,25.753974368642993,31.41324852021112,31.37980477350961,31.40176321436227,31.297084810567597,30.826780896682802,30.870952965519145,30.87880817745108,30.914563959503642,30.821159879686366,30.770436586992368,30.91886824252959,30.734616425227085,31.77288885412822,31.762501666347827,31.76447071425691,31.771004611051918,31.759463007631325,31.751739888946386,31.745531735826134,31.731199828364982,31.72404870412132,31.739220533607046
tetradecanoylcarnitine C14,-1.2457893592658777,19.452291133612015,-5.288444120578482,2.1977721952167523e-6,4.911071201657188e-6,3.611727695853083,21.74654570655211,21.827035235147836,21.680112284341796,21.4829965996818,20.882242105568714,21.04456240088389,20.89882156577594,21.220411667501676,20.56946557896447,20.59834979995792,20.914600725342112,20.826853818487926,19.827902719973732,19.369644590223672,20.119886988909528,20.211952949608794,19.48074404759578,20.777994360164847,20.02416105951839,19.767847892546516,19.428965799954515,19.943003905684023
tetradecenoylcarnitine C14:1,-0.09024313377187454,19.779975372555135,-0.3273693817955479,0.7446313172664025,0.792813343677758,-7.825172642981909,20.620280951246972,19.961868710190846,19.775819601952342,19.69221061327599,20.276885496077,20.68954000871932,20.86302139018874,20.723612047631846,20.606450363085738,20.226410586333266,21.432826503153567,19.613530703663308,19.685079983736205,20.1498708787641,20.762113004787796,20.34113785580965,19.798351020774437,20.31585472990302,20.3705984880847,20.59508409386275,20.4945208683636,20.320338551127435
thiamine,-0.4802895487320029,26.075386473972376,-7.175361743862673,1.946345994648843e-9,5.970993644600687e-9,10.582674966907028,26.829025474896525,26.814572732629433,26.801860195439538,26.69035366198064,26.449722185249875,26.54162851852713,26.450514152832774,26.595639813118215,26.64096884101705,26.587963391338167,26.717454070683136,26.607753077233507,26.333465328358134,26.236858810281017,26.238846731991288,26.18363863829746,26.14193072745408,26.130960677881387,26.14366039728777,26.103483726149747,26.09130429608063,26.032501941353523
threonine,-1.1987940299586128,27.91039165031563,-17.117061647431306,1.0774407914369609e-23,1.392977023214928e-22,43.567900804909435,29.856348033499373,29.849131521586646,29.991406232610565,29.77821286909496,29.404299473915952,29.420626412424312,29.511408626529658,29.50261883822159,29.269735056136845,29.133895466234332,29.443277910957615,29.186803002939794,28.34751297873337,28.353020081655345,28.40146063683825,28.345750161490365,28.335804552556763,28.345434281010004,28.32116103283362,28.29663354054992,28.291110464551796,28.263974840320973
trans-4-hydroxyproline,-1.4209559188733643,25.321788055173926,-17.59310992531156,2.996302471930933e-24,4.9302795219954435e-23,44.85511272130514,27.354520427837457,27.57830853610884,27.61325869779729,27.531769720922107,27.137581756145767,27.139088698072612,27.214946199319986,27.00860280573591,27.00258628589539,26.833167474549835,26.936426275589255,26.840828551998477,25.773402436559632,25.837837808103362,25.714562930353985,25.623824701157403,25.615457329079298,25.8523088027781,25.87533039379621,25.837548623163716,25.816415114254575,25.669657196997562
ADP,-0.2186829889093609,25.591034481032885,-2.2117423684576614,0.031157694167409877,0.05035305932411775,-5.497314966152034,26.200328810338107,26.218865016403242,26.190701622565346,26.073857745243114,25.538444639629866,25.68771312094934,25.714126403789177,25.64942557744761,25.757250454586735,25.74306668378441,25.829419955066324,25.74791177638631,25.488380837680154,25.629634527003336,25.624859340134215,25.62409533928488,25.682191652463377,25.654845839820588,25.674110292645988,25.664777404365115,25.686466139326573,25.70973524334018
trimethyllysine,-0.17475260710259732,22.49083107893033,-1.9730471161758754,0.0535241711316596,0.07876321117748282,-5.967530266793025,23.048728162418392,22.971401121977777,23.132180459085433,22.793180196326393,22.456462743528373,22.474316329076675,22.56785872748912,22.508926403777753,22.750897129409836,22.643447245242182,23.084206918317836,22.575797550187612,22.660401732642857,22.63801289817203,22.61294585101922,22.508261724554007,22.566779112034606,22.70497217959221,22.57552047077625,22.486343619046615,22.486479570634906,22.518925926199223
tryptophan,-0.47229737744551414,28.040617389549777,-8.462945395585352,1.5447021798590748e-11,5.705940705193725e-11,15.417653036878367,28.80589544935117,28.765718691578797,28.863519280099908,28.641155207732886,28.367891971789753,28.459204469132164,28.48714417771918,28.49452414331459,28.574441771157904,28.489336465802275,28.69679801183281,28.46863137292863,28.16617873169522,28.128084347442638,28.131977337310925,28.116314540314722,28.142526815075,28.145573462186427,28.102287202396024,28.095368652607668,28.083327129018915,28.09393885119739
tyrosine,-0.3879903096045325,26.82664384517656,-6.171003296586963,8.50562623384062e-8,2.1683357018664117e-7,6.825145277080579,27.579934158493813,27.449301520453304,27.525486528275074,27.401878776998405,27.053460090659147,27.142103739646863,27.145668684053778,27.14522882457349,27.261984823369126,27.234238321450533,27.37159666672815,27.168888486264184,26.949575283256046,26.943147230287554,26.91602154301635,26.922293260671427,26.9100858459233,26.881361713474426,26.887742980863827,26.874616333416988,26.853332970735238,26.88172859311449
UDP,0.033010883279366965,24.971534687019105,0.26662848945862155,0.7907523355674506,0.822564211136256,-7.8434851285348675,25.60226454352149,25.691833399138137,25.649640633540866,25.52976945891807,24.619147016098204,24.680242691482015,24.748101409131667,24.793741626572018,24.64772868368727,24.661414679516376,24.712202530175585,24.618999342677867,25.02776222044961,25.033553974638288,25.01151846363848,24.981193049202066,25.008366037889555,25.034337772593624,25.03456794587803,25.04156960582678,25.05845838152663,25.06135305986692
UDP-GlcNac,-0.3275013232313668,27.017952326774232,-3.9292740665068693,2.4017898355115905e-4,4.674451185242988e-4,-0.9629585423065743,27.798661979090912,27.860298298357563,27.869003174767748,27.732332142355105,27.19498043379571,27.342053609749087,27.256925248961295,27.327431974400955,27.211157396739175,27.233054624708544,27.28401051509807,27.24613018671824,27.138917697482825,27.16121679118928,27.110262496006456,27.14510901246426,27.083012689602793,27.115224596446833,27.111116815090572,27.100072752492242,27.111973746710067,27.111446490819766
UDP-hexose,-0.13331225694445337,26.35130869981394,-1.7463266993513331,0.08633738435410679,0.11838686794010096,-6.37074389381335,26.94676829365274,27.080031750010818,26.98125418085109,26.88416393708988,26.321586941584915,26.441211238447327,26.371270780026176,26.481060589231742,26.249926810350733,26.28378168210564,26.29946416755027,26.248421279834954,26.495642908835425,26.45471486928988,26.42195949282443,26.39836717538667,26.401756497217907,26.41068741776054,26.41120724863949,26.372697886320406,26.418799400041216,26.371829243186422
UMP,0.3521706996474876,22.166672934919756,3.623211701066836,6.357950801181402e-4,0.0011987386406394102,-1.8955713133494259,22.429329211848795,22.429571975811832,22.40853170239155,22.31651738967931,21.539356896904795,21.58646557091058,21.566055532086953,21.677101413451684,21.534676136087366,21.496890604797727,21.666863336998297,21.58163556196204,22.02807283989844,22.156596813659412,22.165569948068683,22.120525448243168,22.229754457753888,22.165087852335322,22.24309208669274,22.301663449540783,22.30665128115123,22.332188929907023
uric acid,-0.005455833844091984,28.166422310111805,-0.0787850692415892,0.9374895255892846,0.9374895255892846,-7.876447265041725,28.37231762705427,28.244088332138983,28.14612061896531,28.115391582236047,27.97690193201081,28.097072909933324,27.893272643562373,28.038244006545877,28.410389704326217,28.398253289169283,28.48050189191347,28.304451298534794,28.21569663023684,28.21037149145461,28.20546224283005,28.203414526844348,28.200832185300186,28.19804711468387,28.20376512059696,28.18591571686464,28.195841311416615,28.190266851656716
uridine,-0.12830372972345572,19.777805273675828,-0.7343620646328519,0.46584750346116977,0.5511006413494884,-7.6067787282754225,20.47241689626018,20.065791098348903,20.05757594489664,19.63880975769754,19.280407301909975,19.536550071110685,19.573026455190426,19.74425076640647,19.98359378803239,19.82189609806049,20.732690346597877,19.900131027538222,19.853548082689443,19.651900493058683,19.771783311377742,19.845086536079048,19.64381524620588,19.886452292980042,19.826663220330758,19.54870039489787,19.929247962787677,19.765714789066497
UTP,0.16095195963819364,26.268039430981705,0.8796391161748002,0.3828820967635169,0.46201106342797715,-7.488983879636096,27.056543310117643,27.201070100328117,27.174126587659543,26.923968020130904,25.55354726587,25.72649358597607,25.927681216867082,25.8021529243577,25.888850994661436,25.742485209194605,25.940655199800357,25.735996937847275,26.402941208679152,26.44522716625279,26.416779803747733,26.37974822436429,26.32349279536839,26.360279251140707,26.43067852359733,26.36009380202522,26.372225918143847,26.346029030404797
ADP-ribose,-0.2232591808823443,20.764206480607236,-3.031079579126498,0.003710731675723681,0.006716424333059863,-3.5608796973743324,21.20507518815164,21.042279368106932,21.21122109174152,20.923116372747753,20.702462924735745,21.106768931104416,20.64386056962961,21.068078107641586,20.608467260488318,20.854758917658074,20.94305805737316,20.926677755598856,20.63743722976116,20.45197423311144,20.59071157617612,20.63431192458929,20.60614481535732,20.715999691173494,20.65804082445678,20.830051158383625,20.988599837971552,21.017324021010506
valine,-0.27477280546616356,28.202907846302015,-4.351015758911944,5.92762879665764e-5,1.1790118815330031e-4,0.38938450180385065,28.724163214731323,28.67205715331441,28.688677732058785,28.480006008233293,28.343098266490973,28.442869724080175,28.41069144912673,28.413501833702018,28.68019919868774,28.52232828060404,28.765494800626293,28.507006513476796,28.322510242741792,28.288852090684998,28.2850822361165,28.295747095605414,28.311700924846946,28.32033961015852,28.294526335433236,28.257312383724635,28.19798681182456,28.21995936014552
Val-Lys,-0.6239570964634993,24.77741695356411,-9.08049585005054,1.571468121331857e-12,6.464448408206047e-12,17.708672097020404,25.74484974480482,25.831878070911106,25.800869445558885,25.703436609113222,25.32879746252841,25.446829536730146,25.376201762645692,25.492134898075097,25.409213409012807,25.319670412897192,25.556253006452362,25.377888652608195,24.981989265049968,24.958633447324974,24.937090944247707,24.9347370706395,24.922823950358634,24.94287874131803,24.826623793785622,24.881471394023944,24.8145666022081,24.882966335856974
xanthine,-0.1639671712605164,23.657713638220077,-1.209511505390381,0.23163974712675972,0.28915030503409317,-7.145621941474336,24.165069665290478,23.9946247989344,23.862565077724515,23.75522126175075,23.618897917797224,23.83778768902846,23.64804224329683,23.743498628552807,24.292193211969515,24.31682534121169,24.636431265762752,24.15547763014322,23.825772577100242,23.84438974743864,23.833192812817163,23.846906974342474,23.825690406576577,23.842008957075954,23.87319247635947,23.80678841497695,23.84784111434742,23.836740415912224
AICAR,2.7759631465573804,-Inf,8.815538485766018,3.426797215294282e-11,1.2161770509181666e-10,15.04589962924259,16.988792467756294,17.90319429346009,18.07620230305708,17.502161152490686,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,20.35418514992432,20.300912422453724,20.45339060003745,20.39552034885448,20.392783927302975,20.503581407292966,20.427535308563172,20.409564652209298,20.331794012296736,20.36623917854904
hippuric acid-d5,0.08300261837764111,31.93227923909407,2.894409266523827,0.005436992799693311,0.009372339968995136,-3.915818730131513,31.952298339673703,31.98080990561558,31.96690165446308,32.00910931205964,31.773553400197585,31.806682889997557,31.742672659882174,31.80274659858592,31.854151634515464,31.799961503089012,31.83260042025052,31.880471888106225,31.9708103241526,31.94662986680633,31.966106533494504,31.942480579265112,31.969985271376334,31.97523010853819,31.96404070532406,31.909921352649683,31.924270701119738,31.928850913080318
alanine,-1.182930970396363,28.45099852443626,-19.005675781984742,7.727243233493477e-26,1.5540344725136881e-24,48.53212959319701,30.29468589160092,30.308782962442173,30.41672992765639,30.23251778661215,29.849645129758446,29.844973448500536,29.93480812757756,29.9302791960849,29.651556275493803,29.58613720076117,29.767868907883308,29.58941173733688,28.750335757145724,28.76347807165048,28.737332512367498,28.76205519908926,28.774555488287795,28.756439632049965,28.79931783478443,28.742000422957677,28.80968923904095,28.781649965086185
AMP,-0.08494950602328188,23.912749236787523,-1.8187815115802979,0.07439075459417832,0.10519317641833029,-6.246610424433857,24.203391634041363,24.16816011875217,24.146240204027436,24.067637711071896,23.784242351879556,23.91661360446403,23.868618397490383,23.93011115055462,23.943909286153186,23.999606499910414,24.02886029366123,23.96310607561154,23.897087500192576,23.896930101333925,23.91570091124977,23.862521126742774,23.892640543864932,23.882073463787474,23.961550987788602,23.924435153483596,23.986578843915588,23.948067413756196
arginine,0.06225354480589829,26.845336794806453,0.6310775110404335,0.5306037801598593,0.6078435709426238,-7.677867742752597,27.16451547413809,26.788043034829556,26.720057247789786,26.567964397992217,26.477937796476944,26.753996581213666,26.544052020917796,26.598503040505015,27.119900048907283,27.125517355226656,27.259776059539803,26.950756310856157,26.944019016767093,26.885365705236882,26.88910038522611,26.84789452666648,26.88907362094427,26.888693245636166,26.8939723240974,26.903598195124292,26.924040779952254,26.94929378873555
argininosuccinate,-0.6908978316029426,18.264843282380927,-3.75907154050593,4.146641252504096e-4,7.900442807402541e-4,-1.4870838524005485,19.889811664709466,19.425937252018738,19.693194591013185,19.55610997783201,19.288208004196676,19.15202145763563,19.617415051604624,19.034249558708137,18.9131118563452,19.14194747178253,19.358514313316043,19.0110765146622,19.102251425721548,18.64593308194506,18.591730024733412,18.90440157393104,18.89173346547182,18.25125600368386,18.66508031851413,17.77095100334331,18.79243252895944,18.876583685854087
asparagine,-1.1586833608471814,25.295113527083785,-20.798936554249774,9.840677125849526e-28,3.562325119557529e-26,52.91360044922668,27.002840111311755,26.955614103101937,27.112319582380817,26.936005879307594,26.748830060232642,26.75386068577778,26.892853025884367,26.850985707073196,26.68060176072581,26.622653192684094,26.799674739984958,26.667683727285436,25.706639086304687,25.688470586206694,25.65491769382993,25.6721732505745,25.639809375027983,25.687290391338472,25.665921766526516,25.682563677806147,25.716511334926224,25.652138042112377
aspartate,0.015186673817776608,30.36010151165243,0.4182663544628923,0.6773810627509599,0.7385901949272514,-7.790805165391318,30.30549400022761,30.30916884590705,30.21793816997558,30.208623401289785,30.33318303791852,30.359820603899372,30.375399585402306,30.302852118589552,30.198539671838986,30.163101465712387,30.231476478814386,30.21975062315186,30.328244050462903,30.316334757708702,30.30381070876768,30.30690597007436,30.300595903574898,30.290681222575067,30.27445675904918,30.268711276510228,30.259163895215575,30.190752196512122
ATP,-0.203198306112661,27.636399650602137,-1.2713044487583713,0.20897056226222563,0.26636388570044256,-7.0698144071914735,28.458262320326494,28.579046048222185,28.543588791553773,28.33139299578775,27.391993561935436,27.58746345107811,27.770568424679247,27.552417964682537,27.898561559095672,27.747314161229333,27.945498608010045,27.701166050844964,27.780093251677428,27.807888005399587,27.799888902905096,27.784736785471697,27.733764760205535,27.735534862768894,27.802639228455124,27.71858696820206,27.713810465038662,27.680468656620683
beta-alanine,-0.8848676797489219,25.844782323031705,-13.79620832934681,1.6758575941894945e-19,1.213320898193194e-18,33.8530940656186,27.264136458091848,27.27327858997449,27.242975617874528,27.13346594917401,26.880038103634853,26.812852351065587,26.92754400150477,27.009697206629436,26.735018107000254,26.604898191968076,26.828316365999722,26.62564406397461,25.958995039623158,26.04154514165421,26.13031626180189,26.083151023546105,26.110472378753546,26.053183848324686,26.11224639960527,25.98712050871171,26.13393592813031,25.988577511436812
beta-citrylglutamic acid,-0.3734687618113739,27.57677622614702,-7.3433805719508065,1.0325565662586296e-9,3.2788199735581047e-9,11.215135756754353,28.1627123374075,28.220593818288975,28.128187300452513,28.085511592119524,27.937101921029644,28.037941173481908,27.89861705123568,28.000690523494693,27.96136441332286,27.976936944960578,28.02300402282368,27.87054396963917,27.71562525334615,27.676645790805427,27.660314935860708,27.667838349813145,27.641889624939218,27.66271225370385,27.61571018705237,27.62958033235839,27.622101931362284,27.625564612858664
betaine,-0.7176463103842536,32.070455204740455,-9.191707283823956,1.0448451275105755e-12,4.398069025102655e-12,18.118134500165834,33.17630059079827,33.17629559659896,33.232445267448014,33.05633998759336,32.74379175550235,32.8455105425317,32.86406167569905,32.89112440555103,32.87244750422447,32.74072550927811,33.033990790126964,32.75375010090512,32.24749870347997,32.2498107398235,32.225536716111165,32.21238031216594,32.30513054825835,32.23189878029112,32.25767716437351,32.18130688009158,32.17456590855618,32.22671758155405
2/3-phosphoglycerate,0.12149037070707536,25.234384908609513,1.6477840304511786,0.10509890931382189,0.14196195959553554,-6.53229917685357,25.231381513796716,25.33557618332299,25.40793334790091,25.216784390674025,25.096868978175458,25.201166115547043,25.243683558957358,25.14308294632656,24.96745207394883,25.106271239662725,25.03326348776426,24.917960631088935,25.20555343472913,25.252550037378352,25.25181699390643,25.23565922697138,25.27624432425864,25.303980723232264,25.307954220322394,25.317156513159656,25.307817615605035,25.340691006812317
butyrylcarnitine C4,-0.48151364506988514,29.36081760220662,-7.584757546631134,4.1561770795701e-10,1.393088984078126e-9,12.12383350885339,30.063341730319372,30.1451508252155,30.104901180144743,30.042210523806446,29.893306527933518,30.01371234563008,30.0123394770143,30.046420353004734,29.64205373639899,29.609954762275716,29.796556251553753,29.62860059735944,29.45689755378242,29.44792313751947,29.464576839398916,29.450399123096176,29.45218916790737,29.440254209921427,29.4154163859507,29.405134140005167,29.415677830824624,29.40185208644212
cAMP,-0.21887165805988218,18.6843150226704,-2.3299496597567213,0.023506330896973623,0.03867859902138387,-5.247828766887407,19.143637255253005,19.305126092211403,19.166848107187633,19.02275736124646,18.632123431419547,19.195004117245592,18.762571167204356,19.00392083530844,18.855949909590255,18.79485901062747,18.988056219373416,19.027740393513632,18.880651981430987,18.722028817272744,18.673995800762825,19.101709861090033,18.79035143034171,18.428333640494984,18.81202753469423,18.707220692682952,18.748197048051342,18.862261529397017
carnitinamide,0.04963293622159881,21.629949701167387,0.8858038936102164,0.37957980506358646,0.4611003001107996,-7.483528332569644,21.8006434629988,21.848035416396154,21.823456578818387,21.73899539392301,21.402838678028743,21.50477093503997,21.37849990986471,21.51900986504796,21.56658733938713,21.45718170945063,21.620372430045112,21.631615833469045,21.796334390017794,21.69089631141273,21.655872615564874,21.729175890220116,21.63926679434234,21.624684605879494,21.729065821566902,21.592325183076518,21.501634720200528,21.61374599032624
carnitine,0.2709793181988118,33.96675691579528,3.7764369639138224,3.9240078326718055e-4,7.555802316102094e-4,-1.4342261511508543,34.16393336799045,34.18314999029634,34.124232602580015,34.07877713169167,33.635226926696575,33.72324586432769,33.67956619438779,33.747739218432464,33.37568953597176,33.347828102903506,33.503064758100955,33.39393194478042,34.039246630613555,34.040228830206004,34.01581214264667,34.03535949309492,33.99724356669508,34.023621809879835,33.99585191149437,34.0239383589534,34.00384554909945,33.99829958777126
carnosine,-0.07210614237741808,23.102057240674636,-0.47565601936104246,0.6362032862431577,0.7021511878659241,-7.764819391145114,23.551732028680213,23.16801640131719,22.942445466148776,22.978915381710404,22.739087298661076,23.340586500550252,22.884772528914997,22.92876835386923,23.797479711251494,23.574157990071765,23.82917511702709,23.46528325179933,23.283029802956687,23.199938497276424,23.077659403706743,23.33641006642607,23.141430567782855,23.18802913322019,23.242320319653462,23.093458973314487,23.159233191080542,23.224445312476554
CDP,-0.037658037165183345,22.22454198455483,-0.1965442916238488,0.8449086207507768,0.8612929445397939,-7.859971117523049,23.17089071143344,23.208899136513594,23.177722301760312,22.987761269303775,21.689767182885365,21.820835658521293,22.16407902077133,21.83697073219462,22.214237397704206,22.029421949557275,22.176443633332113,21.89287718094054,22.13422173362293,22.258924787790395,22.316623214199367,22.315882265955874,22.35210255234866,22.27370858988398,22.453483653131126,22.400150356317564,22.40613011392807,22.353780840268502
CDP-ethanolamine,-1.2697091296372918,21.15577938696297,-9.671352539809929,1.8217261371957509e-13,8.243310770810774e-13,19.871385596819753,23.58451358712383,23.69495493996788,23.6304951780881,23.54145690962535,22.900798483144737,22.963969392380875,22.93856986516309,23.01842418773514,22.781646529760067,22.694257835283533,22.846592088227453,22.641139146314817,21.86117834710584,21.896826128450154,21.797240963185192,21.878553340906894,21.866252659502404,21.89871857150544,21.82023321659448,21.835403112296213,21.702446300895208,21.776737848864435
choline,-0.32464318755230437,28.987750738438365,-2.955404290926286,0.004590523161683116,0.008066841672472272,-3.7588783498106606,29.735907360586573,29.981341265047334,29.88736865141067,29.598153835615406,29.08466910338583,29.39904183022938,29.34413657206122,29.325473585183342,29.373329917974683,29.266621709137024,29.253014043932954,29.263633805206815,29.170737739956767,29.118223538596407,29.157599003161216,29.15939187628307,29.14915251255217,29.180273165977912,29.08966767605996,29.12618777742614,29.14502195450818,29.051222613097906
