Metabolite,Cond1_DF_Detected,Cond1_DF_ValueCol,Cond1_DF_PadjCol,Cond1_DF_Cutoff,Cond1_DF_Cutoff_Specific.x,Cond2_DF_Detected,Cond2_DF_ValueCol,Cond2_DF_PadjCol,Cond2_DF_Cutoff,Cond2_DF_Cutoff_Specific,BG_method,RG1_All,RG2_Significant,RG3_SignificantChange,Cond1_DF_ Log2FC,Cond1_DF_AveExpr,Cond1_DF_t.val,Cond1_DF_p.val,Cond1_DF_ p.adj,Cond1_DF_B,Cond1_DF_log2(MS55_01),Cond1_DF_log2(MS55_02),Cond1_DF_log2(MS55_03),Cond1_DF_log2(MS55_04),Cond1_DF_log2(MS55_05),Cond1_DF_log2(MS55_06),Cond1_DF_log2(MS55_07),Cond1_DF_log2(MS55_08),Cond1_DF_log2(MS55_17),Cond1_DF_log2(MS55_18),Cond1_DF_log2(MS55_19),Cond1_DF_log2(MS55_20),Cond1_DF_log2(MS55_21),Cond1_DF_log2(MS55_22),Cond1_DF_log2(MS55_23),Cond1_DF_log2(MS55_24),Cond1_DF_log2(MS55_33),Cond1_DF_log2(MS55_34),Cond1_DF_log2(MS55_35),Cond1_DF_log2(MS55_36),Cond1_DF_log2(MS55_37),Cond1_DF_log2(MS55_38),Cond1_DF_log2(MS55_39),Cond1_DF_log2(MS55_40),Cond1_DF_Cutoff_Specific.y,Cond2_DF_ Log2FC,Cond2_DF_AveExpr,Cond2_DF_t.val,Cond2_DF_p.val,Cond2_DF_ p.adj,Cond2_DF_B,Cond2_DF_log2(MS55_01),Cond2_DF_log2(MS55_02),Cond2_DF_log2(MS55_03),Cond2_DF_log2(MS55_04),Cond2_DF_log2(MS55_09),Cond2_DF_log2(MS55_10),Cond2_DF_log2(MS55_11),Cond2_DF_log2(MS55_12),Cond2_DF_log2(MS55_17),Cond2_DF_log2(MS55_18),Cond2_DF_log2(MS55_19),Cond2_DF_log2(MS55_20),Cond2_DF_log2(MS55_25),Cond2_DF_log2(MS55_26),Cond2_DF_log2(MS55_27),Cond2_DF_log2(MS55_28),Cond2_DF_log2(MS55_33),Cond2_DF_log2(MS55_34),Cond2_DF_log2(MS55_35),Cond2_DF_log2(MS55_36),Cond2_DF_log2(MS55_41),Cond2_DF_log2(MS55_42),Cond2_DF_log2(MS55_43),Cond2_DF_log2(MS55_44),RG1_Specific_Cond2,RG1_Specific_Cond1
ADP,TRUE,-0.4082999843406263,4.02220745346884e-4,No Change,Significant Negative,TRUE,-0.5745093738356672,2.209113994934066e-6,No Change,Significant Negative,TRUE,Cond1 Significant Negative + Cond2 Significant Negative,None,None,-0.4082999843406263,25.580018818413393,-3.9775572019016114,2.4444354689589636e-4,4.02220745346884e-4,-1.6455207326860064,26.200328810338107,26.218865016403242,26.190701622565346,26.073857745243114,25.875821682738277,25.93450172495001,25.892240808098403,25.678087020696125,25.538444639629866,25.68771312094934,25.714126403789177,25.64942557744761,25.08206881758111,25.180655828432855,25.330819846042854,25.215173078624918,25.757250454586735,25.74306668378441,25.829419955066324,25.74791177638631,25.218845641918737,25.319166105270476,25.35165278648625,25.372478653262004,Significant Negative,-0.5745093738356672,25.580018818413393,-5.596727859665188,1.1594797210979904e-6,2.209113994934066e-6,3.6100167500713063,26.200328810338107,26.218865016403242,26.190701622565346,26.073857745243114,25.421854363601817,25.456755543779302,25.393260703867035,25.381092127664637,25.538444639629866,25.68771312094934,25.714126403789177,25.64942557744761,24.878623569524432,24.837333029541377,25.123749058140962,24.925291211193027,25.757250454586735,25.74306668378441,25.829419955066324,25.74791177638631,25.565383145872087,25.38211849504532,25.553120420483197,25.538417651448373,Cond1 No Change + Cond2 Significant Negative,Cond2 No Change + Cond1 Significant Negative
ADP-ribose,TRUE,-0.26895749840976535,5.885347097228236e-4,No Change,Significant Negative,TRUE,-0.21582381204970957,0.004535117428372243,No Change,Significant Negative,TRUE,Cond1 Significant Negative + Cond2 Significant Negative,None,None,-0.26895749840976535,20.77486209506726,-3.8519670436087856,3.6092460099023993e-4,5.885347097228236e-4,-2.022141633129876,21.20507518815164,21.042279368106932,21.21122109174152,20.923116372747753,20.724021164944666,20.89726257954032,20.72947398253816,20.390249498531926,20.702462924735745,21.106768931104416,20.64386056962961,21.068078107641586,20.690709435671785,20.75672833023171,20.55643453483702,20.667349460596544,20.608467260488318,20.854758917658074,20.94305805737316,20.926677755598856,20.81518169043382,20.50590740218266,20.69574060949856,20.57927587505325,Significant Negative,-0.21582381204970957,20.77486209506726,-3.090994733952037,0.003382546148233441,0.004535117428372243,-4.1561770733283225,21.20507518815164,21.042279368106932,21.21122109174152,20.923116372747753,20.48509261339488,20.3715786567986,20.58566860331754,20.54412878988342,20.702462924735745,21.106768931104416,20.64386056962961,21.068078107641586,20.67729733329474,20.88086285007602,20.85275768450499,20.848574361456066,20.608467260488318,20.854758917658074,20.94305805737316,20.926677755598856,20.87097347947051,20.65582594846972,20.96393696492932,20.909241514785347,Cond1 No Change + Cond2 Significant Negative,Cond2 No Change + Cond1 Significant Negative
AICAR,TRUE,3.629487263705279,7.826400550949167e-12,UP,UP,TRUE,3.589526830988497,1.0597785874894481e-11,UP,UP,TRUE,Cond1 UP + Cond2 UP,core_UP,core_UP,3.629487263705279,-Inf,10.511746683277646,3.1997438716587756e-12,7.826400550949167e-12,17.039273286150333,16.988792467756294,17.90319429346009,18.07620230305708,17.502161152490686,20.826352304995325,20.93161233642109,21.144584620652417,20.33260440726121,-Inf,-Inf,-Inf,-Inf,21.70983296053683,21.741581634134473,21.560681134943227,21.47635955148415,-Inf,-Inf,-Inf,-Inf,21.304953521654724,21.29323988823951,21.31635668286312,21.326738771569666,UP,3.589526830988497,-Inf,10.396012995416692,4.27424513186352e-12,1.0597785874894481e-11,16.744578912160847,16.988792467756294,17.90319429346009,18.07620230305708,17.502161152490686,21.0415172472624,20.950680474130955,20.947017140064514,20.661299985806316,-Inf,-Inf,-Inf,-Inf,21.637740911968756,21.86627738472069,21.61357274247269,21.61872913529992,-Inf,-Inf,-Inf,-Inf,21.127259820772267,21.238965280845555,20.798294320905832,20.984018177904538,Cond1 UP + Cond2 UP,Cond2 UP + Cond1 UP
AMP,TRUE,-0.1385945299441076,0.008976392433135008,No Change,Significant Negative,TRUE,-0.23177996823353908,3.197168570464905e-5,No Change,Significant Negative,TRUE,Cond1 Significant Negative + Cond2 Significant Negative,None,None,-0.1385945299441076,23.911913951824186,-2.8543022777802283,0.00644713268678205,0.008976392433135008,-4.758865263923163,24.203391634041363,24.16816011875217,24.146240204027436,24.067637711071896,24.034517712806352,24.040399342555038,24.021738892152282,23.989402669500013,23.784242351879556,23.91661360446403,23.868618397490383,23.93011115055462,23.710235396751045,23.779331743355513,23.73875980113,23.716143506396918,23.943909286153186,23.999606499910414,24.02886029366123,23.96310607561154,23.77830466988281,23.825617353124866,23.819694489294164,23.903217391339574,Significant Negative,-0.23177996823353908,23.911913951824186,-4.77342137196625,1.8723749639186738e-5,3.197168570464905e-5,0.8619316367612448,24.203391634041363,24.16816011875217,24.146240204027436,24.067637711071896,23.791578257094898,23.867209356454087,23.788582879741494,23.830898389750274,23.784242351879556,23.91661360446403,23.868618397490383,23.93011115055462,23.614536465077084,23.541827231057155,23.735393356023387,23.6843020508832,23.943909286153186,23.999606499910414,24.02886029366123,23.96310607561154,23.888011578946763,23.759752564857774,23.884405474822493,23.85264010410677,Cond1 No Change + Cond2 Significant Negative,Cond2 No Change + Cond1 Significant Negative
ATP,TRUE,-0.47062693386759946,0.0095375809206772,No Change,Significant Negative,TRUE,-0.7270010079466616,1.1527447568395007e-4,No Change,Significant Negative,TRUE,Cond1 Significant Negative + Cond2 Significant Negative,None,None,-0.47062693386759946,27.611536830170397,-2.8257619654888266,0.006955583875852986,0.0095375809206772,-4.829299409868636,28.458262320326494,28.579046048222185,28.543588791553773,28.33139299578775,28.187839976799903,28.259554796551747,28.1826503474398,28.02299845197389,27.391993561935436,27.58746345107811,27.770568424679247,27.552417964682537,26.84003242054389,27.049626769537845,27.12956074710556,27.193766031305852,27.898561559095672,27.747314161229333,27.945498608010045,27.701166050844964,27.134954378005347,27.28613971154584,27.269992843261324,27.30263425696337,Significant Negative,-0.7270010079466616,27.611536830170397,-4.365096107537393,7.133006230167076e-5,1.1527447568395007e-4,-0.4481381290059243,28.458262320326494,28.579046048222185,28.543588791553773,28.33139299578775,27.486526066894474,27.451619296475112,27.388505872361357,27.325176197702024,27.391993561935436,27.58746345107811,27.770568424679247,27.552417964682537,26.706171624166565,26.6414259250754,26.869253071815812,26.5783518911409,27.898561559095672,27.747314161229333,27.945498608010045,27.701166050844964,27.61139852147555,27.506818567461544,27.63301746998061,27.584997337536265,Cond1 No Change + Cond2 Significant Negative,Cond2 No Change + Cond1 Significant Negative
CDP,TRUE,-0.1715849326347545,0.45358776220758573,No Change,Not Significant,TRUE,-0.3237658159102992,0.13032190489573528,No Change,Not Significant,TRUE,Cond1 Not Significant + Cond2 Not Significant,None,None,-0.1715849326347545,22.203300562431952,-0.8614776925467266,0.39344352854470144,0.45358776220758573,-8.213426311522188,23.17089071143344,23.208899136513594,23.177722301760312,22.987761269303775,22.979869331401126,23.017092843221512,22.975003549903274,22.769153816204188,21.689767182885365,21.820835658521293,22.16407902077133,21.83697073219462,21.647266157043024,21.76779932834888,21.83921065176552,21.81171982397201,22.214237397704206,22.029421949557275,22.176443633332113,21.89287718094054,21.80872538659132,21.925863865238682,21.86040926746794,21.908772962143384,Not Significant,-0.3237658159102992,22.203300562431952,-1.6255333363660291,0.11088162074001787,0.13032190489573528,-7.277315066853436,23.17089071143344,23.208899136513594,23.177722301760312,22.987761269303775,22.322294550525612,22.345267254974942,22.30341888822407,22.190239761029225,21.689767182885365,21.820835658521293,22.16407902077133,21.83697073219462,21.356955628493942,21.33915927345456,21.87539412249604,21.350822884232283,22.214237397704206,22.029421949557275,22.176443633332113,21.89287718094054,22.444245716060884,22.23021970629008,22.377283495648015,22.349415102564674,Cond1 No Change + Cond2 Not Significant,Cond2 No Change + Cond1 Not Significant
CDP-ethanolamine,TRUE,-3.934231309971601,5.317692896427128e-30,DOWN,DOWN,TRUE,-2.8814214832118275,1.811531498502883e-24,DOWN,DOWN,TRUE,Cond1 DOWN + Cond2 DOWN,core_DOWN,core_DOWN,-3.934231309971601,21.014616957386373,-28.81116463118136,4.406927814718614e-31,5.317692896427128e-30,60.5177689968705,23.58451358712383,23.69495493996788,23.6304951780881,23.54145690962535,19.722941413752917,19.552282508380983,19.665393522820587,19.580935417944417,22.900798483144737,22.963969392380875,22.93856986516309,23.01842418773514,18.495029005766714,18.73666949397032,18.787360344629437,18.91523663882492,22.781646529760067,22.694257835283533,22.846592088227453,22.641139146314817,19.383220284834877,19.17384802001673,18.782663619369007,19.230462152844698,DOWN,-2.8814214832118275,21.014616957386373,-21.101227198875097,2.7022845557777812e-25,1.811531498502883e-24,46.989691780623204,23.58451358712383,23.69495493996788,23.6304951780881,23.54145690962535,20.074504568773776,19.86738921897036,19.712893660102687,19.88514370342664,22.900798483144737,22.963969392380875,22.93856986516309,23.01842418773514,20.336250333033274,20.581434379434125,20.41367708205099,20.440790638046767,22.781646529760067,22.694257835283533,22.846592088227453,22.641139146314817,20.388584019764195,20.445820796257824,20.151402948271087,20.361868996141187,Cond1 DOWN + Cond2 DOWN,Cond2 DOWN + Cond1 DOWN
CMP,TRUE,0.23463163378620777,0.415238579169738,No Change,Not Significant,TRUE,0.019438485575335562,0.9387103424651533,No Change,Not Significant,TRUE,Cond1 Not Significant + Cond2 Not Significant,None,None,0.23463163378620777,19.809327920882513,0.93319674430773,0.3555910484602729,0.415238579169738,-8.148826359027089,20.8817488554103,20.857464219446776,20.87651839366582,20.430566960588436,20.976447488452536,20.96329932397802,20.503340580922238,20.6358705708285,18.68015246912895,19.22885631255213,19.539140991293372,19.356267768704647,19.21288944804127,19.512713100534356,20.033975837374143,20.140617237330165,19.49549142046854,19.32221088985913,19.534680441129424,18.954423186439833,19.395960048388282,19.137202871754184,19.652696382917448,19.80808862360074,Not Significant,0.019438485575335562,19.809327920882513,0.07731238606003446,0.9387103424651533,0.9387103424651533,-8.586358048523866,20.8817488554103,20.857464219446776,20.87651839366582,20.430566960588436,19.849274958224523,19.83652343997936,20.292559208696954,20.42836724367902,18.68015246912895,19.22885631255213,19.539140991293372,19.356267768704647,19.101981049304104,19.233008137366586,19.33912744409778,19.38629022915609,19.49549142046854,19.32221088985913,19.534680441129424,18.954423186439833,20.087832261566522,19.51381012708698,20.14550906234369,20.176500574089793,Cond1 No Change + Cond2 Not Significant,Cond2 No Change + Cond1 Not Significant
CMP-2-aminoethylphosphonate,TRUE,-2.8595355459934595,1.9957660300893915e-21,DOWN,DOWN,TRUE,-1.3294895402003242,3.204583991263238e-10,DOWN,DOWN,TRUE,Cond1 DOWN + Cond2 DOWN,core_DOWN,core_DOWN,-2.8595355459934595,20.536143086376285,-17.69069849831776,3.7489527637038294e-22,1.9957660300893915e-21,39.63905716241045,22.013774447186076,21.9133990944242,21.74233604174632,21.830059965346866,19.588543847216588,19.674846584521255,18.829511212969397,19.187193612169526,21.658254065490866,21.82866049268905,21.464963586818964,21.984547535396203,18.275152425722972,17.801721987672888,18.446472460087733,17.9809383492859,21.376363570830925,21.4358267822737,21.364491915185546,21.25250735648248,19.46752193191343,19.440295865024076,18.112112584202954,18.746447441162942,DOWN,-1.3294895402003242,20.536143086376285,-8.224971585090008,1.3809809465112294e-10,3.204583991263238e-10,12.654284225160612,22.013774447186076,21.9133990944242,21.74233604174632,21.830059965346866,20.099719169295724,19.931646109213442,19.981275857794625,20.295569739293832,21.658254065490866,21.82866049268905,21.464963586818964,21.984547535396203,20.51447658744208,20.668145410409537,20.607713190711195,20.612110407868588,21.376363570830925,21.4358267822737,21.364491915185546,21.25250735648248,20.06052561578249,20.364493607989047,20.43171713032274,20.34391754534398,Cond1 DOWN + Cond2 DOWN,Cond2 DOWN + Cond1 DOWN
CMP-acetylneuraminic acid,TRUE,-0.12470348888297522,0.04336587480855047,No Change,Significant Negative,TRUE,-0.3565165919671074,2.1328381240103423e-7,No Change,Significant Negative,TRUE,Cond1 Significant Negative + Cond2 Significant Negative,None,None,-0.12470348888297522,22.769432726132358,-2.2037755187404504,0.032584303723551734,0.04336587480855047,-6.231579450785004,23.033816097104634,23.140329963850746,23.080897286428005,23.053433008773187,22.981419141551537,23.108634216018345,23.062225320980332,23.05175812154072,22.867885221654998,22.924566836815632,22.959373873100397,22.9332640051647,22.514988229672827,22.694409244388037,22.721224603581344,22.692247877578595,22.771944735305528,22.791562765163402,22.881609448471263,22.759687444621097,22.680316998436187,22.726620594717975,22.723711886546308,22.74437258484562,Significant Negative,-0.3565165919671074,22.769432726132358,-6.300405421208328,1.0251763358502751e-7,2.1328381240103423e-7,6.024364684587441,23.033816097104634,23.140329963850746,23.080897286428005,23.053433008773187,22.55794037486572,22.51349424475313,22.450436680905508,22.461179667280664,22.867885221654998,22.924566836815632,22.959373873100397,22.9332640051647,22.63298635500692,22.60155016003828,22.601927638569677,22.579857282659404,22.771944735305528,22.791562765163402,22.881609448471263,22.759687444621097,22.620150825344506,22.56326137287005,22.641793242667823,22.695593737886647,Cond1 No Change + Cond2 Significant Negative,Cond2 No Change + Cond1 Significant Negative
CTP,TRUE,-0.24942504817848743,0.3263992299359221,No Change,Not Significant,TRUE,-0.42527741315561585,0.08236464579222995,No Change,Not Significant,TRUE,Cond1 Not Significant + Cond2 Not Significant,None,None,-0.24942504817848743,23.438681128090643,-1.102669056379277,0.27590653138229876,0.3263992299359221,-7.976532983007923,24.442733915773395,24.563583040154704,24.56186851540811,24.257476218115666,24.337520141665305,24.3846367557609,24.293830579989784,24.06245801459813,22.854747299159804,23.07405241324594,23.44023330376582,23.01220602320115,22.512289931413825,22.829867813788773,22.944166703002754,22.972246994209993,23.53435353789892,23.250589526657627,23.50681105106336,23.188027865247204,22.894860915589696,23.200005457221707,23.1291732110227,23.13252561328628,Not Significant,-0.42527741315561585,23.438681128090643,-1.8800848081951709,0.06643778058378769,0.08236464579222995,-6.850261053242505,24.442733915773395,24.563583040154704,24.56186851540811,24.257476218115666,23.53578120730521,23.51442577995265,23.498874971703614,23.322871265454886,22.854747299159804,23.07405241324594,23.44023330376582,23.01220602320115,22.53111982099387,22.428220834663982,22.833176943353667,22.42426147184997,23.53435353789892,23.250589526657627,23.50681105106336,23.188027865247204,23.618361840332614,23.578700078727902,23.6829796378014,23.614579899684614,Cond1 No Change + Cond2 Not Significant,Cond2 No Change + Cond1 Not Significant
FAD,TRUE,0.633546516871494,0.004406871001699714,No Change,Significant Positive,TRUE,0.017695463912691167,0.9360363942100632,No Change,Not Significant,TRUE,Cond1 Significant Positive + Cond2 Not Significant,None,None,0.633546516871494,19.60031409628259,3.123183449532095,0.003092113907269965,0.004406871001699714,-4.071750438966245,20.11751445877841,19.32737902364458,19.392929237939374,19.63047350301526,20.407014459698924,20.624689145158484,20.304979372442617,20.063677673997393,18.899640165349528,18.694990777968496,18.93925763232142,18.37907661436621,18.626534284065606,19.73904302566754,19.48006088028355,19.388645216016375,18.750166286717842,19.698431346958696,19.597383014154723,19.498804208265433,20.186399207035798,19.839334401222608,19.60923055718558,20.258996249163456,Significant Positive,0.017695463912691167,19.60031409628259,0.08723302638742068,0.9308649224188474,0.9360363942100632,-8.585524513415912,20.11751445877841,19.32737902364458,19.392929237939374,19.63047350301526,18.735927954494308,18.91195478415401,19.177516405464328,19.442341799491725,18.899640165349528,18.694990777968496,18.93925763232142,18.37907661436621,18.13566580522551,19.306279177464624,18.981961187449368,18.959898336489545,18.750166286717842,19.698431346958696,19.597383014154723,19.498804208265433,20.072896553742353,20.07580618193098,19.837372680015008,19.500770970510537,Cond1 No Change + Cond2 Not Significant,Cond2 No Change + Cond1 Significant Positive
FAICAR,TRUE,-3.5622215937013593,5.8628816912190355e-15,DOWN,DOWN,TRUE,-4.194723728443456,6.109386134064171e-17,DOWN,DOWN,TRUE,Cond1 DOWN + Cond2 DOWN,core_DOWN,core_DOWN,-3.5622215937013593,-Inf,-12.22579699687788,2.0082799163291722e-15,5.8628816912190355e-15,24.001612160085532,20.7037637174021,20.54224593646866,20.76718331600034,20.528980578810078,16.771295905162184,18.086909316953207,17.63464564681909,15.659096708994563,20.112660249083333,20.345547669956435,20.23431161700073,20.430761650715684,14.816015853851216,15.81793315051101,16.424702628984914,15.771493037803875,19.68008970676333,19.57534842507745,20.06719762817116,19.943084332758716,17.334989218613934,16.626486993681524,17.324939026356603,17.9160082160596,DOWN,-4.194723728443456,-Inf,-14.080141958676876,1.66571405171241e-17,6.109386134064171e-17,28.89326550267992,20.7037637174021,20.54224593646866,20.76718331600034,20.528980578810078,16.026144284551616,-Inf,15.665700533043141,14.486703908180134,20.112660249083333,20.345547669956435,20.23431161700073,20.430761650715684,16.194367931757,16.678047715893975,15.426578532960248,15.863038162095114,19.68008970676333,19.57534842507745,20.06719762817116,19.943084332758716,16.9784454029942,15.540042356641724,16.82355018901853,16.86233022917706,Cond1 DOWN + Cond2 DOWN,Cond2 DOWN + Cond1 DOWN
GDP,TRUE,-0.09488162746297846,0.6794448935456289,No Change,Not Significant,TRUE,-0.31697568338037385,0.14082775650742702,No Change,Not Significant,TRUE,Cond1 Not Significant + Cond2 Not Significant,None,None,-0.09488162746297846,22.47943660642357,-0.47341996174919954,0.6381526624461707,0.6794448935456289,-8.475227902959986,23.173917495314242,23.257756221433528,23.280228900070576,22.9697485784007,23.341006696093494,23.430113665566388,23.415345303347227,22.96207682298562,21.922285832219128,22.14638928446741,22.47384093922338,22.029565027681606,21.74671626669444,21.86810398811719,21.935662940102553,22.071588531184286,22.41637073688916,22.269893093379988,22.443207959069007,22.048307341470366,21.951087233492892,22.182815871228755,22.171059816917335,22.21735474433316,Not Significant,-0.31697568338037385,22.47943660642357,-1.5815771705635573,0.12059835502017231,0.14082775650742702,-7.345495779070273,23.173917495314242,23.257756221433528,23.280228900070576,22.9697485784007,22.465675260491498,22.52862846271548,22.313680867006436,22.42844756750875,21.922285832219128,22.14638928446741,22.47384093922338,22.029565027681606,21.531293435555916,21.3687718413495,21.925329883207457,21.749070654599606,22.41637073688916,22.269893093379988,22.443207959069007,22.048307341470366,22.62635408435498,22.475435819239546,22.62303616282772,22.59207917019772,Cond1 No Change + Cond2 Not Significant,Cond2 No Change + Cond1 Not Significant
GDP-hexose,TRUE,-0.10239411944375476,0.283831954065153,No Change,Not Significant,TRUE,0.01371954225047034,0.8878195443907505,No Change,Not Significant,TRUE,Cond1 Not Significant + Cond2 Not Significant,None,None,-0.10239411944375476,20.157843344378875,-1.1986885893376862,0.23678798377811106,0.283831954065153,-7.866845371531669,20.20721085296384,20.266082124508934,20.053416457609107,20.03417393907227,20.43415175856527,20.2733725562604,20.211657558027298,20.055912405792558,19.824852230253153,20.23939822687949,19.994836404972414,19.891654460991607,19.67357029036169,19.72412720845703,19.715339071036325,19.808040729618003,20.19957551689898,20.172172556635374,20.23319805523267,20.19625210268027,20.046865774670945,20.164115293447534,19.94624266125104,20.030698187884823,Not Significant,0.01371954225047034,20.157843344378875,0.16060940643772603,0.8731043033235005,0.8878195443907505,-8.57624047765791,20.20721085296384,20.266082124508934,20.053416457609107,20.03417393907227,20.256055342651234,20.261800122612893,20.135244714855432,20.233379066712907,19.824852230253153,20.23939822687949,19.994836404972414,19.891654460991607,19.81010671824711,19.877033479379158,19.77339871004787,19.668596155514585,20.19957551689898,20.172172556635374,20.23319805523267,20.19625210268027,20.493438899398388,20.23380875059332,20.329088901720116,20.405506573970598,Cond1 No Change + Cond2 Not Significant,Cond2 No Change + Cond1 Not Significant
GMP,TRUE,-0.26137296623655004,0.21082957627545923,No Change,Not Significant,TRUE,-0.4019140764856104,0.04830018743844115,No Change,Significant Negative,TRUE,Cond1 Not Significant + Cond2 Significant Negative,None,None,-0.26137296623655004,20.67930959474744,-1.3861264681338406,0.1723910347445744,0.21082957627545923,-7.628131494940688,21.38229394953231,21.378361926021647,21.48666563210932,21.18832208843954,21.408409547726926,21.43800095924407,21.51970701863001,21.437308786445474,20.207264578826564,20.573011303297786,20.700556024949126,20.50506242246349,19.92935067704519,19.948444278824365,20.20039647571645,19.961516419026978,20.74266262577076,20.713188986077775,20.72396618457592,20.540239027521874,20.013452692300103,20.267670149017288,20.542801148399743,20.338061002370903,Not Significant,-0.4019140764856104,20.67930959474744,-2.131451264275275,0.0384266684593123,0.04830018743844115,-6.376856202352208,21.38229394953231,21.378361926021647,21.48666563210932,21.18832208843954,20.68464324316499,20.744597964331724,20.455431795889293,20.687205897627557,20.207264578826564,20.573011303297786,20.700556024949126,20.50506242246349,19.78199671392719,19.776141552411325,20.275449610081772,20.09745489927131,20.74266262577076,20.713188986077775,20.72396618457592,20.540239027521874,20.684591269864708,20.732158230215745,20.687877304269062,20.71107735070406,Cond1 No Change + Cond2 Significant Negative,Cond2 No Change + Cond1 Not Significant
GTP,TRUE,-0.17836641282890753,0.4658810642284746,No Change,Not Significant,TRUE,-0.37631387262472416,0.10458682576804114,No Change,Not Significant,TRUE,Cond1 Not Significant + Cond2 Not Significant,None,None,-0.17836641282890753,22.929777552543612,-0.8282091323741538,0.4118285650638449,0.4658810642284746,-8.241695350223331,23.64925919310037,23.795130328082937,23.841116335315636,23.465971142511375,23.83465177155158,23.913133632871375,23.886933790418475,23.57989269494679,22.450828081862575,22.627024149003258,23.021597961908704,22.49612764050501,22.067105295150412,22.20071026342297,22.37059550413277,22.483266132886065,22.932953722029502,22.68847871072282,22.95530483385841,22.52642862472641,22.28992140573161,22.518485942341016,22.57545019785857,22.58967713836844,Not Significant,-0.37631387262472416,22.929777552543612,-1.7473389804942547,0.08725199276781333,0.10458682576804114,-7.079737987668707,23.64925919310037,23.795130328082937,23.841116335315636,23.465971142511375,22.863994228989114,22.98019865827449,22.905241219880907,22.768233609353633,22.450828081862575,22.627024149003258,23.021597961908704,22.49612764050501,21.87705631221968,21.86553474717159,22.37947408245282,22.058301622669234,22.932953722029502,22.68847871072282,22.95530483385841,22.52642862472641,23.07131670238314,22.980643844974843,23.134943061850606,23.049516161910123,Cond1 No Change + Cond2 Not Significant,Cond2 No Change + Cond1 Not Significant
Gly-Gly,TRUE,-1.2214813032488827,4.252467528334042e-25,DOWN,DOWN,TRUE,-1.2175039471739098,5.2837500037800275e-25,DOWN,DOWN,TRUE,Cond1 DOWN + Cond2 DOWN,core_DOWN,core_DOWN,-1.2214813032488827,20.201219409701416,-21.863254105596305,6.108516891529562e-26,4.252467528334042e-25,48.50022222505525,21.039700696201994,21.170592985769108,21.274818663314175,21.078936261225884,19.95159007700672,20.01186821434204,20.091179240224974,19.835264486093976,20.95793173995564,21.02505719982994,21.009973262383067,21.161763465817018,19.682604328727564,19.836455078216318,19.650272196526934,19.766747234962182,21.105748454803265,21.286320621885228,21.260581532360014,21.164686915695736,20.082989292134943,20.047660847860335,19.90740079256707,20.014304371591376,DOWN,-1.2175039471739098,20.201219409701416,-21.79206353861482,7.006077353078489e-26,5.2837500037800275e-25,48.360964966574315,21.039700696201994,21.170592985769108,21.274818663314175,21.078936261225884,19.940599452108277,19.81115182709201,19.72253156634184,19.833720740582773,20.95793173995564,21.02505719982994,21.009973262383067,21.161763465817018,19.782195430043405,20.086518480376157,19.953781200036612,19.85798746610144,21.105748454803265,21.286320621885228,21.260581532360014,21.164686915695736,20.062132586968993,19.88403109717393,19.97982137656988,20.011593209758818,Cond1 DOWN + Cond2 DOWN,Cond2 DOWN + Cond1 DOWN
IMP,TRUE,0.40795108422455684,0.00922031660632731,No Change,Significant Positive,TRUE,0.6598652472872288,5.5852358663070916e-5,No Change,Significant Positive,TRUE,Cond1 Significant Positive + Cond2 Significant Positive,None,None,0.40795108422455684,19.15404053890756,2.8413599640973675,0.006673267820049048,0.00922031660632731,-4.790866897899214,19.48315246488914,19.213304274830758,19.232472971949985,19.315798182423933,19.11405151011767,19.026437571383035,19.362642929365702,19.025193202092584,18.994259113001394,18.784355757401887,18.594659999114874,18.920465160302484,19.578740689335202,19.625322795592272,19.455755560560345,19.42039791438017,18.379856736845966,18.601222292206558,18.881630536091397,18.807647968655704,19.415314261127353,19.540049109895275,19.358938649611936,19.18139427494719,Significant Positive,0.6598652472872288,19.15404053890756,4.595930168699082,3.3634845824722264e-5,5.5852358663070916e-5,0.2870957920550694,19.48315246488914,19.213304274830758,19.232472971949985,19.315798182423933,19.468427805635162,19.3597368310077,19.537743948201975,19.227866896208408,18.994259113001394,18.784355757401887,18.594659999114874,18.920465160302484,19.836932012825944,19.807826440529098,19.85745055622919,19.759859043610344,18.379856736845966,18.601222292206558,18.881630536091397,18.807647968655704,19.58878520950649,19.608150499212865,19.650422277686147,19.42400690450744,Cond1 No Change + Cond2 Significant Positive,Cond2 No Change + Cond1 Significant Positive
