"";"original_row_id";"Metabolite";"CAS";"SUPER_PATHWAY";"SUB_PATHWAY";"COMP_ID";"PLATFORM";"RI";"MASS";"PUBCHEM";"KEGG";"HMDB";"CHEBI";"row_id";"seed1_type";"seed1_id";"seed2_type";"seed2_id";"pair_compatible";"compatibility_path";"n_seed_ids";"all_seed_ids_compatible";"manual_correction";"correction_tbl"
"326";"145";"N1-methyladenosine";"15763-06-1";"Nucleotide";"Purine metabolism, adenine containing";"15650";"LC/MS Pos";"1356";"282.10000000000002";"27476";"C02494";"HMDB03331";NA;145;"HMDB";"HMDB0003331";"PUBCHEM";"27476";TRUE;"direct";3;TRUE;FALSE;NA
"327";"145";"N1-methyladenosine";"15763-06-1";"Nucleotide";"Purine metabolism, adenine containing";"15650";"LC/MS Pos";"1356";"282.10000000000002";"27476";"C02494";"HMDB03331";NA;145;"KEGG";"C02494";"PUBCHEM";"27476";TRUE;"direct";3;TRUE;FALSE;NA
"328";"146";"N1-methylguanosine";"2140-65-0";"Nucleotide";"Purine metabolism, guanine containing";"31609";"LC/MS Pos";"1850";"298.10000000000002";"96373";NA;"HMDB01563";NA;146;"HMDB";"HMDB0001563";"PUBCHEM";"96373";TRUE;"direct";2;TRUE;FALSE;NA
"329";"147";"N2,N2-dimethylguanosine";"2140-67-2";"Nucleotide";"Purine metabolism, guanine containing";"35137";"LC/MS Pos";"2157";"312.10000000000002";"92919";NA;"HMDB04824";NA;147;"HMDB";"HMDB0004824";"PUBCHEM";"92919";TRUE;"direct";2;TRUE;FALSE;NA
"330";"148";"N2-acetyllysine";"1946-82-3";"Amino acid";"Lysine metabolism";"36751";"LC/MS Pos";"853";"189.1";"92907";"C12989";"HMDB00446";NA;148;"HMDB";"HMDB0000446";"KEGG";"C12989";TRUE;"direct";3;TRUE;FALSE;NA
"331";"148";"N2-acetyllysine";"1946-82-3";"Amino acid";"Lysine metabolism";"36751";"LC/MS Pos";"853";"189.1";"92907";"C12989";"HMDB00446";NA;148;"HMDB";"HMDB0000446";"PUBCHEM";"92907";TRUE;"direct";3;TRUE;FALSE;NA
"332";"148";"N2-acetyllysine";"1946-82-3";"Amino acid";"Lysine metabolism";"36751";"LC/MS Pos";"853";"189.1";"92907";"C12989";"HMDB00446";NA;148;"KEGG";"C12989";"PUBCHEM";"92907";TRUE;"direct";3;TRUE;FALSE;NA
"333";"149";"N2-methylguanosine";"2140-77-4";"Nucleotide";"Purine metabolism, guanine containing";"35133";"LC/MS Pos";"1950";"298.10000000000002";"3035422";NA;"HMDB05862";NA;149;"HMDB";"HMDB0005862";"PUBCHEM";"3035422";TRUE;"direct";2;TRUE;FALSE;NA
"334";"150";"N6-acetyllysine";"692-04-6";"Amino acid";"Lysine metabolism";"36752";"LC/MS Pos";"1134";"189.1";"92832";"C02727";"HMDB00206";NA;150;"HMDB";"HMDB0000206";"KEGG";"C02727";TRUE;"direct";3;TRUE;FALSE;NA
"335";"150";"N6-acetyllysine";"692-04-6";"Amino acid";"Lysine metabolism";"36752";"LC/MS Pos";"1134";"189.1";"92832";"C02727";"HMDB00206";NA;150;"HMDB";"HMDB0000206";"PUBCHEM";"92832";TRUE;"direct";3;TRUE;FALSE;NA
"336";"150";"N6-acetyllysine";"692-04-6";"Amino acid";"Lysine metabolism";"36752";"LC/MS Pos";"1134";"189.1";"92832";"C02727";"HMDB00206";NA;150;"KEGG";"C02727";"PUBCHEM";"92832";TRUE;"direct";3;TRUE;FALSE;NA
"337";"151";"N6-carbamoylthreonyladenosine";"24719-82-2";"Nucleotide";"Purine metabolism, guanine containing";"35157";"LC/MS Pos";"2656";"413";NA;NA;NA;NA;151;NA;NA;NA;NA;NA;"no_match";0;TRUE;FALSE;NA
"338";"152";"S-adenosylhomocysteine (SAH)";"979-92-0";"Amino acid";"Cysteine, methionine, SAM, taurine metabolism";"15948";"LC/MS Neg";"1821";"383.1";NA;"C00021";"HMDB00939";NA;152;"HMDB";"HMDB0000939";"KEGG";"C00021";TRUE;"direct";2;TRUE;FALSE;NA
"339";"153";"S-adenosylmethionine (SAM)";"24346-00-7";"Amino acid";"Cysteine, methionine, SAM, taurine metabolism";"15915";"LC/MS Pos";"676";"399.1";NA;NA;NA;NA;153;NA;NA;NA;NA;NA;"no_match";0;TRUE;FALSE;NA
"340";"154";"S-methylcysteine";"1187-84-4";"Amino acid";"Cysteine, methionine, SAM, taurine metabolism";"40262";"GC/MS";"1447.8";"162.1";"24417";NA;"HMDB02108";NA;154;"HMDB";"HMDB0002108";"PUBCHEM";"24417";TRUE;"direct";2;TRUE;FALSE;NA
"341";"155";"VGAHAGEYGAEALER*";NA;"Peptide";"Polypeptide";"35211";"LC/MS Pos";"2542";"765.8";NA;NA;NA;NA;155;NA;NA;NA;NA;NA;"no_match";0;TRUE;FALSE;NA
"342";"156";"acetylcarnitine";"5080-50-2";"Lipid";"Carnitine metabolism";"32198";"LC/MS Pos";"1203";"204.2";"7045767";"C02571";"HMDB00201";NA;156;"HMDB";"HMDB0000201";"KEGG";"C02571";TRUE;"direct";3;TRUE;FALSE;NA
"343";"156";"acetylcarnitine";"5080-50-2";"Lipid";"Carnitine metabolism";"32198";"LC/MS Pos";"1203";"204.2";"7045767";"C02571";"HMDB00201";NA;156;"HMDB";"HMDB0000201";"PUBCHEM";"7045767";TRUE;"direct";3;TRUE;FALSE;NA
"344";"156";"acetylcarnitine";"5080-50-2";"Lipid";"Carnitine metabolism";"32198";"LC/MS Pos";"1203";"204.2";"7045767";"C02571";"HMDB00201";NA;156;"KEGG";"C02571";"PUBCHEM";"7045767";TRUE;"direct";3;TRUE;FALSE;NA
"345";"157";"adenine";"73-24-5";"Nucleotide";"Purine metabolism, adenine containing";"554";"GC/MS";"1804.2";"264";"190";"C00147";"HMDB00034";NA;157;"HMDB";"HMDB0000034";"KEGG";"C00147";TRUE;"direct";3;TRUE;FALSE;NA
"346";"157";"adenine";"73-24-5";"Nucleotide";"Purine metabolism, adenine containing";"554";"GC/MS";"1804.2";"264";"190";"C00147";"HMDB00034";NA;157;"HMDB";"HMDB0000034";"PUBCHEM";"190";TRUE;"direct";3;TRUE;FALSE;NA
"347";"157";"adenine";"73-24-5";"Nucleotide";"Purine metabolism, adenine containing";"554";"GC/MS";"1804.2";"264";"190";"C00147";"HMDB00034";NA;157;"KEGG";"C00147";"PUBCHEM";"190";TRUE;"direct";3;TRUE;FALSE;NA
"348";"158";"adenosine";"58-61-7";"Nucleotide";"Purine metabolism, adenine containing";"555";"LC/MS Pos";"1650";"268.10000000000002";"60961";"C00212";"HMDB00050";NA;158;"HMDB";"HMDB0000050";"KEGG";"C00212";TRUE;"direct";3;TRUE;FALSE;NA
"349";"158";"adenosine";"58-61-7";"Nucleotide";"Purine metabolism, adenine containing";"555";"LC/MS Pos";"1650";"268.10000000000002";"60961";"C00212";"HMDB00050";NA;158;"HMDB";"HMDB0000050";"PUBCHEM";"60961";TRUE;"direct";3;TRUE;FALSE;NA
"350";"158";"adenosine";"58-61-7";"Nucleotide";"Purine metabolism, adenine containing";"555";"LC/MS Pos";"1650";"268.10000000000002";"60961";"C00212";"HMDB00050";NA;158;"KEGG";"C00212";"PUBCHEM";"60961";TRUE;"direct";3;TRUE;FALSE;NA
"351";"159";"adenosine 2'-monophosphate (2'-AMP)";"130-49-4";"Nucleotide";"Purine metabolism, adenine containing";"36815";"LC/MS Pos";"1625";"348.1";NA;"C00946";"HMDB11617";NA;159;"HMDB";"HMDB0011617";"KEGG";"C00946";TRUE;"direct";2;TRUE;FALSE;NA
"352";"160";"adenosine 3'-monophosphate (3'-AMP)";"84-21-9";"Nucleotide";"Purine metabolism, adenine containing";"35142";"LC/MS Pos";"1451";"348.1";"41211";"C01367";"HMDB03540";NA;160;"HMDB";"HMDB0003540";"KEGG";"C01367";TRUE;"direct";3;TRUE;FALSE;NA
"353";"160";"adenosine 3'-monophosphate (3'-AMP)";"84-21-9";"Nucleotide";"Purine metabolism, adenine containing";"35142";"LC/MS Pos";"1451";"348.1";"41211";"C01367";"HMDB03540";NA;160;"HMDB";"HMDB0003540";"PUBCHEM";"41211";TRUE;"direct";3;TRUE;FALSE;NA
"354";"160";"adenosine 3'-monophosphate (3'-AMP)";"84-21-9";"Nucleotide";"Purine metabolism, adenine containing";"35142";"LC/MS Pos";"1451";"348.1";"41211";"C01367";"HMDB03540";NA;160;"KEGG";"C01367";"PUBCHEM";"41211";TRUE;"direct";3;TRUE;FALSE;NA
"355";"161";"adenosine 5'-monophosphate (AMP)";"149022-20-8";"Nucleotide";"Purine metabolism, adenine containing";"32342";"LC/MS Pos";"1210";"348.1";"15938965";"C00020";"HMDB00045";NA;161;"HMDB";"HMDB0000045";"KEGG";"C00020";TRUE;"direct";3;TRUE;FALSE;NA
"356";"161";"adenosine 5'-monophosphate (AMP)";"149022-20-8";"Nucleotide";"Purine metabolism, adenine containing";"32342";"LC/MS Pos";"1210";"348.1";"15938965";"C00020";"HMDB00045";NA;161;"HMDB";"HMDB0000045";"PUBCHEM";"15938965";TRUE;"direct";3;TRUE;FALSE;NA
"357";"161";"adenosine 5'-monophosphate (AMP)";"149022-20-8";"Nucleotide";"Purine metabolism, adenine containing";"32342";"LC/MS Pos";"1210";"348.1";"15938965";"C00020";"HMDB00045";NA;161;"KEGG";"C00020";"PUBCHEM";"15938965";TRUE;"direct";3;TRUE;FALSE;NA
"358";"163";"adipate";"124-04-9";"Lipid";"Fatty acid, dicarboxylate";"21134";"GC/MS";"1520";"110.9";"196";"C06104";"HMDB00448";NA;163;"HMDB";"HMDB0000448";"KEGG";"C06104";TRUE;"direct";3;TRUE;FALSE;NA
"359";"163";"adipate";"124-04-9";"Lipid";"Fatty acid, dicarboxylate";"21134";"GC/MS";"1520";"110.9";"196";"C06104";"HMDB00448";NA;163;"HMDB";"HMDB0000448";"PUBCHEM";"196";TRUE;"direct";3;TRUE;FALSE;NA
"360";"163";"adipate";"124-04-9";"Lipid";"Fatty acid, dicarboxylate";"21134";"GC/MS";"1520";"110.9";"196";"C06104";"HMDB00448";NA;163;"KEGG";"C06104";"PUBCHEM";"196";TRUE;"direct";3;TRUE;FALSE;NA
"361";"165";"agmatine";"2482-00-0";"Amino acid";"Polyamine metabolism";"15496";"GC/MS";"1526";"174";"199";"C00179";"HMDB01432";NA;165;"HMDB";"HMDB0001432";"KEGG";"C00179";TRUE;"direct";3;TRUE;FALSE;NA
"362";"165";"agmatine";"2482-00-0";"Amino acid";"Polyamine metabolism";"15496";"GC/MS";"1526";"174";"199";"C00179";"HMDB01432";NA;165;"HMDB";"HMDB0001432";"PUBCHEM";"199";TRUE;"direct";3;TRUE;FALSE;NA
"363";"165";"agmatine";"2482-00-0";"Amino acid";"Polyamine metabolism";"15496";"GC/MS";"1526";"174";"199";"C00179";"HMDB01432";NA;165;"KEGG";"C00179";"PUBCHEM";"199";TRUE;"direct";3;TRUE;FALSE;NA
"364";"166";"alanine";"56-41-7";"Amino acid";"Alanine and aspartate metabolism";"1126";"GC/MS";"1147.5999999999999";"115.9";"5950";"C00041";"HMDB00161";NA;166;"HMDB";"HMDB0000161";"KEGG";"C00041";TRUE;"direct";3;TRUE;FALSE;NA
"365";"166";"alanine";"56-41-7";"Amino acid";"Alanine and aspartate metabolism";"1126";"GC/MS";"1147.5999999999999";"115.9";"5950";"C00041";"HMDB00161";NA;166;"HMDB";"HMDB0000161";"PUBCHEM";"5950";TRUE;"direct";3;TRUE;FALSE;NA
"366";"166";"alanine";"56-41-7";"Amino acid";"Alanine and aspartate metabolism";"1126";"GC/MS";"1147.5999999999999";"115.9";"5950";"C00041";"HMDB00161";NA;166;"KEGG";"C00041";"PUBCHEM";"5950";TRUE;"direct";3;TRUE;FALSE;NA
"367";"167";"alanylalanine";"1948-31-8";"Peptide";"Dipeptide";"15129";"LC/MS Pos";"757";"161.1";"5460362";"C00993";"HMDB03459";NA;167;"HMDB";"HMDB0003459";"KEGG";"C00993";TRUE;"direct";3;TRUE;FALSE;NA
"368";"167";"alanylalanine";"1948-31-8";"Peptide";"Dipeptide";"15129";"LC/MS Pos";"757";"161.1";"5460362";"C00993";"HMDB03459";NA;167;"HMDB";"HMDB0003459";"PUBCHEM";"5460362";TRUE;"direct";3;TRUE;FALSE;NA
"369";"167";"alanylalanine";"1948-31-8";"Peptide";"Dipeptide";"15129";"LC/MS Pos";"757";"161.1";"5460362";"C00993";"HMDB03459";NA;167;"KEGG";"C00993";"PUBCHEM";"5460362";TRUE;"direct";3;TRUE;FALSE;NA
"370";"168";"alanylglutamate";NA;"Peptide";"Dipeptide";"37064";"LC/MS Pos";"766";"219";"656476";NA;NA;NA;168;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"371";"169";"alanylglycine";NA;"Peptide";"Dipeptide";"37075";"GC/MS";"1412";"272.10000000000002";"6998028";NA;"HMDB06899";NA;169;"HMDB";"HMDB0006899";"PUBCHEM";"6998028";TRUE;"direct";2;TRUE;FALSE;NA
"372";"170";"alanylisoleucine";NA;"Peptide";"Dipeptide";"37118";"LC/MS Pos";"2011";"203.1";"7408079";NA;NA;NA;170;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"373";"171";"alanylleucine";NA;"Peptide";"Dipeptide";"37093";"LC/MS Pos";"2150";"203";"259583";NA;NA;NA;171;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"374";"173";"alanylphenylalanine";"3061-90-3";"Peptide";"Dipeptide";"38679";"LC/MS Pos";"2422";"237.2";"96814";NA;NA;NA;173;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"375";"174";"alanylthreonine";NA;"Peptide";"Dipeptide";"37085";"LC/MS Pos";"708";"191";"426318";NA;NA;NA;174;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"376";"175";"alanyltryptophan";"16305-75-2";"Peptide";"Dipeptide";"42073";"LC/MS Pos";"2630";"276.2";"85362";NA;NA;NA;175;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"377";"176";"alanyltyrosine";NA;"Peptide";"Dipeptide";"37098";"LC/MS Pos";"1713";"253";"572319";NA;NA;NA;176;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"378";"177";"alanylvaline";NA;"Peptide";"Dipeptide";"37084";"LC/MS Pos";"1513";"189";"137276";NA;NA;NA;177;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"379";"178";"allo-threonine";"28954-12-3";"Amino acid";"Glycine, serine and threonine metabolism";"15142";"GC/MS";"1417.8";"219";"99289";"C05519";"HMDB04041";NA;178;"HMDB";"HMDB0004041";"KEGG";"C05519";TRUE;"direct";3;TRUE;FALSE;NA
"380";"178";"allo-threonine";"28954-12-3";"Amino acid";"Glycine, serine and threonine metabolism";"15142";"GC/MS";"1417.8";"219";"99289";"C05519";"HMDB04041";NA;178;"HMDB";"HMDB0004041";"PUBCHEM";"99289";TRUE;"direct";3;TRUE;FALSE;NA
"381";"178";"allo-threonine";"28954-12-3";"Amino acid";"Glycine, serine and threonine metabolism";"15142";"GC/MS";"1417.8";"219";"99289";"C05519";"HMDB04041";NA;178;"KEGG";"C05519";"PUBCHEM";"99289";TRUE;"direct";3;TRUE;FALSE;NA
"382";"179";"alpha-glutamylglutamate";"3929-61-1";"Peptide";"Dipeptide";"22166";"LC/MS Pos";"857";"277.10000000000002";"439500";"C01425";NA;NA;179;"KEGG";"C01425";"PUBCHEM";"439500";TRUE;"direct";2;TRUE;FALSE;NA
"383";"180";"alpha-glutamyltryptophan";"38101-59-6";"Peptide";"Dipeptide";"40664";"LC/MS Pos";"2660";"334.1";"100094";NA;NA;NA;180;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"384";"181";"alpha-glutamyltyrosine";NA;"Peptide";"Dipeptide";"40033";"LC/MS Pos";"1810";"311.10000000000002";"351830";NA;NA;NA;181;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"385";"182";"alpha-hydroxyisovalerate";"600-37-3";"Amino acid";"Valine, leucine and isoleucine metabolism";"33937";"LC/MS Neg";"1142";"117.1";"99823";NA;"HMDB00407";NA;182;"HMDB";"HMDB0000407";"PUBCHEM";"99823";TRUE;"direct";2;TRUE;FALSE;NA
"386";"183";"alpha-tocopherol";"59-02-9, 10191-41-0";"Cofactors and vitamins";"Tocopherol metabolism";"1561";"GC/MS";"2305.4";"502.5";"14985";"C02477";"HMDB01893";NA;183;"HMDB";"HMDB0001893";"KEGG";"C02477";TRUE;"direct";3;TRUE;FALSE;NA
"387";"183";"alpha-tocopherol";"59-02-9, 10191-41-0";"Cofactors and vitamins";"Tocopherol metabolism";"1561";"GC/MS";"2305.4";"502.5";"14985";"C02477";"HMDB01893";NA;183;"HMDB";"HMDB0001893";"PUBCHEM";"14985";TRUE;"direct";3;TRUE;FALSE;NA
"388";"183";"alpha-tocopherol";"59-02-9, 10191-41-0";"Cofactors and vitamins";"Tocopherol metabolism";"1561";"GC/MS";"2305.4";"502.5";"14985";"C02477";"HMDB01893";NA;183;"KEGG";"C02477";"PUBCHEM";"14985";TRUE;"direct";3;TRUE;FALSE;NA
"389";"185";"anserine";"10030-52-1";"Peptide";"Dipeptide derivative";"15747";"LC/MS Neg";"1126";"239.2";"112072";"C01262";"HMDB00194";NA;185;"HMDB";"HMDB0000194";"KEGG";"C01262";TRUE;"direct";3;TRUE;FALSE;NA
"390";"185";"anserine";"10030-52-1";"Peptide";"Dipeptide derivative";"15747";"LC/MS Neg";"1126";"239.2";"112072";"C01262";"HMDB00194";NA;185;"HMDB";"HMDB0000194";"PUBCHEM";"112072";TRUE;"direct";3;TRUE;FALSE;NA
"391";"185";"anserine";"10030-52-1";"Peptide";"Dipeptide derivative";"15747";"LC/MS Neg";"1126";"239.2";"112072";"C01262";"HMDB00194";NA;185;"KEGG";"C01262";"PUBCHEM";"112072";TRUE;"direct";3;TRUE;FALSE;NA
"392";"187";"arabonate";"7643-75-7";"Cofactors and vitamins";"Ascorbate and aldarate metabolism";"37516";"GC/MS";"1736";"292.10000000000002";"122045";NA;"HMDB00539";NA;187;"HMDB";"HMDB0000539";"PUBCHEM";"122045";TRUE;"direct";2;TRUE;FALSE;NA
"393";"188";"arachidate (20:0)";"506-30-9";"Lipid";"Long chain fatty acid";"1118";"GC/MS";"2071.1999999999998";"369.3";"10467";"C06425";"HMDB02212";NA;188;"HMDB";"HMDB0002212";"KEGG";"C06425";TRUE;"direct";3;TRUE;FALSE;NA
"394";"188";"arachidate (20:0)";"506-30-9";"Lipid";"Long chain fatty acid";"1118";"GC/MS";"2071.1999999999998";"369.3";"10467";"C06425";"HMDB02212";NA;188;"HMDB";"HMDB0002212";"PUBCHEM";"10467";TRUE;"direct";3;TRUE;FALSE;NA
"395";"188";"arachidate (20:0)";"506-30-9";"Lipid";"Long chain fatty acid";"1118";"GC/MS";"2071.1999999999998";"369.3";"10467";"C06425";"HMDB02212";NA;188;"KEGG";"C06425";"PUBCHEM";"10467";TRUE;"direct";3;TRUE;FALSE;NA
"396";"189";"arachidonate (20:4n6)";"506-32-1";"Lipid";"Long chain fatty acid";"1110";"LC/MS Neg";"5525";"303.39999999999998";"444899";"C00219";"HMDB01043";NA;189;"HMDB";"HMDB0001043";"KEGG";"C00219";TRUE;"direct";3;TRUE;FALSE;NA
"397";"189";"arachidonate (20:4n6)";"506-32-1";"Lipid";"Long chain fatty acid";"1110";"LC/MS Neg";"5525";"303.39999999999998";"444899";"C00219";"HMDB01043";NA;189;"HMDB";"HMDB0001043";"PUBCHEM";"444899";TRUE;"direct";3;TRUE;FALSE;NA
"398";"189";"arachidonate (20:4n6)";"506-32-1";"Lipid";"Long chain fatty acid";"1110";"LC/MS Neg";"5525";"303.39999999999998";"444899";"C00219";"HMDB01043";NA;189;"KEGG";"C00219";"PUBCHEM";"444899";TRUE;"direct";3;TRUE;FALSE;NA
"399";"190";"arginine";"1119-34-2";"Amino acid";"Urea cycle, arginine-, proline-, metabolism";"1638";"LC/MS Neg";"728";"173.2";"6322, 1549073";"C00062";"HMDB00517";NA;190;"HMDB";"HMDB0000517";"KEGG";"C00062";TRUE;"direct";4;TRUE;FALSE;NA
"400";"190";"arginine";"1119-34-2";"Amino acid";"Urea cycle, arginine-, proline-, metabolism";"1638";"LC/MS Neg";"728";"173.2";"6322, 1549073";"C00062";"HMDB00517";NA;190;"HMDB";"HMDB0000517";"PUBCHEM";"6322";TRUE;"direct";4;TRUE;FALSE;NA
"401";"190";"arginine";"1119-34-2";"Amino acid";"Urea cycle, arginine-, proline-, metabolism";"1638";"LC/MS Neg";"728";"173.2";"6322, 1549073";"C00062";"HMDB00517";NA;190;"HMDB";"HMDB0000517";"PUBCHEM";"1549073";TRUE;"direct";4;TRUE;FALSE;NA
"402";"190";"arginine";"1119-34-2";"Amino acid";"Urea cycle, arginine-, proline-, metabolism";"1638";"LC/MS Neg";"728";"173.2";"6322, 1549073";"C00062";"HMDB00517";NA;190;"KEGG";"C00062";"PUBCHEM";"6322";TRUE;"direct";4;TRUE;FALSE;NA
"403";"190";"arginine";"1119-34-2";"Amino acid";"Urea cycle, arginine-, proline-, metabolism";"1638";"LC/MS Neg";"728";"173.2";"6322, 1549073";"C00062";"HMDB00517";NA;190;"KEGG";"C00062";"PUBCHEM";"1549073";TRUE;"direct";4;TRUE;FALSE;NA
"404";"190";"arginine";"1119-34-2";"Amino acid";"Urea cycle, arginine-, proline-, metabolism";"1638";"LC/MS Neg";"728";"173.2";"6322, 1549073";"C00062";"HMDB00517";NA;190;"PUBCHEM";"6322";"PUBCHEM";"1549073";TRUE;"secondary";4;TRUE;FALSE;NA
"405";"192";"arginylleucine";"1188-24-5";"Peptide";"Dipeptide";"39995";"LC/MS Pos";"1620";"288.3";"6992563";NA;NA;NA;192;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"406";"193";"arginylmethionine";NA;"Peptide";"Dipeptide";"41458";"LC/MS Pos";"1151";"306.2";"9815009";NA;NA;NA;193;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"407";"194";"arginylphenylalanine";"2047-13-4";"Peptide";"Dipeptide";"41485";"LC/MS Pos";"1795";"322.2";"150964";NA;NA;NA;194;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"408";"195";"arginyltyrosine";"74863-12-0";"Peptide";"Dipeptide";"41376";"LC/MS Pos";"1376.6";"338.2";NA;NA;NA;NA;195;NA;NA;NA;NA;NA;"no_match";0;TRUE;FALSE;NA
"409";"196";"arginylvaline";"2896-20-0";"Peptide";"Dipeptide";"41395";"LC/MS Pos";"944.9";"274.2";"6992654";NA;NA;NA;196;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"410";"198";"asparagine";"70-47-3";"Amino acid";"Alanine and aspartate metabolism";"11398";"GC/MS";"1651.2";"231";"6267";"C00152";"HMDB00168";NA;198;"HMDB";"HMDB0000168";"KEGG";"C00152";TRUE;"direct";3;TRUE;FALSE;NA
"411";"198";"asparagine";"70-47-3";"Amino acid";"Alanine and aspartate metabolism";"11398";"GC/MS";"1651.2";"231";"6267";"C00152";"HMDB00168";NA;198;"HMDB";"HMDB0000168";"PUBCHEM";"6267";TRUE;"direct";3;TRUE;FALSE;NA
"412";"198";"asparagine";"70-47-3";"Amino acid";"Alanine and aspartate metabolism";"11398";"GC/MS";"1651.2";"231";"6267";"C00152";"HMDB00168";NA;198;"KEGG";"C00152";"PUBCHEM";"6267";TRUE;"direct";3;TRUE;FALSE;NA
"413";"199";"aspartate";"56-84-8";"Amino acid";"Alanine and aspartate metabolism";"15996";"GC/MS";"1529.7";"232";"5960";"C00049";"HMDB00191";NA;199;"HMDB";"HMDB0000191";"KEGG";"C00049";TRUE;"direct";3;TRUE;FALSE;NA
"414";"199";"aspartate";"56-84-8";"Amino acid";"Alanine and aspartate metabolism";"15996";"GC/MS";"1529.7";"232";"5960";"C00049";"HMDB00191";NA;199;"HMDB";"HMDB0000191";"PUBCHEM";"5960";TRUE;"direct";3;TRUE;FALSE;NA
"415";"199";"aspartate";"56-84-8";"Amino acid";"Alanine and aspartate metabolism";"15996";"GC/MS";"1529.7";"232";"5960";"C00049";"HMDB00191";NA;199;"KEGG";"C00049";"PUBCHEM";"5960";TRUE;"direct";3;TRUE;FALSE;NA
"416";"200";"aspartate-glutamate";"6157-06-8";"Peptide";"Dipeptide";"37461";"LC/MS Pos";"819";"263.2";"4130574";NA;NA;NA;200;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"417";"201";"aspartylleucine";"3062-14-4";"Peptide";"Dipeptide";"40068";"LC/MS Pos";"2310";"247.2";"332962";NA;NA;NA;201;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"418";"202";"aspartylphenylalanine";"13433-09-5";"Peptide";"Dipeptide";"22175";"LC/MS Pos";"2538";"281.10000000000002";"93078";NA;"HMDB00706";NA;202;"HMDB";"HMDB0000706";"PUBCHEM";"93078";TRUE;"direct";2;TRUE;FALSE;NA
"419";"203";"aspartyltryptophan";"71835-79-5";"Peptide";"Dipeptide";"41481";"LC/MS Pos";"2717";"320.2";"9948926";NA;NA;NA;203;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"420";"204";"aspartylvaline";"13433-04-0";"Peptide";"Dipeptide";"41373";"LC/MS Neg";"749.4";"231.1";"4991131";NA;NA;NA;204;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"421";"205";"atenolol";"29122-68-7";"Xenobiotics";"Drug";"38658";"LC/MS Pos";"1988";"267.2";"2249";"D00235";"HMDB01924";NA;205;"HMDB";"HMDB0001924";"PUBCHEM";"2249";TRUE;"direct";2;TRUE;FALSE;NA
"422";"206";"azelate (nonanedioate)";"123-99-9";"Lipid";"Fatty acid, dicarboxylate";"18362";"LC/MS Neg";"1322";"187.2";"2266";"C08261";"HMDB00784";NA;206;"HMDB";"HMDB0000784";"KEGG";"C08261";TRUE;"direct";3;TRUE;FALSE;NA
"423";"206";"azelate (nonanedioate)";"123-99-9";"Lipid";"Fatty acid, dicarboxylate";"18362";"LC/MS Neg";"1322";"187.2";"2266";"C08261";"HMDB00784";NA;206;"HMDB";"HMDB0000784";"PUBCHEM";"2266";TRUE;"direct";3;TRUE;FALSE;NA
"424";"206";"azelate (nonanedioate)";"123-99-9";"Lipid";"Fatty acid, dicarboxylate";"18362";"LC/MS Neg";"1322";"187.2";"2266";"C08261";"HMDB00784";NA;206;"KEGG";"C08261";"PUBCHEM";"2266";TRUE;"direct";3;TRUE;FALSE;NA
"425";"208";"beta-alanine";"56-41-7, 107-95-9";"Amino acid";"Alanine and aspartate metabolism";"55";"GC/MS";"1451.8";"174";"239";"C00099";"HMDB00056";NA;208;"HMDB";"HMDB0000056";"KEGG";"C00099";TRUE;"direct";3;TRUE;FALSE;NA
"426";"208";"beta-alanine";"56-41-7, 107-95-9";"Amino acid";"Alanine and aspartate metabolism";"55";"GC/MS";"1451.8";"174";"239";"C00099";"HMDB00056";NA;208;"HMDB";"HMDB0000056";"PUBCHEM";"239";TRUE;"direct";3;TRUE;FALSE;NA
"427";"208";"beta-alanine";"56-41-7, 107-95-9";"Amino acid";"Alanine and aspartate metabolism";"55";"GC/MS";"1451.8";"174";"239";"C00099";"HMDB00056";NA;208;"KEGG";"C00099";"PUBCHEM";"239";TRUE;"direct";3;TRUE;FALSE;NA
"428";"209";"beta-hydroxypyruvate";"3369-79-7";"Amino acid";"Glycine, serine and threonine metabolism";"15686";"GC/MS";"1425.1";"221";"964";"C00168";"HMDB01352";NA;209;"HMDB";"HMDB0001352";"KEGG";"C00168";TRUE;"direct";3;TRUE;FALSE;NA
