"";"original_row_id";"Metabolite";"CAS";"SUPER_PATHWAY";"SUB_PATHWAY";"COMP_ID";"PLATFORM";"RI";"MASS";"PUBCHEM";"KEGG";"HMDB";"CHEBI";"row_id";"seed1_type";"seed1_id";"seed2_type";"seed2_id";"pair_compatible";"compatibility_path";"n_seed_ids";"all_seed_ids_compatible";"manual_correction";"correction_tbl"
"572";"285";"gluconate";"527-07-1";"Carbohydrate";"Nucleotide sugars, pentose metabolism";"587";"GC/MS";"1879.4";"333";"10690";"C00257";"HMDB00625";NA;285;"HMDB";"HMDB0000625";"PUBCHEM";"10690";TRUE;"direct";3;TRUE;FALSE;NA
"573";"285";"gluconate";"527-07-1";"Carbohydrate";"Nucleotide sugars, pentose metabolism";"587";"GC/MS";"1879.4";"333";"10690";"C00257";"HMDB00625";NA;285;"KEGG";"C00257";"PUBCHEM";"10690";TRUE;"direct";3;TRUE;FALSE;NA
"574";"287";"glucose 1-phosphate";"56401-20-8";"Carbohydrate";"Glycolysis, gluconeogenesis, pyruvate metabolism";"15561";"GC/MS";"2017";"299.10000000000002";"65533";"C00103";"HMDB01586";NA;287;"HMDB";"HMDB0001586";"KEGG";"C00103";TRUE;"direct";3;TRUE;FALSE;NA
"575";"287";"glucose 1-phosphate";"56401-20-8";"Carbohydrate";"Glycolysis, gluconeogenesis, pyruvate metabolism";"15561";"GC/MS";"2017";"299.10000000000002";"65533";"C00103";"HMDB01586";NA;287;"HMDB";"HMDB0001586";"PUBCHEM";"65533";TRUE;"direct";3;TRUE;FALSE;NA
"576";"287";"glucose 1-phosphate";"56401-20-8";"Carbohydrate";"Glycolysis, gluconeogenesis, pyruvate metabolism";"15561";"GC/MS";"2017";"299.10000000000002";"65533";"C00103";"HMDB01586";NA;287;"KEGG";"C00103";"PUBCHEM";"65533";TRUE;"direct";3;TRUE;FALSE;NA
"577";"289";"glucuronate";"207300-70-7";"Carbohydrate";"Glycolysis, gluconeogenesis, pyruvate metabolism";"15443";"GC/MS";"1886.5";"217";"444791";"C00191";"HMDB00127";NA;289;"HMDB";"HMDB0000127";"KEGG";"C00191";TRUE;"direct";3;TRUE;FALSE;NA
"578";"289";"glucuronate";"207300-70-7";"Carbohydrate";"Glycolysis, gluconeogenesis, pyruvate metabolism";"15443";"GC/MS";"1886.5";"217";"444791";"C00191";"HMDB00127";NA;289;"HMDB";"HMDB0000127";"PUBCHEM";"444791";TRUE;"direct";3;TRUE;FALSE;NA
"579";"289";"glucuronate";"207300-70-7";"Carbohydrate";"Glycolysis, gluconeogenesis, pyruvate metabolism";"15443";"GC/MS";"1886.5";"217";"444791";"C00191";"HMDB00127";NA;289;"KEGG";"C00191";"PUBCHEM";"444791";TRUE;"direct";3;TRUE;FALSE;NA
"580";"291";"glutamate, gamma-methyl ester";"1499-55-4";"Amino acid";"Glutamate metabolism";"33487";"LC/MS Pos";"1062";"162.1";"68662";NA;NA;NA;291;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"581";"292";"glutamine";"56-85-9";"Amino acid";"Glutamate metabolism";"53";"LC/MS Pos";"684";"147.19999999999999";"5961";"C00064";"HMDB00641";NA;292;"HMDB";"HMDB0000641";"KEGG";"C00064";TRUE;"direct";3;TRUE;FALSE;NA
"582";"292";"glutamine";"56-85-9";"Amino acid";"Glutamate metabolism";"53";"LC/MS Pos";"684";"147.19999999999999";"5961";"C00064";"HMDB00641";NA;292;"HMDB";"HMDB0000641";"PUBCHEM";"5961";TRUE;"direct";3;TRUE;FALSE;NA
"583";"292";"glutamine";"56-85-9";"Amino acid";"Glutamate metabolism";"53";"LC/MS Pos";"684";"147.19999999999999";"5961";"C00064";"HMDB00641";NA;292;"KEGG";"C00064";"PUBCHEM";"5961";TRUE;"direct";3;TRUE;FALSE;NA
"584";"293";"glutarate (pentanedioate)";"110-94-1";"Amino acid";"Lysine metabolism";"396";"GC/MS";"1433.6";"261";"743";"C00489";"HMDB00661";NA;293;"HMDB";"HMDB0000661";"KEGG";"C00489";TRUE;"direct";3;TRUE;FALSE;NA
"585";"293";"glutarate (pentanedioate)";"110-94-1";"Amino acid";"Lysine metabolism";"396";"GC/MS";"1433.6";"261";"743";"C00489";"HMDB00661";NA;293;"HMDB";"HMDB0000661";"PUBCHEM";"743";TRUE;"direct";3;TRUE;FALSE;NA
"586";"293";"glutarate (pentanedioate)";"110-94-1";"Amino acid";"Lysine metabolism";"396";"GC/MS";"1433.6";"261";"743";"C00489";"HMDB00661";NA;293;"KEGG";"C00489";"PUBCHEM";"743";TRUE;"direct";3;TRUE;FALSE;NA
"587";"294";"glutaroyl carnitine";"102636-82-8";"Amino acid";"Lysine metabolism";"35439";"LC/MS Pos";"1565";"276.10000000000002";NA;NA;"HMDB13130";NA;294;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"588";"295";"glutathione, oxidized (GSSG)";"103239-24-3";"Amino acid";"Glutathione metabolism";"27727";"LC/MS Pos";"1535";"613.1";"53477713, 65359, 11215652, 11767258";"C00127";"HMDB03337";NA;295;"HMDB";"HMDB0003337";"KEGG";"C00127";TRUE;"direct";6;TRUE;FALSE;NA
"589";"295";"glutathione, oxidized (GSSG)";"103239-24-3";"Amino acid";"Glutathione metabolism";"27727";"LC/MS Pos";"1535";"613.1";"53477713, 65359, 11215652, 11767258";"C00127";"HMDB03337";NA;295;"HMDB";"HMDB0003337";"PUBCHEM";"53477713";TRUE;"direct";6;TRUE;FALSE;NA
"590";"295";"glutathione, oxidized (GSSG)";"103239-24-3";"Amino acid";"Glutathione metabolism";"27727";"LC/MS Pos";"1535";"613.1";"53477713, 65359, 11215652, 11767258";"C00127";"HMDB03337";NA;295;"HMDB";"HMDB0003337";"PUBCHEM";"65359";TRUE;"direct";6;TRUE;FALSE;NA
"591";"295";"glutathione, oxidized (GSSG)";"103239-24-3";"Amino acid";"Glutathione metabolism";"27727";"LC/MS Pos";"1535";"613.1";"53477713, 65359, 11215652, 11767258";"C00127";"HMDB03337";NA;295;"HMDB";"HMDB0003337";"PUBCHEM";"11215652";TRUE;"direct";6;TRUE;FALSE;NA
"592";"295";"glutathione, oxidized (GSSG)";"103239-24-3";"Amino acid";"Glutathione metabolism";"27727";"LC/MS Pos";"1535";"613.1";"53477713, 65359, 11215652, 11767258";"C00127";"HMDB03337";NA;295;"HMDB";"HMDB0003337";"PUBCHEM";"11767258";TRUE;"direct";6;TRUE;FALSE;NA
"593";"295";"glutathione, oxidized (GSSG)";"103239-24-3";"Amino acid";"Glutathione metabolism";"27727";"LC/MS Pos";"1535";"613.1";"53477713, 65359, 11215652, 11767258";"C00127";"HMDB03337";NA;295;"KEGG";"C00127";"PUBCHEM";"53477713";TRUE;"direct";6;TRUE;FALSE;NA
"594";"295";"glutathione, oxidized (GSSG)";"103239-24-3";"Amino acid";"Glutathione metabolism";"27727";"LC/MS Pos";"1535";"613.1";"53477713, 65359, 11215652, 11767258";"C00127";"HMDB03337";NA;295;"KEGG";"C00127";"PUBCHEM";"65359";TRUE;"direct";6;TRUE;FALSE;NA
"595";"295";"glutathione, oxidized (GSSG)";"103239-24-3";"Amino acid";"Glutathione metabolism";"27727";"LC/MS Pos";"1535";"613.1";"53477713, 65359, 11215652, 11767258";"C00127";"HMDB03337";NA;295;"KEGG";"C00127";"PUBCHEM";"11215652";TRUE;"direct";6;TRUE;FALSE;NA
"596";"295";"glutathione, oxidized (GSSG)";"103239-24-3";"Amino acid";"Glutathione metabolism";"27727";"LC/MS Pos";"1535";"613.1";"53477713, 65359, 11215652, 11767258";"C00127";"HMDB03337";NA;295;"KEGG";"C00127";"PUBCHEM";"11767258";TRUE;"direct";6;TRUE;FALSE;NA
"597";"295";"glutathione, oxidized (GSSG)";"103239-24-3";"Amino acid";"Glutathione metabolism";"27727";"LC/MS Pos";"1535";"613.1";"53477713, 65359, 11215652, 11767258";"C00127";"HMDB03337";NA;295;"PUBCHEM";"53477713";"PUBCHEM";"65359";TRUE;"secondary";6;TRUE;FALSE;NA
"598";"295";"glutathione, oxidized (GSSG)";"103239-24-3";"Amino acid";"Glutathione metabolism";"27727";"LC/MS Pos";"1535";"613.1";"53477713, 65359, 11215652, 11767258";"C00127";"HMDB03337";NA;295;"PUBCHEM";"53477713";"PUBCHEM";"11215652";TRUE;"secondary";6;TRUE;FALSE;NA
"599";"295";"glutathione, oxidized (GSSG)";"103239-24-3";"Amino acid";"Glutathione metabolism";"27727";"LC/MS Pos";"1535";"613.1";"53477713, 65359, 11215652, 11767258";"C00127";"HMDB03337";NA;295;"PUBCHEM";"53477713";"PUBCHEM";"11767258";TRUE;"secondary";6;TRUE;FALSE;NA
"600";"295";"glutathione, oxidized (GSSG)";"103239-24-3";"Amino acid";"Glutathione metabolism";"27727";"LC/MS Pos";"1535";"613.1";"53477713, 65359, 11215652, 11767258";"C00127";"HMDB03337";NA;295;"PUBCHEM";"65359";"PUBCHEM";"11215652";TRUE;"secondary";6;TRUE;FALSE;NA
"601";"295";"glutathione, oxidized (GSSG)";"103239-24-3";"Amino acid";"Glutathione metabolism";"27727";"LC/MS Pos";"1535";"613.1";"53477713, 65359, 11215652, 11767258";"C00127";"HMDB03337";NA;295;"PUBCHEM";"65359";"PUBCHEM";"11767258";TRUE;"secondary";6;TRUE;FALSE;NA
"602";"295";"glutathione, oxidized (GSSG)";"103239-24-3";"Amino acid";"Glutathione metabolism";"27727";"LC/MS Pos";"1535";"613.1";"53477713, 65359, 11215652, 11767258";"C00127";"HMDB03337";NA;295;"PUBCHEM";"11215652";"PUBCHEM";"11767258";TRUE;"secondary";6;TRUE;FALSE;NA
"603";"296";"glutathione, reduced (GSH)";"70-18-8";"Amino acid";"Glutathione metabolism";"2127";"LC/MS Pos";"1274";"308.10000000000002";"124886";"C00051";"HMDB00125";NA;296;"HMDB";"HMDB0000125";"KEGG";"C00051";TRUE;"direct";3;TRUE;FALSE;NA
"604";"296";"glutathione, reduced (GSH)";"70-18-8";"Amino acid";"Glutathione metabolism";"2127";"LC/MS Pos";"1274";"308.10000000000002";"124886";"C00051";"HMDB00125";NA;296;"HMDB";"HMDB0000125";"PUBCHEM";"124886";TRUE;"direct";3;TRUE;FALSE;NA
"605";"296";"glutathione, reduced (GSH)";"70-18-8";"Amino acid";"Glutathione metabolism";"2127";"LC/MS Pos";"1274";"308.10000000000002";"124886";"C00051";"HMDB00125";NA;296;"KEGG";"C00051";"PUBCHEM";"124886";TRUE;"direct";3;TRUE;FALSE;NA
"606";"297";"glycerate";"600-19-1";"Carbohydrate";"Glycolysis, gluconeogenesis, pyruvate metabolism";"1572";"GC/MS";"1360.7";"189";"439194, 5460358";"C00258";"HMDB00139";NA;297;"HMDB";"HMDB0000139";"KEGG";"C00258";TRUE;"direct";4;TRUE;FALSE;NA
"607";"297";"glycerate";"600-19-1";"Carbohydrate";"Glycolysis, gluconeogenesis, pyruvate metabolism";"1572";"GC/MS";"1360.7";"189";"439194, 5460358";"C00258";"HMDB00139";NA;297;"HMDB";"HMDB0000139";"PUBCHEM";"439194";TRUE;"direct";4;TRUE;FALSE;NA
"608";"297";"glycerate";"600-19-1";"Carbohydrate";"Glycolysis, gluconeogenesis, pyruvate metabolism";"1572";"GC/MS";"1360.7";"189";"439194, 5460358";"C00258";"HMDB00139";NA;297;"HMDB";"HMDB0000139";"PUBCHEM";"5460358";TRUE;"direct";4;TRUE;FALSE;NA
"609";"297";"glycerate";"600-19-1";"Carbohydrate";"Glycolysis, gluconeogenesis, pyruvate metabolism";"1572";"GC/MS";"1360.7";"189";"439194, 5460358";"C00258";"HMDB00139";NA;297;"KEGG";"C00258";"PUBCHEM";"439194";TRUE;"direct";4;TRUE;FALSE;NA
"610";"297";"glycerate";"600-19-1";"Carbohydrate";"Glycolysis, gluconeogenesis, pyruvate metabolism";"1572";"GC/MS";"1360.7";"189";"439194, 5460358";"C00258";"HMDB00139";NA;297;"KEGG";"C00258";"PUBCHEM";"5460358";TRUE;"direct";4;TRUE;FALSE;NA
"611";"297";"glycerate";"600-19-1";"Carbohydrate";"Glycolysis, gluconeogenesis, pyruvate metabolism";"1572";"GC/MS";"1360.7";"189";"439194, 5460358";"C00258";"HMDB00139";NA;297;"PUBCHEM";"439194";"PUBCHEM";"5460358";TRUE;"secondary";4;TRUE;FALSE;NA
"612";"298";"glycerol";"56-81-5";"Lipid";"Glycerolipid metabolism";"15122";"GC/MS";"1311";"205";"753";"C00116";"HMDB00131";NA;298;"HMDB";"HMDB0000131";"KEGG";"C00116";TRUE;"direct";3;TRUE;FALSE;NA
"613";"298";"glycerol";"56-81-5";"Lipid";"Glycerolipid metabolism";"15122";"GC/MS";"1311";"205";"753";"C00116";"HMDB00131";NA;298;"HMDB";"HMDB0000131";"PUBCHEM";"753";TRUE;"direct";3;TRUE;FALSE;NA
"614";"298";"glycerol";"56-81-5";"Lipid";"Glycerolipid metabolism";"15122";"GC/MS";"1311";"205";"753";"C00116";"HMDB00131";NA;298;"KEGG";"C00116";"PUBCHEM";"753";TRUE;"direct";3;TRUE;FALSE;NA
"615";"299";"glycerol 2-phosphate";"819-83-0";"Xenobiotics";"Chemical";"27728";"GC/MS";"1691.8";"243";"2526";"C02979";"HMDB02520";NA;299;"HMDB";"HMDB0002520";"KEGG";"C02979";TRUE;"direct";3;TRUE;FALSE;NA
"616";"299";"glycerol 2-phosphate";"819-83-0";"Xenobiotics";"Chemical";"27728";"GC/MS";"1691.8";"243";"2526";"C02979";"HMDB02520";NA;299;"HMDB";"HMDB0002520";"PUBCHEM";"2526";TRUE;"direct";3;TRUE;FALSE;NA
"617";"299";"glycerol 2-phosphate";"819-83-0";"Xenobiotics";"Chemical";"27728";"GC/MS";"1691.8";"243";"2526";"C02979";"HMDB02520";NA;299;"KEGG";"C02979";"PUBCHEM";"2526";TRUE;"direct";3;TRUE;FALSE;NA
"618";"301";"glycerophosphoethanolamine";"33049-08-0";"Lipid";"Glycerolipid metabolism";"37455";"GC/MS";"1906";"357.1";"123874";"C01233";"HMDB00114";NA;301;"HMDB";"HMDB0000114";"KEGG";"C01233";TRUE;"direct";3;TRUE;FALSE;NA
"619";"301";"glycerophosphoethanolamine";"33049-08-0";"Lipid";"Glycerolipid metabolism";"37455";"GC/MS";"1906";"357.1";"123874";"C01233";"HMDB00114";NA;301;"HMDB";"HMDB0000114";"PUBCHEM";"123874";TRUE;"direct";3;TRUE;FALSE;NA
"620";"301";"glycerophosphoethanolamine";"33049-08-0";"Lipid";"Glycerolipid metabolism";"37455";"GC/MS";"1906";"357.1";"123874";"C01233";"HMDB00114";NA;301;"KEGG";"C01233";"PUBCHEM";"123874";TRUE;"direct";3;TRUE;FALSE;NA
"621";"302";"glycerophosphorylcholine (GPC)";"28319-77-9";"Lipid";"Glycerolipid metabolism";"15990";"LC/MS Pos";"694";"258.10000000000002";"657272";"C00670";"HMDB00086";NA;302;"HMDB";"HMDB0000086";"KEGG";"C00670";TRUE;"direct";3;TRUE;FALSE;NA
"622";"302";"glycerophosphorylcholine (GPC)";"28319-77-9";"Lipid";"Glycerolipid metabolism";"15990";"LC/MS Pos";"694";"258.10000000000002";"657272";"C00670";"HMDB00086";NA;302;"HMDB";"HMDB0000086";"PUBCHEM";"657272";TRUE;"direct";3;TRUE;FALSE;NA
"623";"302";"glycerophosphorylcholine (GPC)";"28319-77-9";"Lipid";"Glycerolipid metabolism";"15990";"LC/MS Pos";"694";"258.10000000000002";"657272";"C00670";"HMDB00086";NA;302;"KEGG";"C00670";"PUBCHEM";"657272";TRUE;"direct";3;TRUE;FALSE;NA
"624";"303";"glycine";"56-40-6";"Amino acid";"Glycine, serine and threonine metabolism";"11777";"GC/MS";"1166";"101.9";"750";"C00037";"HMDB00123";NA;303;"HMDB";"HMDB0000123";"KEGG";"C00037";TRUE;"direct";3;TRUE;FALSE;NA
"625";"303";"glycine";"56-40-6";"Amino acid";"Glycine, serine and threonine metabolism";"11777";"GC/MS";"1166";"101.9";"750";"C00037";"HMDB00123";NA;303;"HMDB";"HMDB0000123";"PUBCHEM";"750";TRUE;"direct";3;TRUE;FALSE;NA
"626";"303";"glycine";"56-40-6";"Amino acid";"Glycine, serine and threonine metabolism";"11777";"GC/MS";"1166";"101.9";"750";"C00037";"HMDB00123";NA;303;"KEGG";"C00037";"PUBCHEM";"750";TRUE;"direct";3;TRUE;FALSE;NA
"627";"304";"glycocholenate sulfate*";NA;"Lipid";"Bile acid metabolism";"32599";"LC/MS Neg";"4763";"254.8";NA;NA;NA;NA;304;NA;NA;NA;NA;NA;"no_match";0;TRUE;FALSE;NA
"628";"306";"glycolithocholate sulfate*";NA;"Lipid";"Bile acid metabolism";"32620";"LC/MS Neg";"5015";"512.29999999999995";"72222";"C11301";"HMDB02639";NA;306;"HMDB";"HMDB0002639";"KEGG";"C11301";TRUE;"direct";3;TRUE;FALSE;NA
"629";"306";"glycolithocholate sulfate*";NA;"Lipid";"Bile acid metabolism";"32620";"LC/MS Neg";"5015";"512.29999999999995";"72222";"C11301";"HMDB02639";NA;306;"HMDB";"HMDB0002639";"PUBCHEM";"72222";TRUE;"direct";3;TRUE;FALSE;NA
"630";"306";"glycolithocholate sulfate*";NA;"Lipid";"Bile acid metabolism";"32620";"LC/MS Neg";"5015";"512.29999999999995";"72222";"C11301";"HMDB02639";NA;306;"KEGG";"C11301";"PUBCHEM";"72222";TRUE;"direct";3;TRUE;FALSE;NA
"631";"307";"glycylglycine";"556-50-3";"Peptide";"Dipeptide";"21029";"GC/MS";"1757.9";"174";"11163";"C02037";"HMDB11733";NA;307;"HMDB";"HMDB0011733";"KEGG";"C02037";TRUE;"direct";3;TRUE;FALSE;NA
"632";"307";"glycylglycine";"556-50-3";"Peptide";"Dipeptide";"21029";"GC/MS";"1757.9";"174";"11163";"C02037";"HMDB11733";NA;307;"HMDB";"HMDB0011733";"PUBCHEM";"11163";TRUE;"direct";3;TRUE;FALSE;NA
"633";"307";"glycylglycine";"556-50-3";"Peptide";"Dipeptide";"21029";"GC/MS";"1757.9";"174";"11163";"C02037";"HMDB11733";NA;307;"KEGG";"C02037";"PUBCHEM";"11163";TRUE;"direct";3;TRUE;FALSE;NA
"634";"308";"glycylisoleucine";"19461-38-2";"Peptide";"Dipeptide";"36659";"LC/MS Pos";"2080";"189.1";NA;NA;NA;NA;308;NA;NA;NA;NA;NA;"no_match";0;TRUE;FALSE;NA
"635";"309";"glycylleucine";"869-19-2";"Peptide";"Dipeptide";"34398";"LC/MS Pos";"2236";"189.1";"92843";"C02155";"HMDB00759";NA;309;"HMDB";"HMDB0000759";"KEGG";"C02155";TRUE;"direct";3;TRUE;FALSE;NA
"636";"309";"glycylleucine";"869-19-2";"Peptide";"Dipeptide";"34398";"LC/MS Pos";"2236";"189.1";"92843";"C02155";"HMDB00759";NA;309;"HMDB";"HMDB0000759";"PUBCHEM";"92843";TRUE;"direct";3;TRUE;FALSE;NA
"637";"309";"glycylleucine";"869-19-2";"Peptide";"Dipeptide";"34398";"LC/MS Pos";"2236";"189.1";"92843";"C02155";"HMDB00759";NA;309;"KEGG";"C02155";"PUBCHEM";"92843";TRUE;"direct";3;TRUE;FALSE;NA
"638";"310";"glycyllysine";"31461-63-9";"Peptide";"Dipeptide";"41529";"GC/MS";"2088.3000000000002";"174.1";"306144";NA;NA;NA;310;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"639";"311";"glycylmethionine";"554-94-9";"Peptide";"Dipeptide";"42012";"LC/MS Pos";"1593";"207.1";"96757";NA;NA;NA;311;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"640";"313";"glycylproline";"704-15-4";"Peptide";"Dipeptide";"22171";"LC/MS Pos";"1115";"173.1";"3013625";NA;"HMDB00721";NA;313;"HMDB";"HMDB0000721";"PUBCHEM";"3013625";TRUE;"direct";2;TRUE;FALSE;NA
"641";"314";"glycylthreonine";"7093-70-1";"Peptide";"Dipeptide";"42050";"GC/MS";"1911.1";"174.1";"351980";NA;NA;NA;314;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"642";"316";"glycyltyrosine";"658-79-7";"Peptide";"Dipeptide";"33958";"LC/MS Pos";"1728";"239.1";"92829";NA;NA;NA;316;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"643";"317";"glycylvaline";"1963-21-9";"Peptide";"Dipeptide";"18357";"LC/MS Pos";"1572";"175.1";"2724807";NA;NA;NA;317;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"644";"318";"guanidinoacetate";"352-97-6";"Amino acid";"Guanidino and acetamido metabolism";"12359";"GC/MS";"1696.6";"172";"763";"C00581";"HMDB00128";NA;318;"HMDB";"HMDB0000128";"KEGG";"C00581";TRUE;"direct";3;TRUE;FALSE;NA
"645";"318";"guanidinoacetate";"352-97-6";"Amino acid";"Guanidino and acetamido metabolism";"12359";"GC/MS";"1696.6";"172";"763";"C00581";"HMDB00128";NA;318;"HMDB";"HMDB0000128";"PUBCHEM";"763";TRUE;"direct";3;TRUE;FALSE;NA
"646";"318";"guanidinoacetate";"352-97-6";"Amino acid";"Guanidino and acetamido metabolism";"12359";"GC/MS";"1696.6";"172";"763";"C00581";"HMDB00128";NA;318;"KEGG";"C00581";"PUBCHEM";"763";TRUE;"direct";3;TRUE;FALSE;NA
"647";"319";"guanine";"73-40-5";"Nucleotide";"Purine metabolism, guanine containing";"418";"GC/MS";"1942.3";"352.1";"764";"C00242";"HMDB00132";NA;319;"HMDB";"HMDB0000132";"KEGG";"C00242";TRUE;"direct";3;TRUE;FALSE;NA
"648";"319";"guanine";"73-40-5";"Nucleotide";"Purine metabolism, guanine containing";"418";"GC/MS";"1942.3";"352.1";"764";"C00242";"HMDB00132";NA;319;"HMDB";"HMDB0000132";"PUBCHEM";"764";TRUE;"direct";3;TRUE;FALSE;NA
"649";"319";"guanine";"73-40-5";"Nucleotide";"Purine metabolism, guanine containing";"418";"GC/MS";"1942.3";"352.1";"764";"C00242";"HMDB00132";NA;319;"KEGG";"C00242";"PUBCHEM";"764";TRUE;"direct";3;TRUE;FALSE;NA
"650";"320";"guanosine";"118-00-3";"Nucleotide";"Purine metabolism, guanine containing";"1573";"LC/MS Neg";"1675";"282.10000000000002";"6802";"C00387";"HMDB00133";NA;320;"HMDB";"HMDB0000133";"KEGG";"C00387";TRUE;"direct";3;TRUE;FALSE;NA
"651";"320";"guanosine";"118-00-3";"Nucleotide";"Purine metabolism, guanine containing";"1573";"LC/MS Neg";"1675";"282.10000000000002";"6802";"C00387";"HMDB00133";NA;320;"HMDB";"HMDB0000133";"PUBCHEM";"6802";TRUE;"direct";3;TRUE;FALSE;NA
"652";"320";"guanosine";"118-00-3";"Nucleotide";"Purine metabolism, guanine containing";"1573";"LC/MS Neg";"1675";"282.10000000000002";"6802";"C00387";"HMDB00133";NA;320;"KEGG";"C00387";"PUBCHEM";"6802";TRUE;"direct";3;TRUE;FALSE;NA
"653";"321";"guanosine 5'- monophosphate (5'-GMP)";"5550-12-9";"Nucleotide";"Purine metabolism, guanine containing";"2849";"LC/MS Pos";"1300";"364";"135414246";NA;NA;NA;321;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"654";"323";"heme";"14875-96-8";"Cofactors and vitamins";"Hemoglobin and porphyrin metabolism";"41754";"LC/MS Pos";"5057";"616.20000000000005";NA;NA;NA;NA;323;NA;NA;NA;NA;NA;"no_match";0;TRUE;FALSE;NA
"655";"325";"hippurate";"495-69-2";"Xenobiotics";"Benzoate metabolism";"15753";"LC/MS Neg";"2136";"178.1";"464";"C01586";"HMDB00714";NA;325;"HMDB";"HMDB0000714";"KEGG";"C01586";TRUE;"direct";3;TRUE;FALSE;NA
"656";"325";"hippurate";"495-69-2";"Xenobiotics";"Benzoate metabolism";"15753";"LC/MS Neg";"2136";"178.1";"464";"C01586";"HMDB00714";NA;325;"HMDB";"HMDB0000714";"PUBCHEM";"464";TRUE;"direct";3;TRUE;FALSE;NA
"657";"325";"hippurate";"495-69-2";"Xenobiotics";"Benzoate metabolism";"15753";"LC/MS Neg";"2136";"178.1";"464";"C01586";"HMDB00714";NA;325;"KEGG";"C01586";"PUBCHEM";"464";TRUE;"direct";3;TRUE;FALSE;NA
"658";"326";"histamine";"51-45-6";"Amino acid";"Histidine metabolism";"1574";"GC/MS";"1808";"174.1";"774";"C00388";"HMDB00870";NA;326;"HMDB";"HMDB0000870";"KEGG";"C00388";TRUE;"direct";3;TRUE;FALSE;NA
"659";"326";"histamine";"51-45-6";"Amino acid";"Histidine metabolism";"1574";"GC/MS";"1808";"174.1";"774";"C00388";"HMDB00870";NA;326;"HMDB";"HMDB0000870";"PUBCHEM";"774";TRUE;"direct";3;TRUE;FALSE;NA
"660";"326";"histamine";"51-45-6";"Amino acid";"Histidine metabolism";"1574";"GC/MS";"1808";"174.1";"774";"C00388";"HMDB00870";NA;326;"KEGG";"C00388";"PUBCHEM";"774";TRUE;"direct";3;TRUE;FALSE;NA
"661";"327";"histidine";"5934-29-2";"Amino acid";"Histidine metabolism";"59";"LC/MS Neg";"757";"154.1";"6274, 86580368";"C00135";"HMDB00177";NA;327;"HMDB";"HMDB0000177";"KEGG";"C00135";TRUE;"direct";4;TRUE;FALSE;NA
"662";"327";"histidine";"5934-29-2";"Amino acid";"Histidine metabolism";"59";"LC/MS Neg";"757";"154.1";"6274, 86580368";"C00135";"HMDB00177";NA;327;"HMDB";"HMDB0000177";"PUBCHEM";"6274";TRUE;"direct";4;TRUE;FALSE;NA
"663";"327";"histidine";"5934-29-2";"Amino acid";"Histidine metabolism";"59";"LC/MS Neg";"757";"154.1";"6274, 86580368";"C00135";"HMDB00177";NA;327;"HMDB";"HMDB0000177";"PUBCHEM";"86580368";TRUE;"direct";4;TRUE;FALSE;NA
"664";"327";"histidine";"5934-29-2";"Amino acid";"Histidine metabolism";"59";"LC/MS Neg";"757";"154.1";"6274, 86580368";"C00135";"HMDB00177";NA;327;"KEGG";"C00135";"PUBCHEM";"6274";TRUE;"direct";4;TRUE;FALSE;NA
"665";"327";"histidine";"5934-29-2";"Amino acid";"Histidine metabolism";"59";"LC/MS Neg";"757";"154.1";"6274, 86580368";"C00135";"HMDB00177";NA;327;"KEGG";"C00135";"PUBCHEM";"86580368";TRUE;"direct";4;TRUE;FALSE;NA
"666";"327";"histidine";"5934-29-2";"Amino acid";"Histidine metabolism";"59";"LC/MS Neg";"757";"154.1";"6274, 86580368";"C00135";"HMDB00177";NA;327;"PUBCHEM";"6274";"PUBCHEM";"86580368";TRUE;"secondary";4;TRUE;FALSE;NA
"667";"328";"histidylleucine";"7763-65-7";"Peptide";"Dipeptide";"40061";"LC/MS Pos";"1482";"269.2";"189008, 440549";NA;NA;NA;328;"PUBCHEM";"189008";"PUBCHEM";"440549";TRUE;"secondary";2;TRUE;FALSE;NA
"668";"329";"histidylmethionine";"2488-11-1";"None";"None";"41965";"LC/MS Pos";"1025";"287.2";NA;NA;NA;NA;329;NA;NA;NA;NA;NA;"no_match";0;TRUE;FALSE;NA
"669";"330";"histidylphenylalanine";"16874-81-0";"Peptide";"Dipeptide";"42084";"LC/MS Pos";"1730";"303.2";"152198";NA;NA;NA;330;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"670";"331";"histidyltryptophan";"23403-90-9";"Peptide";"Dipeptide";"41912";"LC/MS Pos";"1961";"342.2";"6539217";NA;NA;NA;331;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"671";"332";"histidyltyrosine";"35979-00-1";"Peptide";"Dipeptide";"41899";"LC/MS Pos";"1253";"319.2";"515713";NA;NA;NA;332;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
