"";"MetaboliteID";"Description";"term";"Metabolite";"pubchem";"Metabolite_Name";"Log2FC";"t.val";"p.val";"p.adj"
"5036";"C01197";"map01110";"Biosynthesis of secondary metabolites";"Caffeate";"4422";NA;NA;NA;NA;NA
"5037";"C01197";"map01220";"Degradation of aromatic compounds";"Caffeate";"4422";NA;NA;NA;NA;NA
"5038";"C01198";"map00360";"Phenylalanine metabolism";"3-(2-Hydroxyphenyl)propanoate";"4423";NA;NA;NA;NA;NA
"5039";"C01198";"map00624";"Polycyclic aromatic hydrocarbon degradation";"3-(2-Hydroxyphenyl)propanoate";"4423";NA;NA;NA;NA;NA
"5040";"C01198";"map00999";"Biosynthesis of various plant secondary metabolites";"3-(2-Hydroxyphenyl)propanoate";"4423";NA;NA;NA;NA;NA
"5041";"C01198";"map01100";"Metabolic pathways";"3-(2-Hydroxyphenyl)propanoate";"4423";NA;NA;NA;NA;NA
"5042";"C01198";"map01120";"Microbial metabolism in diverse environments";"3-(2-Hydroxyphenyl)propanoate";"4423";NA;NA;NA;NA;NA
"5043";"C01203";"map00061";"Fatty acid biosynthesis";"Oleoyl-[acyl-carrier protein]";"4427";NA;NA;NA;NA;NA
"5044";"C01203";"map01040";"Biosynthesis of unsaturated fatty acids";"Oleoyl-[acyl-carrier protein]";"4427";NA;NA;NA;NA;NA
"5045";"C01203";"map01212";"Fatty acid metabolism";"Oleoyl-[acyl-carrier protein]";"4427";NA;NA;NA;NA;NA
"5046";"C01204";"map00562";"Inositol phosphate metabolism";"Phytic acid";"4428";NA;NA;NA;NA;NA
"5047";"C01204";"map01100";"Metabolic pathways";"Phytic acid";"4428";NA;NA;NA;NA;NA
"5048";"C01204";"map04070";"Phosphatidylinositol signaling system";"Phytic acid";"4428";NA;NA;NA;NA;NA
"5049";"C01205";"map00240";"Pyrimidine metabolism";"(R)-3-Amino-2-methylpropanoate";"4429";NA;NA;NA;NA;NA
"5050";"C01205";"map00280";"Valine, leucine and isoleucine degradation";"(R)-3-Amino-2-methylpropanoate";"4429";NA;NA;NA;NA;NA
"5051";"C01205";"map01100";"Metabolic pathways";"(R)-3-Amino-2-methylpropanoate";"4429";NA;NA;NA;NA;NA
"5052";"C01209";"map00061";"Fatty acid biosynthesis";"Malonyl-[acyl-carrier protein]";"4431";NA;NA;NA;NA;NA
"5053";"C01209";"map00074";"Mycolic acid biosynthesis";"Malonyl-[acyl-carrier protein]";"4431";NA;NA;NA;NA;NA
"5054";"C01209";"map00253";"Tetracycline biosynthesis";"Malonyl-[acyl-carrier protein]";"4431";NA;NA;NA;NA;NA
"5055";"C01209";"map00780";"Biotin metabolism";"Malonyl-[acyl-carrier protein]";"4431";NA;NA;NA;NA;NA
"5056";"C01209";"map01100";"Metabolic pathways";"Malonyl-[acyl-carrier protein]";"4431";NA;NA;NA;NA;NA
"5057";"C01209";"map01110";"Biosynthesis of secondary metabolites";"Malonyl-[acyl-carrier protein]";"4431";NA;NA;NA;NA;NA
"5058";"C01209";"map01240";"Biosynthesis of cofactors";"Malonyl-[acyl-carrier protein]";"4431";NA;NA;NA;NA;NA
"5059";"C01209";"map01212";"Fatty acid metabolism";"Malonyl-[acyl-carrier protein]";"4431";NA;NA;NA;NA;NA
"5060";"C01210";"map00564";"Glycerophospholipid metabolism";"N-Methylethanolamine phosphate";"4432";NA;NA;NA;NA;NA
"5061";"C01211";"map00310";"Lysine degradation";"Procollagen 5-hydroxy-L-lysine";"4433";NA;NA;NA;NA;NA
"5062";"C01211";"map01100";"Metabolic pathways";"Procollagen 5-hydroxy-L-lysine";"4433";NA;NA;NA;NA;NA
"5063";"C01212";"map00550";"Peptidoglycan biosynthesis";"UDP-N-acetylmuramoyl-L-alanine";"4434";NA;NA;NA;NA;NA
"5064";"C01212";"map01100";"Metabolic pathways";"UDP-N-acetylmuramoyl-L-alanine";"4434";NA;NA;NA;NA;NA
"5065";"C01213";"map00280";"Valine, leucine and isoleucine degradation";"(R)-Methylmalonyl-CoA";"4435";NA;NA;NA;NA;NA
"5066";"C01213";"map00630";"Glyoxylate and dicarboxylate metabolism";"(R)-Methylmalonyl-CoA";"4435";NA;NA;NA;NA;NA
"5067";"C01213";"map00640";"Propanoate metabolism";"(R)-Methylmalonyl-CoA";"4435";NA;NA;NA;NA;NA
"5068";"C01213";"map00720";"Other carbon fixation pathways";"(R)-Methylmalonyl-CoA";"4435";NA;NA;NA;NA;NA
"5069";"C01213";"map01100";"Metabolic pathways";"(R)-Methylmalonyl-CoA";"4435";NA;NA;NA;NA;NA
"5070";"C01213";"map01120";"Microbial metabolism in diverse environments";"(R)-Methylmalonyl-CoA";"4435";NA;NA;NA;NA;NA
"5071";"C01213";"map01200";"Carbon metabolism";"(R)-Methylmalonyl-CoA";"4435";NA;NA;NA;NA;NA
"5072";"C01213";"map04980";"Cobalamin transport and metabolism";"(R)-Methylmalonyl-CoA";"4435";NA;NA;NA;NA;NA
"5073";"C01214";"map00521";"Streptomycin biosynthesis";"1-Amino-1-deoxy-scyllo-inositol";"4436";NA;NA;NA;NA;NA
"5074";"C01214";"map01110";"Biosynthesis of secondary metabolites";"1-Amino-1-deoxy-scyllo-inositol";"4436";NA;NA;NA;NA;NA
"5075";"C01215";"map00750";"Vitamin B6 metabolism";"2-(Acetamidomethylene)succinate";"4437";NA;NA;NA;NA;NA
"5076";"C01215";"map01120";"Microbial metabolism in diverse environments";"2-(Acetamidomethylene)succinate";"4437";NA;NA;NA;NA;NA
"5077";"C01216";"map00052";"Galactose metabolism";"2-Dehydro-3-deoxy-D-galactonate";"4438";NA;NA;NA;NA;NA
"5078";"C01216";"map01100";"Metabolic pathways";"2-Dehydro-3-deoxy-D-galactonate";"4438";NA;NA;NA;NA;NA
"5079";"C01216";"map01120";"Microbial metabolism in diverse environments";"2-Dehydro-3-deoxy-D-galactonate";"4438";NA;NA;NA;NA;NA
"5080";"C01217";"map00680";"Methane metabolism";"5,6,7,8-Tetrahydromethanopterin";"4439";NA;NA;NA;NA;NA
"5081";"C01217";"map00790";"Folate biosynthesis";"5,6,7,8-Tetrahydromethanopterin";"4439";NA;NA;NA;NA;NA
"5082";"C01217";"map01100";"Metabolic pathways";"5,6,7,8-Tetrahydromethanopterin";"4439";NA;NA;NA;NA;NA
"5083";"C01217";"map01120";"Microbial metabolism in diverse environments";"5,6,7,8-Tetrahydromethanopterin";"4439";NA;NA;NA;NA;NA
"5084";"C01217";"map01200";"Carbon metabolism";"5,6,7,8-Tetrahydromethanopterin";"4439";NA;NA;NA;NA;NA
"5085";"C01217";"map01240";"Biosynthesis of cofactors";"5,6,7,8-Tetrahydromethanopterin";"4439";NA;NA;NA;NA;NA
"5086";"C01218";"map00030";"Pentose phosphate pathway";"6-Phospho-2-dehydro-D-gluconate";"4440";NA;NA;NA;NA;NA
"5087";"C01218";"map01100";"Metabolic pathways";"6-Phospho-2-dehydro-D-gluconate";"4440";NA;NA;NA;NA;NA
"5088";"C01218";"map01120";"Microbial metabolism in diverse environments";"6-Phospho-2-dehydro-D-gluconate";"4440";NA;NA;NA;NA;NA
"5089";"C01219";"map00541";"Biosynthesis of various nucleotide sugars";"CDP-4-dehydro-6-deoxy-D-glucose";"4441";NA;NA;NA;NA;NA
"5090";"C01219";"map01100";"Metabolic pathways";"CDP-4-dehydro-6-deoxy-D-glucose";"4441";NA;NA;NA;NA;NA
"5091";"C01219";"map01250";"Biosynthesis of nucleotide sugars";"CDP-4-dehydro-6-deoxy-D-glucose";"4441";NA;NA;NA;NA;NA
"5092";"C01220";"map00562";"Inositol phosphate metabolism";"1D-myo-Inositol 1,4-bisphosphate";"4442";NA;NA;NA;NA;NA
"5093";"C01220";"map01100";"Metabolic pathways";"1D-myo-Inositol 1,4-bisphosphate";"4442";NA;NA;NA;NA;NA
"5094";"C01220";"map04070";"Phosphatidylinositol signaling system";"1D-myo-Inositol 1,4-bisphosphate";"4442";NA;NA;NA;NA;NA
"5095";"C01221";"map00521";"Streptomycin biosynthesis";"Dihydrostreptomycin 6-phosphate";"4443";NA;NA;NA;NA;NA
"5096";"C01221";"map01100";"Metabolic pathways";"Dihydrostreptomycin 6-phosphate";"4443";NA;NA;NA;NA;NA
"5097";"C01221";"map01110";"Biosynthesis of secondary metabolites";"Dihydrostreptomycin 6-phosphate";"4443";NA;NA;NA;NA;NA
"5098";"C01222";"map00051";"Fructose and mannose metabolism";"GDP-4-dehydro-6-deoxy-D-mannose";"4444";NA;NA;NA;NA;NA
"5099";"C01222";"map00541";"Biosynthesis of various nucleotide sugars";"GDP-4-dehydro-6-deoxy-D-mannose";"4444";NA;NA;NA;NA;NA
"5100";"C01222";"map01100";"Metabolic pathways";"GDP-4-dehydro-6-deoxy-D-mannose";"4444";NA;NA;NA;NA;NA
"5101";"C01222";"map01250";"Biosynthesis of nucleotide sugars";"GDP-4-dehydro-6-deoxy-D-mannose";"4444";NA;NA;NA;NA;NA
"5102";"C01226";"map00592";"alpha-Linolenic acid metabolism";"(9S,13S,15Z)-12-Oxophyto-10,15-dienoate";"4448";NA;NA;NA;NA;NA
"5103";"C01226";"map01110";"Biosynthesis of secondary metabolites";"(9S,13S,15Z)-12-Oxophyto-10,15-dienoate";"4448";NA;NA;NA;NA;NA
"5104";"C01226";"map01100";"Metabolic pathways";"(9S,13S,15Z)-12-Oxophyto-10,15-dienoate";"4448";NA;NA;NA;NA;NA
"5105";"C01227";"map00140";"Steroid hormone biosynthesis";"Dehydroepiandrosterone";"4449";NA;NA;NA;NA;NA
"5106";"C01227";"map00984";"Steroid degradation";"Dehydroepiandrosterone";"4449";NA;NA;NA;NA;NA
"5107";"C01227";"map01100";"Metabolic pathways";"Dehydroepiandrosterone";"4449";NA;NA;NA;NA;NA
"5108";"C01227";"map01120";"Microbial metabolism in diverse environments";"Dehydroepiandrosterone";"4449";NA;NA;NA;NA;NA
"5109";"C01227";"map05200";"Pathways in cancer";"Dehydroepiandrosterone";"4449";NA;NA;NA;NA;NA
"5110";"C01227";"map05215";"Prostate cancer";"Dehydroepiandrosterone";"4449";NA;NA;NA;NA;NA
"5111";"C01227";"map04913";"Ovarian steroidogenesis";"Dehydroepiandrosterone";"4449";NA;NA;NA;NA;NA
"5112";"C01228";"map00230";"Purine metabolism";"Guanosine 3',5'-bis(diphosphate)";"4450";NA;NA;NA;NA;NA
"5113";"C01228";"map01100";"Metabolic pathways";"Guanosine 3',5'-bis(diphosphate)";"4450";NA;NA;NA;NA;NA
"5114";"C01228";"map02026";"Biofilm formation - Escherichia coli";"Guanosine 3',5'-bis(diphosphate)";"4450";NA;NA;NA;NA;NA
"5115";"C01230";"map00900";"Terpenoid backbone biosynthesis";"all-trans-Hexaprenyl diphosphate";"4452";NA;NA;NA;NA;NA
"5116";"C01230";"map01110";"Biosynthesis of secondary metabolites";"all-trans-Hexaprenyl diphosphate";"4452";NA;NA;NA;NA;NA
"5117";"C01231";"map00500";"Starch and sucrose metabolism";"alpha-D-Glucose 1,6-bisphosphate";"4453";NA;NA;NA;NA;NA
"5118";"C01231";"map01100";"Metabolic pathways";"alpha-D-Glucose 1,6-bisphosphate";"4453";NA;NA;NA;NA;NA
"5119";"C01233";"map01100";"Metabolic pathways";"sn-Glycero-3-phosphoethanolamine";"4454";"glycerophosphoethanolamine";-2,0168501549387;-7,69246267941243;9,84509942728424e-13;4,01989673918215e-12
"5120";"C01233";"map00565";"Ether lipid metabolism";"sn-Glycero-3-phosphoethanolamine";"4454";"glycerophosphoethanolamine";-2,0168501549387;-7,69246267941243;9,84509942728424e-13;4,01989673918215e-12
"5121";"C01233";"map00564";"Glycerophospholipid metabolism";"sn-Glycero-3-phosphoethanolamine";"4454";"glycerophosphoethanolamine";-2,0168501549387;-7,69246267941243;9,84509942728424e-13;4,01989673918215e-12
"5122";"C01234";"map00270";"Cysteine and methionine metabolism";"1-Aminocyclopropane-1-carboxylate";"4455";NA;NA;NA;NA;NA
"5123";"C01234";"map01060";"Biosynthesis of plant secondary metabolites";"1-Aminocyclopropane-1-carboxylate";"4455";NA;NA;NA;NA;NA
"5124";"C01234";"map01070";"Biosynthesis of plant hormones";"1-Aminocyclopropane-1-carboxylate";"4455";NA;NA;NA;NA;NA
"5125";"C01234";"map01110";"Biosynthesis of secondary metabolites";"1-Aminocyclopropane-1-carboxylate";"4455";NA;NA;NA;NA;NA
"5126";"C01234";"map01100";"Metabolic pathways";"1-Aminocyclopropane-1-carboxylate";"4455";NA;NA;NA;NA;NA
"5127";"C01235";"map00052";"Galactose metabolism";"alpha-D-Galactosyl-(1->3)-1D-myo-inositol";"4456";NA;NA;NA;NA;NA
"5128";"C01235";"map01100";"Metabolic pathways";"alpha-D-Galactosyl-(1->3)-1D-myo-inositol";"4456";NA;NA;NA;NA;NA
"5129";"C01236";"map00030";"Pentose phosphate pathway";"D-Glucono-1,5-lactone 6-phosphate";"4457";NA;NA;NA;NA;NA
"5130";"C01236";"map01110";"Biosynthesis of secondary metabolites";"D-Glucono-1,5-lactone 6-phosphate";"4457";NA;NA;NA;NA;NA
"5131";"C01236";"map01100";"Metabolic pathways";"D-Glucono-1,5-lactone 6-phosphate";"4457";NA;NA;NA;NA;NA
"5132";"C01236";"map01200";"Carbon metabolism";"D-Glucono-1,5-lactone 6-phosphate";"4457";NA;NA;NA;NA;NA
"5133";"C01236";"map01120";"Microbial metabolism in diverse environments";"D-Glucono-1,5-lactone 6-phosphate";"4457";NA;NA;NA;NA;NA
"5134";"C01241";"map00564";"Glycerophospholipid metabolism";"Phosphatidyl-N-methylethanolamine";"4462";NA;NA;NA;NA;NA
"5135";"C01241";"map01110";"Biosynthesis of secondary metabolites";"Phosphatidyl-N-methylethanolamine";"4462";NA;NA;NA;NA;NA
"5136";"C01241";"map01100";"Metabolic pathways";"Phosphatidyl-N-methylethanolamine";"4462";NA;NA;NA;NA;NA
"5137";"C01242";"map00260";"Glycine, serine and threonine metabolism";"[Protein]-S8-aminomethyldihydrolipoyllysine";"4463";NA;NA;NA;NA;NA
"5138";"C01242";"map00785";"Lipoic acid metabolism";"[Protein]-S8-aminomethyldihydrolipoyllysine";"4463";NA;NA;NA;NA;NA
"5139";"C01242";"map01100";"Metabolic pathways";"[Protein]-S8-aminomethyldihydrolipoyllysine";"4463";NA;NA;NA;NA;NA
"5140";"C01243";"map00562";"Inositol phosphate metabolism";"1D-myo-Inositol 1,3,4-trisphosphate";"4464";NA;NA;NA;NA;NA
"5141";"C01243";"map01100";"Metabolic pathways";"1D-myo-Inositol 1,3,4-trisphosphate";"4464";NA;NA;NA;NA;NA
"5142";"C01243";"map04070";"Phosphatidylinositol signaling system";"1D-myo-Inositol 1,3,4-trisphosphate";"4464";NA;NA;NA;NA;NA
"5143";"C01245";"map00562";"Inositol phosphate metabolism";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5144";"C01245";"map01100";"Metabolic pathways";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5145";"C01245";"map04072";"Phospholipase D signaling pathway";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5146";"C01245";"map04722";"Neurotrophin signaling pathway";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5147";"C01245";"map04745";"Phototransduction - fly";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5148";"C01245";"map04921";"Oxytocin signaling pathway";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5149";"C01245";"map05010";"Alzheimer disease";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5150";"C01245";"map05012";"Parkinson disease";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5151";"C01245";"map05016";"Huntington disease";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5152";"C01245";"map05417";"Lipid and atherosclerosis";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5153";"C01245";"map04922";"Glucagon signaling pathway";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5154";"C01245";"map04012";"ErbB signaling pathway";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5155";"C01245";"map04022";"cGMP-PKG signaling pathway";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5156";"C01245";"map04062";"Chemokine signaling pathway";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5157";"C01245";"map04064";"NF-kappa B signaling pathway";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5158";"C01245";"map05110";"Vibrio cholerae infection";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5159";"C01245";"map04270";"Vascular smooth muscle contraction";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5160";"C01245";"map04370";"VEGF signaling pathway";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5161";"C01245";"map04380";"Osteoclast differentiation";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5162";"C01245";"map04517";"IgSF CAM signaling";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5163";"C01245";"map04540";"Gap junction";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5164";"C01245";"map05170";"Human immunodeficiency virus 1 infection";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5165";"C01245";"map05200";"Pathways in cancer";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5166";"C01245";"map04611";"Platelet activation";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5167";"C01245";"map04613";"Neutrophil extracellular trap formation";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5168";"C01245";"map04621";"NOD-like receptor signaling pathway";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5169";"C01245";"map04659";"Th17 cell differentiation";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5170";"C01245";"map04662";"B cell receptor signaling pathway";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5171";"C01245";"map04664";"Fc epsilon RI signaling pathway";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5172";"C01245";"map04666";"Fc gamma R-mediated phagocytosis";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5173";"C01245";"map04720";"Long-term potentiation";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5174";"C01245";"map04724";"Glutamatergic synapse";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5175";"C01245";"map04725";"Cholinergic synapse";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5176";"C01245";"map05225";"Hepatocellular carcinoma";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5177";"C01245";"map04730";"Long-term depression";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5178";"C01245";"map04750";"Inflammatory mediator regulation of TRP channels";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5179";"C01245";"map04916";"Melanogenesis";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5180";"C01245";"map04934";"Cushing syndrome";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5181";"C01245";"map05017";"Spinocerebellar ataxia";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5182";"C01245";"map04935";"Growth hormone synthesis, secretion and action";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5183";"C01245";"map04020";"Calcium signaling pathway";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5184";"C01245";"map05214";"Glioma";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5185";"C01245";"map05022";"Pathways of neurodegeneration - multiple diseases";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5186";"C01245";"map05235";"PD-L1 expression and PD-1 checkpoint pathway in cancer";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5187";"C01245";"map05163";"Human cytomegalovirus infection";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5188";"C01245";"map05167";"Kaposi sarcoma-associated herpesvirus infection";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5189";"C01245";"map05169";"Epstein-Barr virus infection";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5190";"C01245";"map04972";"Pancreatic secretion";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5191";"C01245";"map04742";"Taste transduction";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5192";"C01245";"map04928";"Parathyroid hormone synthesis, secretion and action";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5193";"C01245";"map04933";"AGE-RAGE signaling pathway in diabetic complications";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5194";"C01245";"map04010";"MAPK signaling pathway";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5195";"C01245";"map04014";"Ras signaling pathway";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5196";"C01245";"map04024";"cAMP signaling pathway";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5197";"C01245";"map04070";"Phosphatidylinositol signaling system";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5198";"C01245";"map04918";"Thyroid hormone synthesis";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5199";"C01245";"map04114";"Oocyte meiosis";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5200";"C01245";"map04728";"Dopaminergic synapse";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5201";"C01245";"map04926";"Relaxin signaling pathway";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5202";"C01245";"map04658";"Th1 and Th2 cell differentiation";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5203";"C01245";"map04911";"Insulin secretion";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5204";"C01245";"map04912";"GnRH signaling pathway";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5205";"C01245";"map04925";"Aldosterone synthesis and secretion";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5206";"C01245";"map04919";"Thyroid hormone signaling pathway";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5207";"C01245";"map04650";"Natural killer cell mediated cytotoxicity";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5208";"C01245";"map04726";"Serotonergic synapse";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5209";"C01245";"map05223";"Non-small cell lung cancer";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5210";"C01245";"map05143";"African trypanosomiasis";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5211";"C01245";"map04971";"Gastric acid secretion";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5212";"C01245";"map04261";"Adrenergic signaling in cardiomyocytes";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5213";"C01245";"map05131";"Shigellosis";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5214";"C01245";"map04915";"Estrogen signaling pathway";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5215";"C01245";"map05142";"Chagas disease";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5216";"C01245";"map04625";"C-type lectin receptor signaling pathway";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5217";"C01245";"map04066";"HIF-1 signaling pathway";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5218";"C01245";"map04071";"Sphingolipid signaling pathway";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5219";"C01245";"map04924";"Renin secretion";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5220";"C01245";"map04970";"Salivary secretion";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5221";"C01245";"map04927";"Cortisol synthesis and secretion";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5222";"C01245";"map04660";"T cell receptor signaling pathway";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5223";"C01245";"map05135";"Yersinia infection";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5224";"C01245";"map04929";"GnRH secretion";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5225";"C01245";"map04723";"Retrograde endocannabinoid signaling";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5226";"C01245";"map04961";"Endocrine and other factor-regulated calcium reabsorption";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5227";"C01245";"map04371";"Apelin signaling pathway";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5228";"C01245";"map05146";"Amoebiasis";"D-myo-Inositol 1,4,5-trisphosphate";"4466";NA;NA;NA;NA;NA
"5229";"C01246";"map00510";"N-Glycan biosynthesis";"Dolichyl beta-D-glucosyl phosphate";"4467";NA;NA;NA;NA;NA
"5230";"C01246";"map01100";"Metabolic pathways";"Dolichyl beta-D-glucosyl phosphate";"4467";NA;NA;NA;NA;NA
"5231";"C01249";"map00380";"Tryptophan metabolism";"7,8-Dihydro-7,8-dihydroxykynurenate";"4469";NA;NA;NA;NA;NA
"5232";"C01250";"map00220";"Arginine biosynthesis";"N-Acetyl-L-glutamate 5-semialdehyde";"4470";NA;NA;NA;NA;NA
"5233";"C01250";"map00330";"Arginine and proline metabolism";"N-Acetyl-L-glutamate 5-semialdehyde";"4470";NA;NA;NA;NA;NA
"5234";"C01250";"map01100";"Metabolic pathways";"N-Acetyl-L-glutamate 5-semialdehyde";"4470";NA;NA;NA;NA;NA
"5235";"C01250";"map01110";"Biosynthesis of secondary metabolites";"N-Acetyl-L-glutamate 5-semialdehyde";"4470";NA;NA;NA;NA;NA
