"Code","Conditions","Metabolite","Abundance","Pathway","core_HK2","core_786-O","core_786-M1A"
"MS51-24","786-M2A","serine",-5552300655.69977,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-24","786-M2A","stearic acid",-8647582633.02672,"Fatty acid biosynthesis","Consumed","Consumed","Consumed"
"MS51-24","786-M2A","succinate",-6067429621.368,"Citrate cycle (TCA cycle)","Consumed","Consumed","Consumed"
"MS51-24","786-M2A","succinyladenosine",-93341993.2196869,"Not assigned","Consumed","Consumed","Consumed"
"MS51-24","786-M2A","taurine",-7607124107.64394,"Not assigned","Consumed","Released","Consumed"
"MS51-24","786-M2A","threonine",-45377106511.4561,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-24","786-M2A","tryptophan",-120271481429.634,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-24","786-M2A","tyrosine",-124000706415.167,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-24","786-M2A","uric acid",2136089363.96711,"Purine metabolism","Released","Consumed","Consumed"
"MS51-24","786-M2A","valine",-79989685906.3532,"Valine, leucine and isoleucine biosynthesis","Released","Consumed","Consumed"
"MS51-24","786-M2A","xanthine",12167977406.6892,"Purine metabolism","Consumed","Released","Released"
"MS51-25","786-M2A","2-hydroxyglutarate",4568079830.80126,"Citrate cycle (TCA cycle)","Consumed","Released","Released"
"MS51-25","786-M2A","2-ketoglutarate",40583987397.3679,"Citrate cycle (TCA cycle)","Consumed","Released","Released"
"MS51-25","786-M2A","3-Dehydro-L-threonate",-18377163802.153,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-25","786-M2A","acetylcarnitine",-282195052525.323,"Fatty acyl carnitines","Released","Consumed","Consumed"
"MS51-25","786-M2A","acetylcholine",-1314339238.2955,"Glycerophospholipid metabolism","Released","Consumed","Consumed"
"MS51-25","786-M2A","acetylornithine",7492795151.13014,"Arginine and proline metabolism","Consumed","Released","Released"
"MS51-25","786-M2A","aconitate",-6254560637.99514,"Citrate cycle (TCA cycle)","Consumed","Consumed","Consumed"
"MS51-25","786-M2A","alanine",-86359219960.5058,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-25","786-M2A","arginine",298561566524.571,"Amino acid metabolism","Released","Released","Released"
"MS51-25","786-M2A","asparagine",15672105110.2964,"Amino acid metabolism","Released","Released","Released"
"MS51-25","786-M2A","aspartate",-29554435488.435,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-25","786-M2A","betaine",611709335576.063,"Not assigned","Released","Released","Released"
"MS51-25","786-M2A","butyryl-carnitine",-12326567958.9584,"Fatty acyl carnitines","Released","Consumed","Consumed"
"MS51-25","786-M2A","carbamoyl phosphate",632661063.572482,"Purine metabolism","Released","Released","Released"
"MS51-25","786-M2A","carnitine",13857540904.7408,"Fatty acyl carnitines","Consumed","Released","Consumed"
"MS51-25","786-M2A","citrulline",-117581492467.451,"Arginine and proline metabolism","Consumed","Consumed","Consumed"
"MS51-25","786-M2A","creatine",386477700545.47,NA,NA,NA,NA
"MS51-25","786-M2A","creatinine",-82842115508.6236,"Arginine and proline metabolism","Released","Released","Released"
"MS51-25","786-M2A","cystine",-3282272548.29115,"Cysteine and methionine metabolism","Released","Consumed","Consumed"
"MS51-25","786-M2A","dihydroorotate",6954568.17431335,"Pyrimidine metabolism","Released","Released","Released"
"MS51-25","786-M2A","fumarate",-1359524281.89405,"Citrate cycle (TCA cycle)","Released","Consumed","Released"
"MS51-25","786-M2A","gluconate",-30494417724.9073,"Pentose phosphate pathway","Released","Consumed","Consumed"
"MS51-25","786-M2A","glucose",-40533739086.8576,"Glycolysis / Gluconeogenesis","Released","Consumed","Consumed"
"MS51-25","786-M2A","glutamate",64812564110.297,"Amino acid metabolism","Consumed","Released","Released"
"MS51-25","786-M2A","glutamine",345479882422.203,"Amino acid metabolism","Consumed","Released","Released"
"MS51-25","786-M2A","glycerylphosphorylcholine",14728136593.3717,"Not assigned","Consumed","Released","Consumed"
"MS51-25","786-M2A","glycine",-1111819352.95699,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-25","786-M2A","histidine",-91064675181.8668,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-25","786-M2A","hydroxyphenyllactic acid",-120912788.390651,"Not assigned","Consumed","Consumed","Consumed"
"MS51-25","786-M2A","hydroxyphenylpyruvate",-269150901.889506,"Not assigned","Released","Consumed","Consumed"
"MS51-25","786-M2A","hydroxyproline",-35069611128.2377,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-25","786-M2A","hypoxanthine",-25910449.9436463,"Purine metabolism","Released","Released","Consumed"
"MS51-25","786-M2A","isovalerylcarnitine",-46070373.9491564,"Fatty acyl carnitines","Released","Consumed","Consumed"
"MS51-25","786-M2A","KMV+KIC",19753554171.4195,"Valine, leucine and isoleucine biosynthesis","Released","Released","Consumed"
"MS51-25","786-M2A","lactate",-135942854241.187,"Glycolysis / Gluconeogenesis","Released","Consumed","Released"
"MS51-25","786-M2A","leucine+isoleucine",-295277936547.385,"Valine, leucine and isoleucine biosynthesis","Released","Consumed","Consumed"
"MS51-25","786-M2A","linoleic acid",-159568132.939419,"Fatty acid biosynthesis","Released","Consumed","Consumed"
"MS51-25","786-M2A","lysine",45739279227.9001,"Amino acid metabolism","Released","Consumed","Released"
"MS51-25","786-M2A","malate",-20223030248.4722,"Citrate cycle (TCA cycle)","Released","Consumed","Consumed"
"MS51-25","786-M2A","methionine",-57585187481.5107,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-25","786-M2A","methylarginine",12176206983.1713,"Amino acid metabolism","Released","Released","Released"
"MS51-25","786-M2A","methylaspartate",65199716827.9815,"Not assigned","Consumed","Released","Released"
"MS51-25","786-M2A","myo-inositol",8981339484.50449,"Not assigned","Consumed","Released","Released"
"MS51-25","786-M2A","N-acetylaspartate",-93538164235.7082,"Alanine, aspartate and glutamate metabolism","Released","Consumed","Consumed"
"MS51-25","786-M2A","N-acetylglutamate",-2135594150.8032,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-25","786-M2A","N-acetylneuramic acid",-213855376.35865,"Not assigned","Released","Released","Consumed"
"MS51-25","786-M2A","oleic acid",-5743822284.74539,"Not assigned","Consumed","Consumed","Consumed"
"MS51-25","786-M2A","ornithine",-35032063689.7107,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-25","786-M2A","orotate",2068262681.76828,"Pyrimidine metabolism","Consumed","Released","Released"
"MS51-25","786-M2A","palmitate",-12324508880.8756,"Fatty acid biosynthesis","Consumed","Consumed","Consumed"
"MS51-25","786-M2A","pantothenate",-118568237.720119,"Vitamin digestion and absorption","Consumed","Consumed","Consumed"
"MS51-25","786-M2A","phenylalanine",-64675433406.8102,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-25","786-M2A","phosphocholine",-7808005717.69839,"Not assigned","Released","Consumed","Consumed"
"MS51-25","786-M2A","proline",-18034786095.7064,"Amino acid metabolism","Consumed","Released","Released"
"MS51-25","786-M2A","propionylcarnitine",-3679117513.4233,"Fatty acyl carnitines","Released","Consumed","Consumed"
"MS51-25","786-M2A","pyroglutamic-acid",4712095854.3875,"Glutathione metabolism","Consumed","Released","Consumed"
"MS51-25","786-M2A","pyruvate",38362673533.1753,"Glycolysis / Gluconeogenesis","Released","Released","Released"
"MS51-25","786-M2A","serine",-6194115499.91142,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-25","786-M2A","stearic acid",-9375412857.91394,"Fatty acid biosynthesis","Consumed","Consumed","Consumed"
"MS51-25","786-M2A","succinate",-10592374141.7944,"Citrate cycle (TCA cycle)","Consumed","Consumed","Consumed"
"MS51-25","786-M2A","succinyladenosine",-65778935.2868816,"Not assigned","Consumed","Consumed","Consumed"
"MS51-25","786-M2A","taurine",-27880535391.6935,"Not assigned","Consumed","Released","Consumed"
"MS51-25","786-M2A","threonine",-70942837764.9852,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-25","786-M2A","tryptophan",-115408107599.987,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-25","786-M2A","tyrosine",-138678622884.914,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-25","786-M2A","uric acid",-21661061200.9723,"Purine metabolism","Released","Consumed","Consumed"
"MS51-25","786-M2A","valine",-79795025988.6997,"Valine, leucine and isoleucine biosynthesis","Released","Consumed","Consumed"
"MS51-25","786-M2A","xanthine",10661168545.9977,"Purine metabolism","Consumed","Released","Released"
"MS51-26","OSRC2","2-hydroxyglutarate",1121378276.22014,"Citrate cycle (TCA cycle)","Consumed","Released","Released"
"MS51-26","OSRC2","2-ketoglutarate",-2694080144.13629,"Citrate cycle (TCA cycle)","Consumed","Released","Released"
"MS51-26","OSRC2","3-Dehydro-L-threonate",-60644185117.2889,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-26","OSRC2","acetylcarnitine",-198965081887.591,"Fatty acyl carnitines","Released","Consumed","Consumed"
"MS51-26","OSRC2","acetylcholine",-843128098.571836,"Glycerophospholipid metabolism","Released","Consumed","Consumed"
"MS51-26","OSRC2","acetylornithine",3284086105.46129,"Arginine and proline metabolism","Consumed","Released","Released"
"MS51-26","OSRC2","aconitate",-5184124675.44765,"Citrate cycle (TCA cycle)","Consumed","Consumed","Consumed"
"MS51-26","OSRC2","alanine",-95001450468.7535,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-26","OSRC2","arginine",200413785062.977,"Amino acid metabolism","Released","Released","Released"
"MS51-26","OSRC2","asparagine",6030681778.92255,"Amino acid metabolism","Released","Released","Released"
"MS51-26","OSRC2","aspartate",-15952012231.2624,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-26","OSRC2","betaine",218045672879.246,"Not assigned","Released","Released","Released"
"MS51-26","OSRC2","butyryl-carnitine",-10239530528.7863,"Fatty acyl carnitines","Released","Consumed","Consumed"
"MS51-26","OSRC2","carbamoyl phosphate",787057183.5326,"Purine metabolism","Released","Released","Released"
"MS51-26","OSRC2","carnitine",55907220360.8007,"Fatty acyl carnitines","Consumed","Released","Consumed"
"MS51-26","OSRC2","citrulline",-12047955150.0121,"Arginine and proline metabolism","Consumed","Consumed","Consumed"
"MS51-26","OSRC2","creatine",-3498038194.54992,NA,NA,NA,NA
"MS51-26","OSRC2","creatinine",3798654555.10945,"Arginine and proline metabolism","Released","Released","Released"
"MS51-26","OSRC2","cystine",-10386579267.3228,"Cysteine and methionine metabolism","Released","Consumed","Consumed"
"MS51-26","OSRC2","dihydroorotate",-54017946.0799054,"Pyrimidine metabolism","Released","Released","Released"
"MS51-26","OSRC2","fumarate",-4723632359.10773,"Citrate cycle (TCA cycle)","Released","Consumed","Released"
"MS51-26","OSRC2","gluconate",14366131109.8389,"Pentose phosphate pathway","Released","Consumed","Consumed"
"MS51-26","OSRC2","glucose",-12177609607.614,"Glycolysis / Gluconeogenesis","Released","Consumed","Consumed"
"MS51-26","OSRC2","glutamate",-42298480089.5921,"Amino acid metabolism","Consumed","Released","Released"
"MS51-26","OSRC2","glutamine",415694482797.469,"Amino acid metabolism","Consumed","Released","Released"
"MS51-26","OSRC2","glycerylphosphorylcholine",-3971202248.24186,"Not assigned","Consumed","Released","Consumed"
"MS51-26","OSRC2","glycine",-510628955.715143,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-26","OSRC2","histidine",-23793231547.9918,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-26","OSRC2","hydroxyphenyllactic acid",68234033.7927893,"Not assigned","Consumed","Consumed","Consumed"
"MS51-26","OSRC2","hydroxyphenylpyruvate",-166800679.24167,"Not assigned","Released","Consumed","Consumed"
"MS51-26","OSRC2","hydroxyproline",-15880396840.6126,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-26","OSRC2","hypoxanthine",-146677405.913805,"Purine metabolism","Released","Released","Consumed"
"MS51-26","OSRC2","isovalerylcarnitine",-1418932865.85715,"Fatty acyl carnitines","Released","Consumed","Consumed"
"MS51-26","OSRC2","KMV+KIC",-11727798404.3447,"Valine, leucine and isoleucine biosynthesis","Released","Released","Consumed"
"MS51-26","OSRC2","lactate",-156196334365.419,"Glycolysis / Gluconeogenesis","Released","Consumed","Released"
"MS51-26","OSRC2","leucine+isoleucine",21503292286.2263,"Valine, leucine and isoleucine biosynthesis","Released","Consumed","Consumed"
"MS51-26","OSRC2","linoleic acid",-16149447.3673473,"Fatty acid biosynthesis","Released","Consumed","Consumed"
"MS51-26","OSRC2","lysine",34587922097.842,"Amino acid metabolism","Released","Consumed","Released"
"MS51-26","OSRC2","malate",-61990764471.0505,"Citrate cycle (TCA cycle)","Released","Consumed","Consumed"
"MS51-26","OSRC2","methionine",-47884754917.8662,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-26","OSRC2","methylarginine",7968198802.19735,"Amino acid metabolism","Released","Released","Released"
"MS51-26","OSRC2","methylaspartate",-42746848753.9546,"Not assigned","Consumed","Released","Released"
"MS51-26","OSRC2","myo-inositol",10210973115.2328,"Not assigned","Consumed","Released","Released"
"MS51-26","OSRC2","N-acetylaspartate",-58592637943.583,"Alanine, aspartate and glutamate metabolism","Released","Consumed","Consumed"
"MS51-26","OSRC2","N-acetylglutamate",-1826970384.31038,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-26","OSRC2","N-acetylneuramic acid",352598562.69244,"Not assigned","Released","Released","Consumed"
"MS51-26","OSRC2","oleic acid",-2283143208.87872,"Not assigned","Consumed","Consumed","Consumed"
"MS51-26","OSRC2","ornithine",-15692444840.3181,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-26","OSRC2","orotate",-827502593.850278,"Pyrimidine metabolism","Consumed","Released","Released"
"MS51-26","OSRC2","palmitate",-2160408718.3092,"Fatty acid biosynthesis","Consumed","Consumed","Consumed"
"MS51-26","OSRC2","pantothenate",5846915492.82504,"Vitamin digestion and absorption","Consumed","Consumed","Consumed"
"MS51-26","OSRC2","phenylalanine",-19792330583.2851,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-26","OSRC2","phosphocholine",-2721427818.72985,"Not assigned","Released","Consumed","Consumed"
"MS51-26","OSRC2","proline",-131447853651.652,"Amino acid metabolism","Consumed","Released","Released"
"MS51-26","OSRC2","propionylcarnitine",-4884890788.31662,"Fatty acyl carnitines","Released","Consumed","Consumed"
"MS51-26","OSRC2","pyroglutamic-acid",66837817933.7772,"Glutathione metabolism","Consumed","Released","Consumed"
"MS51-26","OSRC2","pyruvate",-28044418010.2137,"Glycolysis / Gluconeogenesis","Released","Released","Released"
"MS51-26","OSRC2","serine",-257561410.158073,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-26","OSRC2","stearic acid",-4139986297.92748,"Fatty acid biosynthesis","Consumed","Consumed","Consumed"
"MS51-26","OSRC2","succinate",9087855818.05364,"Citrate cycle (TCA cycle)","Consumed","Consumed","Consumed"
"MS51-26","OSRC2","succinyladenosine",-49856879.8342382,"Not assigned","Consumed","Consumed","Consumed"
"MS51-26","OSRC2","taurine",24050950756.012,"Not assigned","Consumed","Released","Consumed"
"MS51-26","OSRC2","threonine",-12243404461.7446,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-26","OSRC2","tryptophan",-39236107660.7748,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-26","OSRC2","tyrosine",-33593321152.5325,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-26","OSRC2","uric acid",56212390836.0434,"Purine metabolism","Released","Consumed","Consumed"
"MS51-26","OSRC2","valine",-3209358607.26619,"Valine, leucine and isoleucine biosynthesis","Released","Consumed","Consumed"
"MS51-26","OSRC2","xanthine",10003767970.5559,"Purine metabolism","Consumed","Released","Released"
"MS51-27","OSRC2","2-hydroxyglutarate",3405336890.48759,"Citrate cycle (TCA cycle)","Consumed","Released","Released"
"MS51-27","OSRC2","2-ketoglutarate",-2060735139.36732,"Citrate cycle (TCA cycle)","Consumed","Released","Released"
"MS51-27","OSRC2","3-Dehydro-L-threonate",-51783244894.1683,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-27","OSRC2","acetylcarnitine",-209186167979.725,"Fatty acyl carnitines","Released","Consumed","Consumed"
"MS51-27","OSRC2","acetylcholine",-365874315.889135,"Glycerophospholipid metabolism","Released","Consumed","Consumed"
"MS51-27","OSRC2","acetylornithine",3421788646.02797,"Arginine and proline metabolism","Consumed","Released","Released"
"MS51-27","OSRC2","aconitate",-5832251326.05771,"Citrate cycle (TCA cycle)","Consumed","Consumed","Consumed"
"MS51-27","OSRC2","alanine",-96063372445.93,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-27","OSRC2","arginine",259156820409.494,"Amino acid metabolism","Released","Released","Released"
"MS51-27","OSRC2","asparagine",5951645572.66278,"Amino acid metabolism","Released","Released","Released"
"MS51-27","OSRC2","aspartate",-13648154918.1041,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-27","OSRC2","betaine",156262254499.013,"Not assigned","Released","Released","Released"
"MS51-27","OSRC2","butyryl-carnitine",-8144283166.21952,"Fatty acyl carnitines","Released","Consumed","Consumed"
"MS51-27","OSRC2","carbamoyl phosphate",-518828735.519465,"Purine metabolism","Released","Released","Released"
"MS51-27","OSRC2","carnitine",57111563448.4906,"Fatty acyl carnitines","Consumed","Released","Consumed"
"MS51-27","OSRC2","citrulline",-5939502978.68287,"Arginine and proline metabolism","Consumed","Consumed","Consumed"
"MS51-27","OSRC2","creatine",13387915316.8849,NA,NA,NA,NA
"MS51-27","OSRC2","creatinine",-34428092809.089,"Arginine and proline metabolism","Released","Released","Released"
"MS51-27","OSRC2","cystine",-9264548613.25744,"Cysteine and methionine metabolism","Released","Consumed","Consumed"
"MS51-27","OSRC2","dihydroorotate",-55996737.8471022,"Pyrimidine metabolism","Released","Released","Released"
"MS51-27","OSRC2","fumarate",-4022404629.05927,"Citrate cycle (TCA cycle)","Released","Consumed","Released"
"MS51-27","OSRC2","gluconate",-13330739553.2052,"Pentose phosphate pathway","Released","Consumed","Consumed"
"MS51-27","OSRC2","glucose",-8733552101.06684,"Glycolysis / Gluconeogenesis","Released","Consumed","Consumed"
"MS51-27","OSRC2","glutamate",-27897240185.082,"Amino acid metabolism","Consumed","Released","Released"
"MS51-27","OSRC2","glutamine",435703399695.302,"Amino acid metabolism","Consumed","Released","Released"
"MS51-27","OSRC2","glycerylphosphorylcholine",-2977968715.64022,"Not assigned","Consumed","Released","Consumed"
"MS51-27","OSRC2","glycine",-318587643.914116,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-27","OSRC2","histidine",18016816587.8077,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-27","OSRC2","hydroxyphenyllactic acid",398263075.360055,"Not assigned","Consumed","Consumed","Consumed"
"MS51-27","OSRC2","hydroxyphenylpyruvate",-169719368.214837,"Not assigned","Released","Consumed","Consumed"
"MS51-27","OSRC2","hydroxyproline",-12569104618.553,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-27","OSRC2","hypoxanthine",-219173599.185461,"Purine metabolism","Released","Released","Consumed"
"MS51-27","OSRC2","isovalerylcarnitine",-311782409.241362,"Fatty acyl carnitines","Released","Consumed","Consumed"
"MS51-27","OSRC2","KMV+KIC",-12348236804.3293,"Valine, leucine and isoleucine biosynthesis","Released","Released","Consumed"
"MS51-27","OSRC2","lactate",-234134175366.857,"Glycolysis / Gluconeogenesis","Released","Consumed","Released"
"MS51-27","OSRC2","leucine+isoleucine",54755641304.3761,"Valine, leucine and isoleucine biosynthesis","Released","Consumed","Consumed"
"MS51-27","OSRC2","linoleic acid",-33012849.0761697,"Fatty acid biosynthesis","Released","Consumed","Consumed"
"MS51-27","OSRC2","lysine",58753489086.2949,"Amino acid metabolism","Released","Consumed","Released"
"MS51-27","OSRC2","malate",-52585848202.8749,"Citrate cycle (TCA cycle)","Released","Consumed","Consumed"
"MS51-27","OSRC2","methionine",-37160680540.7983,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-27","OSRC2","methylarginine",9845938462.53738,"Amino acid metabolism","Released","Released","Released"
"MS51-27","OSRC2","methylaspartate",-28308412950.827,"Not assigned","Consumed","Released","Released"
"MS51-27","OSRC2","myo-inositol",6301283935.23875,"Not assigned","Consumed","Released","Released"
"MS51-27","OSRC2","N-acetylaspartate",-58249122088.1584,"Alanine, aspartate and glutamate metabolism","Released","Consumed","Consumed"
"MS51-27","OSRC2","N-acetylglutamate",-1579716066.66631,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-27","OSRC2","N-acetylneuramic acid",394895170.286047,"Not assigned","Released","Released","Consumed"
"MS51-27","OSRC2","oleic acid",-1818586603.92279,"Not assigned","Consumed","Consumed","Consumed"
"MS51-27","OSRC2","ornithine",-11164417354.6299,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-27","OSRC2","orotate",-794547238.961648,"Pyrimidine metabolism","Consumed","Released","Released"
"MS51-27","OSRC2","palmitate",-3374407854.88637,"Fatty acid biosynthesis","Consumed","Consumed","Consumed"
"MS51-27","OSRC2","pantothenate",-684725069.674596,"Vitamin digestion and absorption","Consumed","Consumed","Consumed"
"MS51-27","OSRC2","phenylalanine",-42664703565.3594,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-27","OSRC2","phosphocholine",-2254920039.38587,"Not assigned","Released","Consumed","Consumed"
"MS51-27","OSRC2","proline",-160000717503.101,"Amino acid metabolism","Consumed","Released","Released"
"MS51-27","OSRC2","propionylcarnitine",-3171807622.34636,"Fatty acyl carnitines","Released","Consumed","Consumed"
"MS51-27","OSRC2","pyroglutamic-acid",70983297095.9029,"Glutathione metabolism","Consumed","Released","Consumed"
"MS51-27","OSRC2","pyruvate",-30955168726.267,"Glycolysis / Gluconeogenesis","Released","Released","Released"
"MS51-27","OSRC2","serine",396832177.359416,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-27","OSRC2","stearic acid",-5154852717.95616,"Fatty acid biosynthesis","Consumed","Consumed","Consumed"
"MS51-27","OSRC2","succinate",9662811673.93608,"Citrate cycle (TCA cycle)","Consumed","Consumed","Consumed"
"MS51-27","OSRC2","succinyladenosine",82089583.1342866,"Not assigned","Consumed","Consumed","Consumed"
"MS51-27","OSRC2","taurine",-8303487909.33181,"Not assigned","Consumed","Released","Consumed"
"MS51-27","OSRC2","threonine",23335249839.1064,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-27","OSRC2","tryptophan",-18984539912.8698,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-27","OSRC2","tyrosine",-23870521905.6409,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-27","OSRC2","uric acid",34094077693.018,"Purine metabolism","Released","Consumed","Consumed"
"MS51-27","OSRC2","valine",29084518274.0169,"Valine, leucine and isoleucine biosynthesis","Released","Consumed","Consumed"
"MS51-27","OSRC2","xanthine",4981654719.62892,"Purine metabolism","Consumed","Released","Released"
"MS51-28","OSRC2","2-hydroxyglutarate",7007395645.8558,"Citrate cycle (TCA cycle)","Consumed","Released","Released"
"MS51-28","OSRC2","2-ketoglutarate",-2525310573.68838,"Citrate cycle (TCA cycle)","Consumed","Released","Released"
"MS51-28","OSRC2","3-Dehydro-L-threonate",-30952324005.1681,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-28","OSRC2","acetylcarnitine",-408114545906.421,"Fatty acyl carnitines","Released","Consumed","Consumed"
"MS51-28","OSRC2","acetylcholine",-609942825.795101,"Glycerophospholipid metabolism","Released","Consumed","Consumed"
"MS51-28","OSRC2","acetylornithine",3765480144.98317,"Arginine and proline metabolism","Consumed","Released","Released"
"MS51-28","OSRC2","aconitate",-4875434139.53031,"Citrate cycle (TCA cycle)","Consumed","Consumed","Consumed"
"MS51-28","OSRC2","alanine",-90726552249.6878,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-28","OSRC2","arginine",292035308444.291,"Amino acid metabolism","Released","Released","Released"
"MS51-28","OSRC2","asparagine",6178291079.23578,"Amino acid metabolism","Released","Released","Released"
"MS51-28","OSRC2","aspartate",-12064410957.5874,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-28","OSRC2","betaine",-22994510635.1402,"Not assigned","Released","Released","Released"
"MS51-28","OSRC2","butyryl-carnitine",-8676503572.42938,"Fatty acyl carnitines","Released","Consumed","Consumed"
"MS51-28","OSRC2","carbamoyl phosphate",-375223873.25377,"Purine metabolism","Released","Released","Released"
"MS51-28","OSRC2","carnitine",69019012499.955,"Fatty acyl carnitines","Consumed","Released","Consumed"
"MS51-28","OSRC2","citrulline",8289080169.24859,"Arginine and proline metabolism","Consumed","Consumed","Consumed"
"MS51-28","OSRC2","creatine",201487191689.458,NA,NA,NA,NA
"MS51-28","OSRC2","creatinine",-10611376766.6786,"Arginine and proline metabolism","Released","Released","Released"
"MS51-28","OSRC2","cystine",-6507604597.70082,"Cysteine and methionine metabolism","Released","Consumed","Consumed"
"MS51-28","OSRC2","dihydroorotate",-91192522.4473759,"Pyrimidine metabolism","Released","Released","Released"
"MS51-28","OSRC2","fumarate",-2429926821.43803,"Citrate cycle (TCA cycle)","Released","Consumed","Released"
"MS51-28","OSRC2","gluconate",-7878931947.41419,"Pentose phosphate pathway","Released","Consumed","Consumed"
"MS51-28","OSRC2","glucose",-7602300029.56158,"Glycolysis / Gluconeogenesis","Released","Consumed","Consumed"
"MS51-28","OSRC2","glutamate",-29988875066.5798,"Amino acid metabolism","Consumed","Released","Released"
"MS51-28","OSRC2","glutamine",429343493186.846,"Amino acid metabolism","Consumed","Released","Released"
"MS51-28","OSRC2","glycerylphosphorylcholine",3258326822.24491,"Not assigned","Consumed","Released","Consumed"
"MS51-28","OSRC2","glycine",-303976034.774534,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-28","OSRC2","histidine",69442791057.158,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-28","OSRC2","hydroxyphenyllactic acid",459628387.749313,"Not assigned","Consumed","Consumed","Consumed"
"MS51-28","OSRC2","hydroxyphenylpyruvate",-186138087.421313,"Not assigned","Released","Consumed","Consumed"
"MS51-28","OSRC2","hydroxyproline",2072371363.08847,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-28","OSRC2","hypoxanthine",-141739359.533745,"Purine metabolism","Released","Released","Consumed"
"MS51-28","OSRC2","isovalerylcarnitine",78402169.773802,"Fatty acyl carnitines","Released","Consumed","Consumed"
"MS51-28","OSRC2","KMV+KIC",-12761978169.8873,"Valine, leucine and isoleucine biosynthesis","Released","Released","Consumed"
"MS51-28","OSRC2","lactate",-358948260074.693,"Glycolysis / Gluconeogenesis","Released","Consumed","Released"
"MS51-28","OSRC2","leucine+isoleucine",50570765015.5507,"Valine, leucine and isoleucine biosynthesis","Released","Consumed","Consumed"
"MS51-28","OSRC2","linoleic acid",-6070365.57134073,"Fatty acid biosynthesis","Released","Consumed","Consumed"
"MS51-28","OSRC2","lysine",81669171463.5501,"Amino acid metabolism","Released","Consumed","Released"
"MS51-28","OSRC2","malate",-31302828329.7463,"Citrate cycle (TCA cycle)","Released","Consumed","Consumed"
"MS51-28","OSRC2","methionine",-27815511828.7344,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-28","OSRC2","methylarginine",9915034630.65907,"Amino acid metabolism","Released","Released","Released"
"MS51-28","OSRC2","methylaspartate",-29483735725.9658,"Not assigned","Consumed","Released","Released"
"MS51-28","OSRC2","myo-inositol",1925717684.13305,"Not assigned","Consumed","Released","Released"
"MS51-28","OSRC2","N-acetylaspartate",-58059073535.2411,"Alanine, aspartate and glutamate metabolism","Released","Consumed","Consumed"
"MS51-28","OSRC2","N-acetylglutamate",-1490079453.85408,"Amino acid metabolism","Released","Consumed","Consumed"
