feature,term,UniqueGene
HMDB0000031,Xenobiotics Metabolism,In multiple Pathways
HMDB0001457,ROS Detoxification,In multiple Pathways
HMDB0001457,Sugar Degradation,In multiple Pathways
HMDB0001457,Eicosanoid Metabolism,In multiple Pathways
HMDB0001457,Steroid Metabolism,In multiple Pathways
HMDB0001457,Xenobiotics Metabolism,In multiple Pathways
HMDB0006893,ROS Detoxification,In multiple Pathways
HMDB0006893,Sugar Degradation,In multiple Pathways
HMDB0006893,Eicosanoid Metabolism,In multiple Pathways
HMDB0006893,Steroid Metabolism,In multiple Pathways
HMDB0006893,Xenobiotics Metabolism,In multiple Pathways
HMDB0062572,ROS Detoxification,In multiple Pathways
HMDB0062572,Sugar Degradation,In multiple Pathways
HMDB0062572,Eicosanoid Metabolism,In multiple Pathways
HMDB0062572,Steroid Metabolism,In multiple Pathways
HMDB0062572,Xenobiotics Metabolism,In multiple Pathways
HMDB0001231,ROS Detoxification,In multiple Pathways
HMDB0001231,Sugar Degradation,In multiple Pathways
HMDB0001231,Eicosanoid Metabolism,In multiple Pathways
HMDB0001231,Steroid Metabolism,In multiple Pathways
HMDB0001231,Xenobiotics Metabolism,In multiple Pathways
HMDB0012455,Sugar Degradation,In multiple Pathways
HMDB0012455,Eicosanoid Metabolism,In multiple Pathways
HMDB0012455,Steroid Metabolism,In multiple Pathways
HMDB0000053,Steroid Metabolism,In multiple Pathways
HMDB0000053,Bile Acid Biosynthesis,In multiple Pathways
HMDB0001993,Steroid Metabolism,In multiple Pathways
HMDB0000899,Bile Acid Biosynthesis,In multiple Pathways
HMDB0000122,GABA shunt,In multiple Pathways
HMDB0006961,GABA shunt,In multiple Pathways
HMDB0006213,GABA shunt,In multiple Pathways
HMDB0001167,GABA shunt,In multiple Pathways
HMDB0001851,GABA shunt,In multiple Pathways
HMDB0000646,GABA shunt,In multiple Pathways
HMDB0006458,GABA shunt,In multiple Pathways
HMDB0001881,GABA shunt,In multiple Pathways
HMDB0000247,GABA shunt,In multiple Pathways
HMDB0001149,Porphyrin and Heme Metabolism,Unique
HMDB0001022,Porphyrin and Heme Metabolism,Unique
HMDB0000123,Porphyrin and Heme Metabolism,Unique
HMDB0000115,Arginine and Proline Metabolism,In multiple Pathways
HMDB0000115,Glutamate metabolism,In multiple Pathways
HMDB0001228,Arginine and Proline Metabolism,In multiple Pathways
HMDB0001228,Glutamate metabolism,In multiple Pathways
HMDB0000190,Arginine and Proline Metabolism,In multiple Pathways
HMDB0000190,Glutamate metabolism,In multiple Pathways
HMDB0002104,Arginine and Proline Metabolism,In multiple Pathways
HMDB0002104,Glutamate metabolism,In multiple Pathways
HMDB0003052,Arginine and Proline Metabolism,In multiple Pathways
HMDB0003052,Glutamate metabolism,In multiple Pathways
HMDB0003344,Arginine and Proline Metabolism,In multiple Pathways
HMDB0003344,Glutamate metabolism,In multiple Pathways
HMDB0000148,Arginine and Proline Metabolism,In multiple Pathways
HMDB0000148,Glutamate metabolism,In multiple Pathways
HMDB0003344,Xenobiotics Metabolism,In multiple Pathways
HMDB0003344,"Fatty Acids Oxidation, peroxisomal",In multiple Pathways
HMDB0003344,Ethanol Metabolism,In multiple Pathways
HMDB0003344,ROS Detoxification,In multiple Pathways
HMDB0000190,Xenobiotics Metabolism,In multiple Pathways
HMDB0000190,"Fatty Acids Oxidation, peroxisomal",In multiple Pathways
HMDB0000190,Ethanol Metabolism,In multiple Pathways
HMDB0000190,ROS Detoxification,In multiple Pathways
HMDB0001190,Xenobiotics Metabolism,In multiple Pathways
HMDB0001190,"Fatty Acids Oxidation, peroxisomal",In multiple Pathways
HMDB0001190,Ethanol Metabolism,In multiple Pathways
HMDB0001190,ROS Detoxification,In multiple Pathways
HMDB0004226,Xenobiotics Metabolism,In multiple Pathways
HMDB0004226,"Fatty Acids Oxidation, peroxisomal",In multiple Pathways
HMDB0004226,Ethanol Metabolism,In multiple Pathways
HMDB0004226,ROS Detoxification,In multiple Pathways
HMDB0002024,Xenobiotics Metabolism,In multiple Pathways
HMDB0002024,"Fatty Acids Oxidation, peroxisomal",In multiple Pathways
HMDB0002024,Ethanol Metabolism,In multiple Pathways
HMDB0002024,ROS Detoxification,In multiple Pathways
HMDB0000056,Xenobiotics Metabolism,In multiple Pathways
HMDB0000056,"Fatty Acids Oxidation, peroxisomal",In multiple Pathways
HMDB0000056,Ethanol Metabolism,In multiple Pathways
HMDB0000056,ROS Detoxification,In multiple Pathways
HMDB0006355,Xenobiotics Metabolism,In multiple Pathways
HMDB0006355,"Fatty Acids Oxidation, peroxisomal",In multiple Pathways
HMDB0006355,Ethanol Metabolism,In multiple Pathways
HMDB0006355,ROS Detoxification,In multiple Pathways
HMDB0003905,Xenobiotics Metabolism,In multiple Pathways
HMDB0003905,"Fatty Acids Oxidation, peroxisomal",In multiple Pathways
HMDB0003905,Ethanol Metabolism,In multiple Pathways
HMDB0003905,ROS Detoxification,In multiple Pathways
HMDB0001311,Xenobiotics Metabolism,In multiple Pathways
HMDB0001311,"Fatty Acids Oxidation, peroxisomal",In multiple Pathways
HMDB0001311,Ethanol Metabolism,In multiple Pathways
HMDB0001311,ROS Detoxification,In multiple Pathways
HMDB0000663,Xenobiotics Metabolism,In multiple Pathways
HMDB0000663,"Fatty Acids Oxidation, peroxisomal",In multiple Pathways
HMDB0000663,Ethanol Metabolism,In multiple Pathways
HMDB0000663,ROS Detoxification,In multiple Pathways
HMDB0003681,Xenobiotics Metabolism,In multiple Pathways
HMDB0003681,"Fatty Acids Oxidation, peroxisomal",In multiple Pathways
HMDB0003681,Ethanol Metabolism,In multiple Pathways
HMDB0003681,ROS Detoxification,In multiple Pathways
HMDB0000115,Xenobiotics Metabolism,In multiple Pathways
HMDB0000115,"Fatty Acids Oxidation, peroxisomal",In multiple Pathways
HMDB0000115,Ethanol Metabolism,In multiple Pathways
HMDB0000115,ROS Detoxification,In multiple Pathways
HMDB0000042,Xenobiotics Metabolism,In multiple Pathways
HMDB0000042,"Fatty Acids Oxidation, peroxisomal",In multiple Pathways
HMDB0000042,Ethanol Metabolism,In multiple Pathways
HMDB0000042,ROS Detoxification,In multiple Pathways
HMDB0001852,Xenobiotics Metabolism,In multiple Pathways
HMDB0001852,"Fatty Acids Oxidation, peroxisomal",In multiple Pathways
HMDB0001852,Ethanol Metabolism,In multiple Pathways
HMDB0001852,ROS Detoxification,In multiple Pathways
HMDB0000197,Xenobiotics Metabolism,In multiple Pathways
HMDB0000197,"Fatty Acids Oxidation, peroxisomal",In multiple Pathways
HMDB0000197,Ethanol Metabolism,In multiple Pathways
HMDB0000197,ROS Detoxification,In multiple Pathways
HMDB0001190,Retinol Metabolism,Unique
HMDB0004226,Retinol Metabolism,Unique
HMDB0000115,Retinol Metabolism,Unique
HMDB0000990,Retinol Metabolism,Unique
HMDB0006355,Retinol Metabolism,Unique
HMDB0000042,Retinol Metabolism,Unique
HMDB0000190,Retinol Metabolism,Unique
HMDB0006458,Retinol Metabolism,Unique
HMDB0000197,Retinol Metabolism,Unique
HMDB0003344,Retinol Metabolism,Unique
HMDB0001311,Retinol Metabolism,Unique
HMDB0003052,Retinol Metabolism,Unique
HMDB0003681,Retinol Metabolism,Unique
HMDB0000663,Retinol Metabolism,Unique
HMDB0001358,Retinol Metabolism,Unique
HMDB0001852,Retinol Metabolism,Unique
HMDB0003905,Retinol Metabolism,Unique
HMDB0000056,Retinol Metabolism,Unique
HMDB0002024,Retinol Metabolism,Unique
HMDB0006236,Retinol Metabolism,Unique
HMDB0001336,Retinol Metabolism,Unique
HMDB0000291,Retinol Metabolism,Unique
HMDB0006242,Retinol Metabolism,Unique
HMDB0000209,Retinol Metabolism,Unique
HMDB0000118,Retinol Metabolism,Unique
HMDB0003767,Retinol Metabolism,Unique
HMDB0005175,Retinol Metabolism,Unique
HMDB0002820,Retinol Metabolism,Unique
HMDB0000020,Retinol Metabolism,Unique
HMDB0003791,Retinol Metabolism,Unique
HMDB0006059,Citric Acid Cycle,In multiple Pathways
HMDB0006059,Ethanol Metabolism,In multiple Pathways
HMDB0006059,Xenobiotics Metabolism,In multiple Pathways
HMDB0000359,Citric Acid Cycle,In multiple Pathways
HMDB0000359,Ethanol Metabolism,In multiple Pathways
HMDB0000359,Xenobiotics Metabolism,In multiple Pathways
HMDB0001190,Citric Acid Cycle,In multiple Pathways
HMDB0001051,Citric Acid Cycle,In multiple Pathways
HMDB0001051,Ethanol Metabolism,In multiple Pathways
HMDB0000139,Citric Acid Cycle,In multiple Pathways
HMDB0000139,Ethanol Metabolism,In multiple Pathways
HMDB0000139,Xenobiotics Metabolism,In multiple Pathways
HMDB0000990,Citric Acid Cycle,In multiple Pathways
HMDB0000115,Citric Acid Cycle,In multiple Pathways
HMDB0001172,Citric Acid Cycle,In multiple Pathways
HMDB0001172,Ethanol Metabolism,In multiple Pathways
HMDB0001172,Xenobiotics Metabolism,In multiple Pathways
HMDB0000601,Citric Acid Cycle,In multiple Pathways
HMDB0000601,Ethanol Metabolism,In multiple Pathways
HMDB0000601,Xenobiotics Metabolism,In multiple Pathways
HMDB0000763,Citric Acid Cycle,In multiple Pathways
HMDB0000763,Ethanol Metabolism,In multiple Pathways
HMDB0000763,Xenobiotics Metabolism,In multiple Pathways
HMDB0003344,Citric Acid Cycle,In multiple Pathways
HMDB0000190,Citric Acid Cycle,In multiple Pathways
HMDB0004073,Citric Acid Cycle,In multiple Pathways
HMDB0004073,Ethanol Metabolism,In multiple Pathways
HMDB0004073,Xenobiotics Metabolism,In multiple Pathways
HMDB0000056,Citric Acid Cycle,In multiple Pathways
HMDB0003052,Citric Acid Cycle,In multiple Pathways
HMDB0000202,Citric Acid Cycle,In multiple Pathways
HMDB0000202,Ethanol Metabolism,In multiple Pathways
HMDB0000202,Xenobiotics Metabolism,In multiple Pathways
HMDB0012641,Citric Acid Cycle,In multiple Pathways
HMDB0000197,Citric Acid Cycle,In multiple Pathways
HMDB0006894,Citric Acid Cycle,In multiple Pathways
HMDB0000972,Folate Metabolism,Unique
HMDB0001846,Folate Metabolism,Unique
HMDB0003052,Histidine Metabolism,In multiple Pathways
HMDB0003052,Lysine Metabolism,In multiple Pathways
HMDB0003052,Tryptophan metabolism,In multiple Pathways
HMDB0003052,"Valine, Leucine and Isoleucine Metabolism",In multiple Pathways
HMDB0001172,ROS Detoxification,In multiple Pathways
HMDB0001172,"Fatty Acids Oxidation, mitochondrial",In multiple Pathways
HMDB0001172,Histidine Metabolism,In multiple Pathways
HMDB0001172,Lysine Metabolism,In multiple Pathways
HMDB0001172,Tryptophan metabolism,In multiple Pathways
HMDB0001172,"Valine, Leucine and Isoleucine Metabolism",In multiple Pathways
HMDB0001051,"Fatty Acids Oxidation, mitochondrial",In multiple Pathways
HMDB0001051,Histidine Metabolism,In multiple Pathways
HMDB0001051,Lysine Metabolism,In multiple Pathways
HMDB0001051,Tryptophan metabolism,In multiple Pathways
HMDB0001051,"Valine, Leucine and Isoleucine Metabolism",In multiple Pathways
HMDB0001190,"Fatty Acids Oxidation, mitochondrial",In multiple Pathways
HMDB0001190,Histidine Metabolism,In multiple Pathways
HMDB0001190,Lysine Metabolism,In multiple Pathways
HMDB0001190,Tryptophan metabolism,In multiple Pathways
HMDB0001190,"Valine, Leucine and Isoleucine Metabolism",In multiple Pathways
HMDB0000763,ROS Detoxification,In multiple Pathways
HMDB0000763,"Fatty Acids Oxidation, mitochondrial",In multiple Pathways
HMDB0000763,Histidine Metabolism,In multiple Pathways
HMDB0000763,Lysine Metabolism,In multiple Pathways
HMDB0000763,Tryptophan metabolism,In multiple Pathways
HMDB0000763,"Valine, Leucine and Isoleucine Metabolism",In multiple Pathways
HMDB0000115,"Fatty Acids Oxidation, mitochondrial",In multiple Pathways
HMDB0000115,Histidine Metabolism,In multiple Pathways
HMDB0000115,Lysine Metabolism,In multiple Pathways
HMDB0000115,Tryptophan metabolism,In multiple Pathways
HMDB0000115,"Valine, Leucine and Isoleucine Metabolism",In multiple Pathways
HMDB0000202,ROS Detoxification,In multiple Pathways
HMDB0000202,"Fatty Acids Oxidation, mitochondrial",In multiple Pathways
HMDB0000202,Histidine Metabolism,In multiple Pathways
HMDB0000202,Lysine Metabolism,In multiple Pathways
HMDB0000202,Tryptophan metabolism,In multiple Pathways
HMDB0000202,"Valine, Leucine and Isoleucine Metabolism",In multiple Pathways
HMDB0000139,ROS Detoxification,In multiple Pathways
HMDB0000139,"Fatty Acids Oxidation, mitochondrial",In multiple Pathways
HMDB0000139,Histidine Metabolism,In multiple Pathways
HMDB0000139,Lysine Metabolism,In multiple Pathways
HMDB0000139,Tryptophan metabolism,In multiple Pathways
HMDB0000139,"Valine, Leucine and Isoleucine Metabolism",In multiple Pathways
HMDB0000359,ROS Detoxification,In multiple Pathways
HMDB0000359,"Fatty Acids Oxidation, mitochondrial",In multiple Pathways
HMDB0000359,Histidine Metabolism,In multiple Pathways
HMDB0000359,Lysine Metabolism,In multiple Pathways
HMDB0000359,Tryptophan metabolism,In multiple Pathways
HMDB0000359,"Valine, Leucine and Isoleucine Metabolism",In multiple Pathways
HMDB0000990,Histidine Metabolism,In multiple Pathways
HMDB0000990,Lysine Metabolism,In multiple Pathways
HMDB0000990,Tryptophan metabolism,In multiple Pathways
HMDB0000990,"Valine, Leucine and Isoleucine Metabolism",In multiple Pathways
HMDB0000056,"Fatty Acids Oxidation, mitochondrial",In multiple Pathways
HMDB0000056,Histidine Metabolism,In multiple Pathways
HMDB0000056,Lysine Metabolism,In multiple Pathways
HMDB0000056,Tryptophan metabolism,In multiple Pathways
HMDB0000056,"Valine, Leucine and Isoleucine Metabolism",In multiple Pathways
HMDB0006894,Histidine Metabolism,In multiple Pathways
HMDB0006894,Lysine Metabolism,In multiple Pathways
HMDB0006894,Tryptophan metabolism,In multiple Pathways
HMDB0006894,"Valine, Leucine and Isoleucine Metabolism",In multiple Pathways
HMDB0012641,Histidine Metabolism,In multiple Pathways
HMDB0012641,Lysine Metabolism,In multiple Pathways
HMDB0012641,Tryptophan metabolism,In multiple Pathways
HMDB0012641,"Valine, Leucine and Isoleucine Metabolism",In multiple Pathways
HMDB0004073,ROS Detoxification,In multiple Pathways
HMDB0004073,"Fatty Acids Oxidation, mitochondrial",In multiple Pathways
HMDB0004073,Histidine Metabolism,In multiple Pathways
HMDB0004073,Lysine Metabolism,In multiple Pathways
HMDB0004073,Tryptophan metabolism,In multiple Pathways
HMDB0004073,"Valine, Leucine and Isoleucine Metabolism",In multiple Pathways
HMDB0000197,"Fatty Acids Oxidation, mitochondrial",In multiple Pathways
HMDB0000197,Histidine Metabolism,In multiple Pathways
HMDB0000197,Lysine Metabolism,In multiple Pathways
HMDB0000197,Tryptophan metabolism,In multiple Pathways
HMDB0000197,"Valine, Leucine and Isoleucine Metabolism",In multiple Pathways
HMDB0003344,"Fatty Acids Oxidation, mitochondrial",In multiple Pathways
HMDB0003344,Histidine Metabolism,In multiple Pathways
HMDB0003344,Lysine Metabolism,In multiple Pathways
HMDB0003344,Tryptophan metabolism,In multiple Pathways
HMDB0003344,"Valine, Leucine and Isoleucine Metabolism",In multiple Pathways
HMDB0000601,ROS Detoxification,In multiple Pathways
HMDB0000601,"Fatty Acids Oxidation, mitochondrial",In multiple Pathways
HMDB0000601,Histidine Metabolism,In multiple Pathways
HMDB0000601,Lysine Metabolism,In multiple Pathways
HMDB0000601,Tryptophan metabolism,In multiple Pathways
HMDB0000601,"Valine, Leucine and Isoleucine Metabolism",In multiple Pathways
HMDB0006059,ROS Detoxification,In multiple Pathways
HMDB0006059,"Fatty Acids Oxidation, mitochondrial",In multiple Pathways
HMDB0006059,Histidine Metabolism,In multiple Pathways
HMDB0006059,Lysine Metabolism,In multiple Pathways
HMDB0006059,Tryptophan metabolism,In multiple Pathways
HMDB0006059,"Valine, Leucine and Isoleucine Metabolism",In multiple Pathways
HMDB0000042,"Fatty Acids Oxidation, mitochondrial",In multiple Pathways
HMDB0000042,Histidine Metabolism,In multiple Pathways
HMDB0000042,Lysine Metabolism,In multiple Pathways
HMDB0000042,Tryptophan metabolism,In multiple Pathways
HMDB0000042,"Valine, Leucine and Isoleucine Metabolism",In multiple Pathways
HMDB0000190,"Fatty Acids Oxidation, mitochondrial",In multiple Pathways
HMDB0000190,Histidine Metabolism,In multiple Pathways
HMDB0000190,Lysine Metabolism,In multiple Pathways
HMDB0000190,Tryptophan metabolism,In multiple Pathways
HMDB0000190,"Valine, Leucine and Isoleucine Metabolism",In multiple Pathways
HMDB0000291,ROS Detoxification,In multiple Pathways
HMDB0000291,Histidine Metabolism,In multiple Pathways
HMDB0000291,Tyrosine metabolism,In multiple Pathways
HMDB0000291,Phenylalanine metabolism,In multiple Pathways
HMDB0000291,Ethanol Metabolism,In multiple Pathways
HMDB0000291,Xenobiotics Metabolism,In multiple Pathways
HMDB0000190,Tyrosine metabolism,In multiple Pathways
HMDB0000190,Phenylalanine metabolism,In multiple Pathways
HMDB0006458,Histidine Metabolism,In multiple Pathways
HMDB0006458,Phenylalanine metabolism,In multiple Pathways
HMDB0006242,Histidine Metabolism,In multiple Pathways
HMDB0006242,Phenylalanine metabolism,In multiple Pathways
HMDB0006236,ROS Detoxification,In multiple Pathways
HMDB0006236,Histidine Metabolism,In multiple Pathways
HMDB0006236,Tyrosine metabolism,In multiple Pathways
HMDB0006236,Phenylalanine metabolism,In multiple Pathways
HMDB0006236,Ethanol Metabolism,In multiple Pathways
HMDB0006236,Xenobiotics Metabolism,In multiple Pathways
HMDB0003791,Histidine Metabolism,In multiple Pathways
HMDB0003791,Tyrosine metabolism,In multiple Pathways
HMDB0003791,Phenylalanine metabolism,In multiple Pathways
HMDB0003791,Ethanol Metabolism,In multiple Pathways
HMDB0006059,Tyrosine metabolism,In multiple Pathways
HMDB0006059,Phenylalanine metabolism,In multiple Pathways
HMDB0000209,ROS Detoxification,In multiple Pathways
HMDB0000209,Histidine Metabolism,In multiple Pathways
HMDB0000209,Tyrosine metabolism,In multiple Pathways
HMDB0000209,Phenylalanine metabolism,In multiple Pathways
HMDB0000209,Ethanol Metabolism,In multiple Pathways
HMDB0000209,Xenobiotics Metabolism,In multiple Pathways
HMDB0000042,Tyrosine metabolism,In multiple Pathways
HMDB0000042,Phenylalanine metabolism,In multiple Pathways
HMDB0000990,Phenylalanine metabolism,In multiple Pathways
HMDB0003344,Tyrosine metabolism,In multiple Pathways
HMDB0003344,Phenylalanine metabolism,In multiple Pathways
HMDB0003052,Phenylalanine metabolism,In multiple Pathways
HMDB0000118,ROS Detoxification,In multiple Pathways
HMDB0000118,Histidine Metabolism,In multiple Pathways
HMDB0000118,Tyrosine metabolism,In multiple Pathways
HMDB0000118,Phenylalanine metabolism,In multiple Pathways
HMDB0000118,Ethanol Metabolism,In multiple Pathways
HMDB0000118,Xenobiotics Metabolism,In multiple Pathways
HMDB0012641,Phenylalanine metabolism,In multiple Pathways
HMDB0001311,Histidine Metabolism,In multiple Pathways
HMDB0001311,Tyrosine metabolism,In multiple Pathways
HMDB0001311,Phenylalanine metabolism,In multiple Pathways
HMDB0001336,ROS Detoxification,In multiple Pathways
HMDB0001336,Histidine Metabolism,In multiple Pathways
HMDB0001336,Tyrosine metabolism,In multiple Pathways
HMDB0001336,Phenylalanine metabolism,In multiple Pathways
HMDB0001336,Ethanol Metabolism,In multiple Pathways
HMDB0001336,Xenobiotics Metabolism,In multiple Pathways
HMDB0005175,ROS Detoxification,In multiple Pathways
HMDB0005175,Histidine Metabolism,In multiple Pathways
HMDB0005175,Tyrosine metabolism,In multiple Pathways
HMDB0005175,Phenylalanine metabolism,In multiple Pathways
HMDB0005175,Ethanol Metabolism,In multiple Pathways
HMDB0005175,Xenobiotics Metabolism,In multiple Pathways
HMDB0002820,ROS Detoxification,In multiple Pathways
HMDB0002820,Histidine Metabolism,In multiple Pathways
HMDB0002820,Tyrosine metabolism,In multiple Pathways
HMDB0002820,Phenylalanine metabolism,In multiple Pathways
HMDB0002820,Ethanol Metabolism,In multiple Pathways
HMDB0002820,Xenobiotics Metabolism,In multiple Pathways
HMDB0006355,Histidine Metabolism,In multiple Pathways
HMDB0006355,Tyrosine metabolism,In multiple Pathways
HMDB0006355,Phenylalanine metabolism,In multiple Pathways
HMDB0000115,Tyrosine metabolism,In multiple Pathways
HMDB0000115,Phenylalanine metabolism,In multiple Pathways
HMDB0003767,ROS Detoxification,In multiple Pathways
HMDB0003767,Histidine Metabolism,In multiple Pathways
HMDB0003767,Tyrosine metabolism,In multiple Pathways
HMDB0003767,Phenylalanine metabolism,In multiple Pathways
HMDB0003767,Ethanol Metabolism,In multiple Pathways
HMDB0003767,Xenobiotics Metabolism,In multiple Pathways
HMDB0000020,ROS Detoxification,In multiple Pathways
HMDB0000020,Histidine Metabolism,In multiple Pathways
HMDB0000020,Tyrosine metabolism,In multiple Pathways
HMDB0000020,Phenylalanine metabolism,In multiple Pathways
HMDB0000020,Ethanol Metabolism,In multiple Pathways
HMDB0000020,Xenobiotics Metabolism,In multiple Pathways
HMDB0000601,Tyrosine metabolism,In multiple Pathways
HMDB0000601,Phenylalanine metabolism,In multiple Pathways
HMDB0000663,Histidine Metabolism,In multiple Pathways
HMDB0000663,Tyrosine metabolism,In multiple Pathways
HMDB0000663,Phenylalanine metabolism,In multiple Pathways
HMDB0001958,Fatty Acid Metabolism,Unique
HMDB0006059,Fatty Acid Metabolism,Unique
HMDB0001051,Fatty Acid Metabolism,Unique
HMDB0003344,Fatty Acid Metabolism,Unique
HMDB0001190,Fatty Acid Metabolism,Unique
HMDB0004226,Fatty Acid Metabolism,Unique
HMDB0000139,Fatty Acid Metabolism,Unique
HMDB0000990,Fatty Acid Metabolism,Unique
HMDB0000042,Fatty Acid Metabolism,Unique
HMDB0000115,Fatty Acid Metabolism,Unique
HMDB0006355,Fatty Acid Metabolism,Unique
HMDB0000359,Fatty Acid Metabolism,Unique
HMDB0000663,Fatty Acid Metabolism,Unique
HMDB0003905,Fatty Acid Metabolism,Unique
HMDB0000202,Fatty Acid Metabolism,Unique
HMDB0006458,Fatty Acid Metabolism,Unique
HMDB0001172,Fatty Acid Metabolism,Unique
HMDB0000763,Fatty Acid Metabolism,Unique
HMDB0001311,Fatty Acid Metabolism,Unique
HMDB0003052,Fatty Acid Metabolism,Unique
HMDB0000197,Fatty Acid Metabolism,Unique
HMDB0000056,Fatty Acid Metabolism,Unique
HMDB0002024,Fatty Acid Metabolism,Unique
HMDB0000190,Fatty Acid Metabolism,Unique
HMDB0004073,Fatty Acid Metabolism,Unique
HMDB0006894,Fatty Acid Metabolism,Unique
HMDB0012641,Fatty Acid Metabolism,Unique
HMDB0003681,Fatty Acid Metabolism,Unique
HMDB0000148,GABA shunt,In multiple Pathways
HMDB0000148,Citric Acid Cycle,In multiple Pathways
HMDB0000115,GABA shunt,In multiple Pathways
HMDB0000197,GABA shunt,In multiple Pathways
HMDB0000197,Glutamate metabolism,In multiple Pathways
HMDB0000197,Arginine and Proline Metabolism,In multiple Pathways
HMDB0001301,GABA shunt,In multiple Pathways
HMDB0001301,Glutamate metabolism,In multiple Pathways
HMDB0001301,Citric Acid Cycle,In multiple Pathways
HMDB0001301,Arginine and Proline Metabolism,In multiple Pathways
HMDB0062752,GABA shunt,In multiple Pathways
HMDB0062752,Glutamate metabolism,In multiple Pathways
HMDB0062752,Citric Acid Cycle,In multiple Pathways
HMDB0062752,Arginine and Proline Metabolism,In multiple Pathways
HMDB0002104,GABA shunt,In multiple Pathways
HMDB0002104,Citric Acid Cycle,In multiple Pathways
HMDB0001190,GABA shunt,In multiple Pathways
HMDB0001190,Glutamate metabolism,In multiple Pathways
HMDB0001190,Arginine and Proline Metabolism,In multiple Pathways
HMDB0062585,GABA shunt,In multiple Pathways
HMDB0062585,Glutamate metabolism,In multiple Pathways
HMDB0062585,Citric Acid Cycle,In multiple Pathways
HMDB0062585,Arginine and Proline Metabolism,In multiple Pathways
HMDB0003344,GABA shunt,In multiple Pathways
HMDB0000190,GABA shunt,In multiple Pathways
HMDB0006556,GABA shunt,In multiple Pathways
HMDB0006556,Glutamate metabolism,In multiple Pathways
HMDB0006556,Citric Acid Cycle,In multiple Pathways
HMDB0006556,Arginine and Proline Metabolism,In multiple Pathways
HMDB0003052,GABA shunt,In multiple Pathways
HMDB0001259,GABA shunt,In multiple Pathways
HMDB0001259,Citric Acid Cycle,In multiple Pathways
HMDB0000254,GABA shunt,In multiple Pathways
HMDB0000254,Citric Acid Cycle,In multiple Pathways
HMDB0003344,Pyrimidine Metabolism,In multiple Pathways
HMDB0003052,Pyrimidine Metabolism,In multiple Pathways
HMDB0000115,Pyrimidine Metabolism,In multiple Pathways
HMDB0000190,Pyrimidine Metabolism,In multiple Pathways
HMDB0001275,Pyrimidine Metabolism,In multiple Pathways
HMDB0001172,Pyrimidine Metabolism,In multiple Pathways
HMDB0001252,Lysine Metabolism,Unique
HMDB0000042,Lysine Metabolism,Unique
HMDB0001051,Lysine Metabolism,Unique
HMDB0003344,Lysine Metabolism,Unique
HMDB0003681,Lysine Metabolism,Unique
HMDB0000510,Lysine Metabolism,Unique
HMDB0001172,Lysine Metabolism,Unique
HMDB0000190,Lysine Metabolism,Unique
HMDB0006059,Lysine Metabolism,Unique
HMDB0003052,Lysine Metabolism,Unique
HMDB0004073,Lysine Metabolism,Unique
HMDB0000115,Lysine Metabolism,Unique
HMDB0000056,Lysine Metabolism,Unique
HMDB0006894,Lysine Metabolism,Unique
HMDB0000043,Lysine Metabolism,Unique
HMDB0001311,Lysine Metabolism,Unique
HMDB0000359,Lysine Metabolism,Unique
HMDB0000202,Lysine Metabolism,Unique
HMDB0002024,Lysine Metabolism,Unique
HMDB0000139,Lysine Metabolism,Unique
HMDB0001190,Lysine Metabolism,Unique
HMDB0006458,Lysine Metabolism,Unique
HMDB0004226,Lysine Metabolism,Unique
HMDB0000763,Lysine Metabolism,Unique
HMDB0000197,Lysine Metabolism,Unique
HMDB0000601,Lysine Metabolism,Unique
HMDB0000990,Lysine Metabolism,Unique
HMDB0003905,Lysine Metabolism,Unique
HMDB0012641,Lysine Metabolism,Unique
HMDB0000139,GABA shunt,Unique
HMDB0000359,GABA shunt,Unique
HMDB0001161,GABA shunt,Unique
HMDB0001051,GABA shunt,Unique
HMDB0006059,GABA shunt,Unique
HMDB0000190,GABA shunt,Unique
HMDB0000197,GABA shunt,Unique
HMDB0000663,GABA shunt,Unique
HMDB0001190,GABA shunt,Unique
HMDB0000042,GABA shunt,Unique
HMDB0003681,GABA shunt,Unique
HMDB0000115,GABA shunt,Unique
HMDB0000763,GABA shunt,Unique
HMDB0002024,GABA shunt,Unique
HMDB0003905,GABA shunt,Unique
HMDB0006355,GABA shunt,Unique
HMDB0000601,GABA shunt,Unique
HMDB0000202,GABA shunt,Unique
HMDB0006894,GABA shunt,Unique
HMDB0004073,GABA shunt,Unique
HMDB0004226,GABA shunt,Unique
HMDB0001080,GABA shunt,Unique
HMDB0003344,GABA shunt,Unique
HMDB0001311,GABA shunt,Unique
HMDB0001473,Glycolysis and Gluconeogenesis,Unique
HMDB0001051,Glycolysis and Gluconeogenesis,Unique
HMDB0006534,Glycolysis and Gluconeogenesis,Unique
HMDB0001112,Glycolysis and Gluconeogenesis,Unique
HMDB0003344,Glycolysis and Gluconeogenesis,Unique
HMDB0001321,Glycolysis and Gluconeogenesis,Unique
HMDB0006328,Glycolysis and Gluconeogenesis,Unique
HMDB0001201,N-Glycan Biosynthesis,Unique
HMDB0001163,N-Glycan Biosynthesis,Unique
HMDB0010204,Eicosanoid Metabolism,Unique
HMDB0001043,Eicosanoid Metabolism,Unique
HMDB0004243,Eicosanoid Metabolism,Unique
HMDB0001337,Eicosanoid Metabolism,Unique
HMDB0003337,Eicosanoid Metabolism,Unique
HMDB0000673,Eicosanoid Metabolism,Unique
