"";"Metabolite";"CAS";"SUPER_PATHWAY";"SUB_PATHWAY";"COMP_ID";"PLATFORM";"RI";"MASS";"PUBCHEM";"KEGG";"HMDB"
"352";"isoleucylisoleucine";"42537-99-5";"Peptide";"Dipeptide";"36761";"LC/MS Pos";"2678";"245.1";NA;NA;NA
"353";"isoleucylmethionine";"42384-14-5";"Peptide";"Dipeptide";"40058";"LC/MS Pos";"2392";"263.2";NA;NA;NA
"354";"isoleucylphenylalanine";"22951-98-0";"Peptide";"Dipeptide";"40067";"LC/MS Pos";"3155";"279.2";"435728";NA;NA
"355";"isoleucylserine";"6403-14-1";"Peptide";"Dipeptide";"40012";"LC/MS Pos";"1472.5";"219.2";NA;NA;NA
"356";"isoleucyltryptophan";"13589-06-5";"Peptide";"Dipeptide";"40079";"LC/MS Pos";"3080";"318.2";"9797038";NA;NA
"357";"isoleucyltyrosine";"38579-21-4";"Peptide";"Dipeptide";"40073";"LC/MS Pos";"2300";"295.2";"342468";NA;NA
"358";"isoleucylvaline";"41017-96-3";"Peptide";"Dipeptide";"40049";"LC/MS Pos";"2202";"231.2";"449407";NA;NA
"359";"isovalerylcarnitine";NA;"Amino acid";"Valine, leucine and isoleucine metabolism";"34407";"LC/MS Pos";"2533";"246.2";"6426851";NA;"HMDB00688"
"360";"kynurenine";"2922-83-0";"Amino acid";"Tryptophan metabolism";"15140";"LC/MS Pos";"1902";"209.1";"161166";"C00328";"HMDB00684"
"361";"lactate";"79-33-4";"Carbohydrate";"Glycolysis, gluconeogenesis, pyruvate metabolism";"527";"GC/MS";"1102.8";"116.9";"107689, 5460161";"C00186";"HMDB00190"
"362";"laurate (12:0)";"143-07-7";"Lipid";"Medium chain fatty acid";"1645";"LC/MS Neg";"5288";"199.3";"3893";"C02679";"HMDB00638"
"363";"laurylcarnitine";NA;"Lipid";"Carnitine metabolism";"34534";"LC/MS Pos";"5066";"344.3";"10427569";NA;"HMDB02250"
"364";"leucine";"61-90-5";"Amino acid";"Valine, leucine and isoleucine metabolism";"60";"LC/MS Pos";"1674";"132.19999999999999";"6106";"C00123";"HMDB00687"
"365";"leucylalanine";"7298-84-2";"Peptide";"Dipeptide";"40010";"LC/MS Pos";"1760";"203.2";"81721";NA;NA
"366";"leucylarginine";"26607-15-8";"Peptide";"Dipeptide";"40028";"LC/MS Pos";"1300";"288.2";"3800205";NA;NA
"367";"leucylasparagine";"14608-81-2";"Peptide";"Dipeptide";"40052";"LC/MS Pos";"1418";"246.2";"4128305";NA;NA
"368";"leucylglutamate";NA;"Peptide";"Dipeptide";"40021";"LC/MS Pos";"1716";"261.2";"5259590, 5259589";NA;NA
"369";"leucylglycine";"686-50-0";"Peptide";"Dipeptide";"40045";"LC/MS Pos";"1800";"189.2";"79070";NA;NA
"370";"leucylhistidine";"38062-72-5";"Peptide";"Dipeptide";"40077";"LC/MS Pos";"1056";"269.2";"341684";NA;NA
"371";"leucylleucine";"3303-31-9";"Peptide";"Dipeptide";"36756";"LC/MS Pos";"3012";"245.1";"94244";"C11332";NA
"372";"leucylmethionine";"36077-39-1";"Peptide";"Dipeptide";"40022";"LC/MS Pos";"2504";"263.2";"118276";NA;NA
"373";"leucylphenylalanine";"3063-05-6";"Peptide";"Dipeptide";"40026";"LC/MS Pos";"3308";"279.2";"259325";NA;NA
"374";"leucylserine";"6209-12-7";"Peptide";"Dipeptide";"40048";"LC/MS Pos";"1519.7";"219.2";"3621685";NA;NA
"375";"leucyltryptophan";"5156-22-9";"Peptide";"Dipeptide";"40034";"LC/MS Pos";"3216";"318.2";"329275";NA;NA
"376";"leucyltyrosine";"968-21-8";"Peptide";"Dipeptide";"40030";"LC/MS Pos";"2413";"295.2";"273262";NA;NA
"377";"lidocaine";"137-58-6";"Xenobiotics";"Drug";"35661";"LC/MS Pos";"2761";"235.2";"3676";"D00358";NA
"378";"linoleate (18:2n6)";"60-33-3";"Lipid";"Essential fatty acid";"1105";"LC/MS Neg";"5533";"279.3";"5280450";"C01595";"HMDB00673"
"379";"linolenate [alpha or gamma, (18:3n3 or 6)]";NA;"Lipid";"Essential fatty acid";"34035";"LC/MS Neg";"5450";"277.3";NA;"C06427";"HMDB01388"
"380";"lipitor";"134523-03-8";"Xenobiotics";"Drug";"38619";"LC/MS Neg";"5091.5";"557.29999999999995";"60823";"D00887, C06834";"HMDB05006"
"381";"lysine";"56-87-1";"Amino acid";"Lysine metabolism";"1301";"LC/MS Pos";"603";"147.19999999999999";"5962";"C00047";"HMDB00182"
"382";"lysylleucine";"7369-79-1";"Peptide";"Dipeptide";"40020";"LC/MS Pos";"1546";"260.2";"7016103";NA;NA
"383";"lysyllysine";"13184-13-9";"None";"None";"42090";"LC/MS Pos";"533";"138.19999999999999";"4293571";NA;NA
"384";"lysylmethionine";"97729-52-7";"Peptide";"Dipeptide";"41943";"LC/MS Pos";"1013.1";"278.2";NA;NA;NA
"385";"lysyltyrosine";"35978-98-4";"Peptide";"Dipeptide";"42089";"LC/MS Pos";"1310";"310.3";NA;NA;NA
"386";"malate";"6915-15-7";"Energy";"Krebs cycle";"1303";"GC/MS";"1502";"233";"525";"C00149";"HMDB00156"
"387";"malonylcarnitine";NA;"Lipid";"Fatty acid synthesis";"37059";"LC/MS Pos";"980";"248.1";NA;NA;"HMDB02095"
"388";"maltohexaose";"34620-77-4";"Carbohydrate";"Fructose, mannose, galactose, starch, and sucrose metabolism";"35170";"LC/MS Neg";"1224";"989.1";"5288409";"C01936";"HMDB12253"
"389";"maltopentaose";"34620-76-3";"Carbohydrate";"Fructose, mannose, galactose, starch, and sucrose metabolism";"35163";"LC/MS Neg";"1100";"827.1";"3710145";"C06218";"HMDB12254"
"390";"maltose";"6363-53-7";"Carbohydrate";"Fructose, mannose, galactose, starch, and sucrose metabolism";"15804";"GC/MS";"2176.1999999999998";"204.1";"439341";"C00208";"HMDB00163"
"391";"maltotetraose";"34612-38-9";"Carbohydrate";"Oligosaccharide";"15910";"LC/MS Neg";"965";"665.1";"439639, 25147451, 870";"C02052";"HMDB01296"
"392";"maltotriose";"1109-28-0";"Carbohydrate";"Fructose, mannose, galactose, starch, and sucrose metabolism";"15877";"GC/MS";"2419";"204";"439586";"C01835";"HMDB01262"
"393";"mannitol";"69-65-8";"Carbohydrate";"Fructose, mannose, galactose, starch, and sucrose metabolism";"15335";"GC/MS";"1839";"319.10000000000002";"6251";"C00392";"HMDB00765"
"394";"mannose";"3458-28-4";"Carbohydrate";"Fructose, mannose, galactose, starch, and sucrose metabolism";"584";"GC/MS";"1753.5";"203.9";"161658";"C00159";"HMDB00169"
"395";"mannose-6-phosphate";"70442-25-0, 104872-94-8";"Carbohydrate";"Fructose, mannose, galactose, starch, and sucrose metabolism";"1469";"GC/MS";"2004.6";"387.1";NA;"C00275";"HMDB01078"
"396";"margarate (17:0)";"506-12-7";"Lipid";"Long chain fatty acid";"1121";"LC/MS Neg";"5733";"269.3";"10465";NA;"HMDB02259"
"397";"metformin";"1115-70-4";"Xenobiotics";"Drug";"39972";"GC/MS";"1746.4";"284.10000000000002";"4091";"C07151";"HMDB01921"
"398";"methionine";"63-68-3";"Amino acid";"Cysteine, methionine, SAM, taurine metabolism";"1302";"LC/MS Pos";"1252";"150.1";"6137";"C00073";"HMDB00696"
"399";"methionylalanine";"3061-96-9";"Peptide";"Dipeptide";"40685";"LC/MS Pos";"1500";"221.1";NA;NA;NA
"400";"methionylasparagine";"36261-61-7";"Peptide";"Dipeptide";"40686";"LC/MS Pos";"1060.3";"264.10000000000002";"333467";NA;NA
"401";"methionylaspartate";"14595-65-4";"None";"None";"40687";"LC/MS Pos";"1275.3";"265.10000000000002";NA;NA;NA
"402";"methionylglutamate";"14517-44-3";"Peptide";"Dipeptide";"40693";"LC/MS Pos";"1503";"279.10000000000002";NA;NA;NA
"403";"methionylglycine";"14486-03-4";"Peptide";"Dipeptide";"40717";"LC/MS Pos";"1478";"207.1";"259185";NA;NA
"404";"methionylleucine";"14486-16-9";"Peptide";"Dipeptide";"40023";"LC/MS Pos";"2698";"263.2";"3425788";NA;NA
"405";"methionylphenylalanine";"14492-14-9";"Peptide";"Dipeptide";"41441";"LC/MS Pos";"3042";"297.2";"100048";NA;NA
"406";"methyl-alpha-glucopyranoside";"97-30-3";"Xenobiotics";"Chemical";"20714";"LC/MS Pos";"1087";"212.1";"64947";"C02603";NA
"407";"methylglutaroylcarnitine";NA;"Amino acid";"Valine, leucine and isoleucine metabolism";"37060";"LC/MS Pos";"1900";"290.10000000000002";"128145";NA;"HMDB00552"
"408";"methylphosphate";"7023-27-0";"Nucleotide";"Purine and pyrimidine metabolism";"37070";"GC/MS";"1221";"240.9";"13130";NA;NA
"409";"metoprolol";"56392-17-7";"Xenobiotics";"Drug";"18037";"LC/MS Pos";"3205";"268.2";"4171";"C07202, D02358";"HMDB01932"
"410";"metoprolol acid metabolite*";NA;"Xenobiotics";"Drug";"34109";"LC/MS Pos";"2535";"268.2";"62936";NA;NA
"411";"myo-inositol";"87-89-8";"Lipid";"Inositol metabolism";"19934";"GC/MS";"1924.9";"217";NA;"C00137";"HMDB00211"
"412";"myristate (14:0)";"544-63-8";"Lipid";"Long chain fatty acid";"1365";"LC/MS Neg";"5439";"227.3";"11005";"C06424";"HMDB00806"
"413";"myristoleate (14:1n5)";"544-64-9";"Lipid";"Long chain fatty acid";"32418";"LC/MS Neg";"5338";"225.3";"5281119";"C08322";"HMDB02000"
"414";"myristoylcarnitine";"18822-89-4";"Lipid";"Carnitine metabolism";"33952";"LC/MS Pos";"5113";"372.4";"6426854";NA;NA
"415";"naproxen";"22204-53-1";"Xenobiotics";"Drug";"12122";"LC/MS Neg";"4168";"228.9";"156391";"C01517";"HMDB01923"
"416";"nervonate (24:1n9)";"506-37-6";"Lipid";"Long chain fatty acid";"41820";"GC/MS";"2201";"423.4";"5281120";"C08323";"HMDB02368"
"417";"nicotinamide";"98-92-0";"Cofactors and vitamins";"Nicotinate and nicotinamide metabolism";"594";"LC/MS Pos";"1267";"123.1";"936";"C00153";"HMDB01406"
"418";"nicotinamide adenine dinucleotide (NAD+)";"53-84-9";"Cofactors and vitamins";"Nicotinate and nicotinamide metabolism";"5278";"LC/MS Pos";"1370";"664";"5892, 5893, 925";"C00003";"HMDB00902"
"419";"nicotinamide adenine dinucleotide reduced (NADH)";"58-68-4, 606-68-8";"Cofactors and vitamins";"Nicotinate and nicotinamide metabolism";"31475";"LC/MS Neg";"1554";"664.1";"439153";"C00004";"HMDB01487"
"420";"nicotinamide ribonucleotide (NMN)";"1094-61-7";"Cofactors and vitamins";"Nicotinate and nicotinamide metabolism";"22152";"LC/MS Pos";"886";"335.1";"14180";"C00455";"HMDB00229"
"421";"nicotinamide riboside*";"1341-23-7";"Cofactors and vitamins";"Nicotinate and nicotinamide metabolism";"33013";"LC/MS Pos";"955";"255.1";NA;NA;NA
"422";"nicotinate";"59-67-6";"Cofactors and vitamins";"Nicotinate and nicotinamide metabolism";"1504";"LC/MS Neg";"1221";"122.1";"938";"C00253";"HMDB01488"
"423";"nicotinate adenine dinucleotide (NAAD+)";"6450-77-7, 104809-30-5";"Cofactors and vitamins";"Nicotinate and nicotinamide metabolism";"15725";"LC/MS Neg";"1236";"662.9";NA;NA;NA
"424";"octanoylcarnitine";"3671-77-0";"Lipid";"Carnitine metabolism";"33936";"LC/MS Pos";"4100";"288.3";"123701";NA;NA
"425";"oleate (18:1n9)";"112-80-1";"Lipid";"Long chain fatty acid";"1359";"GC/MS";"1984.4";"339.2";"445639";"C00712";"HMDB00207"
"426";"oleoylcarnitine";NA;"Lipid";"Carnitine metabolism";"35160";"LC/MS Pos";"5202";"426.4";NA;NA;"HMDB05065"
"427";"ophthalmate";"495-27-2";"Amino acid";"Glutathione metabolism";"34592";"LC/MS Neg";"920";"288.10000000000002";"7018721";NA;"HMDB05765"
"428";"ornithine";"3184-13-2";"Amino acid";"Urea cycle, arginine-, proline-, metabolism";"1493";"GC/MS";"1763.8";"141.9";"6262";"C00077";"HMDB03374"
"429";"p-acetamidophenylglucuronide";"120595-80-4";"Xenobiotics";"Drug";"33423";"LC/MS Neg";"1377";"326.10000000000002";"4022661";NA;"HMDB10316"
"430";"p-cresol sulfate";"3233-57-7";"Amino acid";"Phenylalanine & tyrosine metabolism";"36103";"LC/MS Neg";"2896";"187.1";"2879";"C01468";NA
"431";"palmitate (16:0)";"57-10-3";"Lipid";"Long chain fatty acid";"1336";"LC/MS Neg";"5619";"255.3";"985";"C00249";"HMDB00220"
"432";"palmitoleate (16:1n7)";"373-49-9";"Lipid";"Long chain fatty acid";"33447";"LC/MS Neg";"5477";"253.3";"445638";"C08362";"HMDB03229"
"433";"palmitoyl sphingomyelin";NA;"Lipid";"Sphingolipid";"37506";"GC/MS";"2524";"311.3";"9939941";NA;NA
"434";"palmitoylcarnitine";"6865-14-1";"Lipid";"Carnitine metabolism";"22189";"LC/MS Pos";"5179";"400.4";"461";NA;NA
"435";"pantothenate";"137-08-6";"Cofactors and vitamins";"Pantothenate and CoA metabolism";"1508";"LC/MS Pos";"2218";"220.1";"6613";"C00864";"HMDB00210"
"436";"paroxetine";"110429-49-8";"Xenobiotics";"Drug";"40461";"LC/MS Pos";"4222";"330.2";"43815";"D02362, C07415";NA
"437";"pelargonate (9:0)";"112-05-0";"Lipid";"Medium chain fatty acid";"12035";"LC/MS Neg";"4847";"157.19999999999999";"8158";"C01601";"HMDB00847"
"438";"penicillin G";"69-57-8";"Xenobiotics";"Drug";"37468";"LC/MS Pos";"3314";"335.2";"5904";"C05551";NA
"439";"pentadecanoate (15:0)";"1002-84-2";"Lipid";"Long chain fatty acid";"1361";"GC/MS";"1853.5";"299.2";"13849";"C16537";"HMDB00826"
"440";"phenol red";"143-74-8";"Xenobiotics";"Chemical";"36817";"LC/MS Neg";"3650";"353.1";"4766";"C12600";NA
"441";"phenol sulfate";"937-34-8";"Amino acid";"Phenylalanine & tyrosine metabolism";"32553";"LC/MS Neg";"2150";"173.1";"74426";"C02180";NA
"442";"phenylacetylglutamine";"28047-15-6";"Amino acid";"Phenylalanine & tyrosine metabolism";"35126";"LC/MS Pos";"2868";"265.2";"306137";"C04148";"HMDB06344"
"443";"phenylalanine";"63-91-2";"Amino acid";"Phenylalanine & tyrosine metabolism";"64";"LC/MS Pos";"2056";"166.1";"6140";"C00079";"HMDB00159"
"444";"phenylalanylalanine";"3918-87-4";"Peptide";"Dipeptide";"41374";"LC/MS Pos";"2047.6";"237.1";"5488196";NA;NA
"445";"phenylalanylarginine";"1238-09-1";"Peptide";"Dipeptide";"41487";"LC/MS Pos";"1553";"322.2";"10268029";NA;NA
"446";"phenylalanylaspartate";"22828-05-3";"Peptide";"Dipeptide";"41419";"LC/MS Pos";"1901";"281.10000000000002";"6992643";NA;NA
"447";"phenylalanylglutamate";"3617-45-6";"Peptide";"Dipeptide";"41432";"LC/MS Pos";"2005";"295.2";"151134";NA;NA
"448";"phenylalanylglycine";"721-90-4";"Peptide";"Dipeptide";"41370";"LC/MS Neg";"2460.8000000000002";"221.1";"98207";NA;NA
"449";"phenylalanylleucine";"3303-55-7";"Peptide";"Dipeptide";"40192";"LC/MS Pos";"3252";"279.2";"4078229";NA;NA
"450";"phenylalanylmethionine";"15080-84-9";"Peptide";"Dipeptide";"41436";"LC/MS Pos";"2772";"297.2";NA;NA;NA
"451";"phenylalanylphenylalanine";"2577-40-4";"Peptide";"Dipeptide";"38150";"LC/MS Pos";"3317";"313.2";"6993089";NA;NA
"452";"phenylalanylproline";"7669-65-0";"Peptide";"Dipeptide";"41392";"LC/MS Neg";"3170";"261.2";"7020641";NA;NA
"453";"phenylalanylserine";"16053-39-7";"Peptide";"Dipeptide";"40016";"LC/MS Pos";"1808";"253.1";"193508";NA;NA
"454";"phenylalanyltryptophan";"24587-41-5";"Peptide";"Dipeptide";"41377";"LC/MS Pos";"3349";"352.2";NA;NA;NA
"455";"phenylalanyltyrosine";"17355-18-9";"Peptide";"Dipeptide";"41527";"LC/MS Pos";"2630";"329.2";NA;NA;NA
"456";"phenylalanylvaline";"3918-90-9";"Peptide";"Dipeptide";"41393";"LC/MS Pos";"2570";"265.10000000000002";"7359121";NA;NA
"457";"phosphate";"7664-38-2";"Energy";"Oxidative phosphorylation";"11438";"GC/MS";"1307.7";"298.89999999999998";"1061";"C00009";"HMDB01429"
"458";"phosphoenolpyruvate (PEP)";"10526-80-4";"Carbohydrate";"Glycolysis, gluconeogenesis, pyruvate metabolism";"597";"GC/MS";"1595.4";"369";"1005";"C00074";"HMDB00263"
"459";"phosphoethanolamine";"1071-23-4";"Lipid";"Glycerolipid metabolism";"1600";"LC/MS Neg";"644";"140.1";"1015";"C00346";"HMDB00224"
"460";"phytosphingosine";"554-62-1";"Lipid";"Sphingolipid";"1510";"LC/MS Pos";"5189";"318.39999999999998";NA;"C12144";"HMDB04610"
"461";"pipecolate";"4043-87-2";"Amino acid";"Lysine metabolism";"1444";"LC/MS Pos";"1120";"130.1";"849";"C00408";"HMDB00070"
"462";"piperine";"94-62-2";"Xenobiotics";"Food component/Plant";"33935";"LC/MS Pos";"5136";"286.2";"638024";"C03882";NA
"463";"pivaloylcarnitine";NA;"Xenobiotics";"Drug";"35432";"LC/MS Pos";"2370";"246.2";"126894";NA;NA
"464";"pregnanediol-3-glucuronide";"1852-49-9";"Lipid";"Sterol/Steroid";"40708";"LC/MS Neg";"5136.8999999999996";"495.4";"123796";NA;NA
"465";"pregnen-diol disulfate*";NA;"Lipid";"Sterol/Steroid";"32562";"LC/MS Neg";"3886";"238.3";NA;"C05484";"HMDB04025"
"466";"pro-hydroxy-pro";"18684-24-7";"Peptide";"Dipeptide";"35127";"LC/MS Pos";"960";"229.2";"11902892";NA;"HMDB06695"
"467";"proline";"147-85-3";"Amino acid";"Urea cycle, arginine-, proline-, metabolism";"1898";"LC/MS Pos";"796";"116.1";"145742";"C00148";"HMDB00162"
"468";"prolylglycine";"2578-57-6";"Peptide";"Dipeptide";"40703";"LC/MS Pos";"875";"173.1";"6426709";NA;NA
"469";"prolylmethionine";"52899-08-8";"None";"None";"41386";"LC/MS Pos";"1736.8";"247.1";"5250073, 5233577";NA;NA
"470";"propionylcarnitine";"17298-37-2";"Lipid";"Fatty acid metabolism (also BCAA metabolism)";"32452";"LC/MS Pos";"1589";"218.2";"107738";"C03017";"HMDB00824"
"471";"prostaglandin A2";"13345-50-1";"Lipid";"Eicosanoid";"19761";"LC/MS Neg";"4875";"333.3";"5280880";"C05953";"HMDB02752"
"472";"prostaglandin E2";"363-24-6";"Lipid";"Eicosanoid";"7746";"LC/MS Neg";"4562";"351.3";"5280360";"C00584";"HMDB01220"
"473";"pseudouridine";"1445-07-4";"Nucleotide";"Pyrimidine metabolism, uracil containing";"33442";"LC/MS Neg";"1104";"243.1";NA;"C02067";"HMDB00767"
"474";"putrescine";"110-60-1";"Amino acid";"Polyamine metabolism";"1408";"GC/MS";"1705.8";"174";NA;"C00134";"HMDB01414"
"475";"pyridoxal";"65-22-5";"Cofactors and vitamins";"Pyridoxal metabolism";"1651";"LC/MS Pos";"1210";"168.1";"1050";"C00250";"HMDB01545"
"476";"pyridoxate";"82-82-6";"Cofactors and vitamins";"Vitamin B6 metabolism";"31555";"LC/MS Neg";"2210";"182.1";"6723";"C00847";"HMDB00017"
"477";"pyroglutamine*";NA;"Amino acid";"Glutamate metabolism";"32672";"LC/MS Pos";"764";"129.19999999999999";"134508";NA;NA
"478";"pyrophosphate (PPi)";"1466-09-3";"Energy";"Oxidative phosphorylation";"2078";"GC/MS";"1642.3";"451";"644102";"C00013";"HMDB00250"
"479";"quebrachitol";"642-38-6";"Xenobiotics";"Food component/Plant";"37088";"GC/MS";"1797";"217";NA;NA;NA
"480";"quinate";"77-95-2";"Xenobiotics";"Food component/Plant";"18335";"GC/MS";"1793";"345.1";NA;"C00296";"HMDB03072"
"481";"quinidine";"56-54-2";"Xenobiotics";"Drug";"39766";"LC/MS Pos";"2712.6";"325.3";"441074";NA;NA
"482";"quinolinate";"89-00-9";"Cofactors and vitamins";"Nicotinate and nicotinamide metabolism";"1899";"GC/MS";"1697.7";"296.10000000000002";"1066";"C03722";"HMDB00232"
"483";"ranitidine";"66357-59-3";"Xenobiotics";"Drug";"38595";"LC/MS Pos";"1967";"315.10000000000002";"3001055";"D00422";"HMDB01930"
"484";"ribitol";"488-81-3";"Carbohydrate";"Nucleotide sugars, pentose metabolism";"15772";"GC/MS";"1692.4";"217";NA;"C00474";"HMDB00508"
"485";"riboflavin (Vitamin B2)";"83-88-5";"Cofactors and vitamins";"Riboflavin metabolism";"1827";"LC/MS Pos";"3111";"377.2";"493570";"C00255";"HMDB00244"
"486";"ribose";"50-69-1";"Carbohydrate";"Nucleotide sugars, pentose metabolism";"12080";"GC/MS";"1639.2";"204";"5779";"C00121";"HMDB00283"
"487";"ribulose";"488-84-6";"Carbohydrate";"Nucleotide sugars, pentose metabolism";"35855";"GC/MS";"1662";"306.10000000000002";"12358756";"C00309";"HMDB00621, HMDB03371"
"488";"saccharopine";"997-68-2";"Amino acid";"Lysine metabolism";"1495";"GC/MS";"2082.1";"357.2";"160556";"C00449";"HMDB00279"
"489";"salicylate";"69-72-7";"Xenobiotics";"Drug";"1515";"LC/MS Neg";"2226";"137.1";"338";"C00805";"HMDB01895"
"490";"sarcosine (N-Methylglycine)";"107-97-1";"Amino acid";"Glycine, serine and threonine metabolism";"1516";"GC/MS";"1182.9000000000001";"116";"1088";"C00213";"HMDB00271"
"491";"scyllo-inositol";"488-59-5";"Lipid";"Inositol metabolism";"32379";"GC/MS";"1893.8";"318.2";NA;"C06153";"HMDB06088"
"492";"sedoheptulose-7-phosphate";"2646-35-7";"Carbohydrate";"Nucleotide sugars, pentose metabolism";"35649";"GC/MS";"2070";"691.35";"616";"C05382";"HMDB01068"
"493";"serine";"56-45-1";"Amino acid";"Glycine, serine and threonine metabolism";"1648";"GC/MS";"1389.1";"204";"5951, 617";"C00065";"HMDB03406"
"494";"serylisoleucine*";NA;"Peptide";"Dipeptide";"40193";"LC/MS Pos";"2021";"219.2";NA;NA;NA
"495";"serylleucine";"6665-16-3";"Peptide";"Dipeptide";"40066";"LC/MS Pos";"2106";"219.2";NA;NA;NA
"496";"serylphenyalanine";NA;"Peptide";"Dipeptide";"40054";"LC/MS Pos";"2348";"253.2";NA;NA;NA
"497";"serylvaline";"51782-06-0";"Peptide";"Dipeptide";"42058";"LC/MS Pos";"1501";"205.1";NA;NA;NA
"498";"sorbitol";"6706-59-8";"Carbohydrate";"Fructose, mannose, galactose, starch, and sucrose metabolism";"15053";"GC/MS";"1843";"319.10000000000002";"5780";"C00794";"HMDB00247"
"499";"sorbitol 6-phosphate";"108392-12-7";"Carbohydrate";"Fructose, mannose, galactose, starch, and sucrose metabolism";"15699";"LC/MS Neg";"613";"261.10000000000002";NA;"C01096";"HMDB05831"
"500";"spermidine";"124-20-9";"Amino acid";"Polyamine metabolism";"485";"LC/MS Pos";"533";"146.19999999999999";"1102";"C00315";"HMDB01257"
"501";"spermine";"71-44-3";"Amino acid";"Polyamine metabolism";"603";"LC/MS Pos";"506";"203.2";"1103";"C00750";"HMDB01256"
"502";"sphinganine";"3102-56-5";"Lipid";"Sphingolipid";"17769";"LC/MS Pos";"5175";"302.3";"91486, 46878428";"C00836";"HMDB00269"
"503";"sphingosine";"123-78-4";"Lipid";"Sphingolipid";"17747";"LC/MS Pos";"5197";"300.2";"5280335, 46878424";"C00319";"HMDB00252"
"504";"squalene";"111-02-4";"Lipid";"Sterol/Steroid";"1518";"GC/MS";"2205";"69";"638072";"C00751";"HMDB00256"
"505";"stachydrine";"4136-37-2";"Xenobiotics";"Food component/Plant";"34384";"LC/MS Pos";"860";"144.1";"115244";"C10172";"HMDB04827"
"506";"stearate (18:0)";"57-11-4";"Lipid";"Long chain fatty acid";"1358";"LC/MS Neg";"5886";"283.39999999999998";"5281";"C01530";"HMDB00827"
"507";"stearidonate (18:4n3)";"111174-40-4";"Lipid";"Long chain fatty acid";"33969";"LC/MS Neg";"5381";"275.3";"5312508";"C16300";"HMDB06547"
"508";"stearoylcarnitine";"18822-91-8";"Lipid";"Carnitine metabolism";"34409";"LC/MS Pos";"5300";"428.4";NA;NA;"HMDB00848"
"509";"streptomycin";"3810-74-0";"Xenobiotics";"Drug";"39872";"LC/MS Pos";"543.29999999999995";"300.8";"19648";NA;NA
"510";"succinate";"110-15-6";"Energy";"Krebs cycle";"1437";"GC/MS";"1348";"247";"1110";"C00042";"HMDB00254"
"511";"succinylcarnitine";NA;"Energy";"Krebs cycle";"37058";"LC/MS Pos";"1401";"262.10000000000002";NA;NA;NA
"512";"tartarate";"87-69-4, 6106-24-7";"Xenobiotics";"Food component/Plant";"15336";"GC/MS";"1626.1";"292.10000000000002";"875";"C00898";"HMDB00956"
"513";"taurine";"107-35-7";"Amino acid";"Cysteine, methionine, SAM, taurine metabolism";"2125";"GC/MS";"1616.4";"254.1";"1123";"C00245";"HMDB00251"
"514";"testosterone";NA;"Lipid";"Sterol/Steroid";"19464";"LC/MS Pos";"5119";"289.2";"6013";"C00535";"HMDB00234"
"515";"theobromine";"83-67-0";"Xenobiotics";"Xanthine metabolism";"18392";"LC/MS Pos";"2136";"181.1";"5429";"C07480";"HMDB02825"
"516";"threitol";"2418-52-2";"Carbohydrate";"Nucleotide sugars, pentose metabolism";"35854";"GC/MS";"1513";"217.1";"169019";"C16884";"HMDB04136"
"517";"threonate";"70753-61-6";"Cofactors and vitamins";"Ascorbate and aldarate metabolism";"27738";"GC/MS";"1560.7";"292.10000000000002";"5460407, 439535, 21145021";"C01620";"HMDB00943"
"518";"threonine";"72-19-5";"Amino acid";"Glycine, serine and threonine metabolism";"1284";"GC/MS";"1412.3";"218.1";"6288";"C00188";"HMDB00167"
"519";"threonylglutamate";"54532-73-9";"Peptide";"Dipeptide";"42067";"LC/MS Pos";"819";"249.2";NA;NA;NA
"520";"threonylleucine";"50299-12-2";"Peptide";"Dipeptide";"40051";"LC/MS Pos";"2204";"233.2";"7021827";NA;NA
"521";"threonylmethionine";"90729-28-5";"Peptide";"Dipeptide";"42068";"LC/MS Pos";"1641";"251.1";NA;NA;NA
"522";"threonylphenylalanine";NA;"Peptide";"Dipeptide";"31530";"LC/MS Pos";"2500";"267.2";"4099799, 4099798";NA;NA
"523";"threonylvaline";"99032-17-4";"Peptide";"Dipeptide";"42011";"LC/MS Pos";"1574.5";"219.2";"7020901";NA;NA
"524";"thymidine";"50-89-5";"Nucleotide";"Pyrimidine metabolism, thymine containing";"39539";"LC/MS Neg";"1935";"284.8";"5789";"C00214";"HMDB00273"
"525";"thymine";"65-71-4";"Nucleotide";"Pyrimidine metabolism, thymine containing";"604";"GC/MS";"1429.1";"255";"1135";"C00178";"HMDB00262"
"526";"trans-4-hydroxyproline";"51-35-4";"Amino acid";"Urea cycle, arginine-, proline-, metabolism";"1366";"GC/MS";"1537";"140";"5810, 69248";"C01157";"HMDB00725"
"527";"trans-urocanate";"104-98-3";"Amino acid";"Histidine metabolism";"607";"LC/MS Pos";"1119";"139.1";"736715";"C00785";"HMDB00301"
"528";"triethyleneglycol";"112-27-6";"Xenobiotics";"Chemical";"27743";"LC/MS Pos";"1824";"168.1";NA;NA;NA
"529";"trigonelline (N'-methylnicotinate)";"6138-41-6";"Cofactors and vitamins";"Nicotinate and nicotinamide metabolism";"32401";"LC/MS Pos";"757";"138.1";"5570";NA;"HMDB00875"
"530";"tryptophan";"73-22-3";"Amino acid";"Tryptophan metabolism";"54";"LC/MS Pos";"2445";"205.1";"6305";"C00078";"HMDB00929"
"531";"tryptophan betaine";"20671-76-5";"Amino acid";"Tryptophan metabolism";"37097";"LC/MS Pos";"2464";"247.1";"442106";"C09213";NA
