"";"KEGG";"found_match_in_PK";"matches";"match_overlap_percentage";"original_count";"matches_count";"MetaboliteID";"term";"Count_FeatureIDs_to_GroupingVariable";"Group_Conflict_Notes"
"1060";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00267";"Glycolysis / Gluconeogenesis";3;"Glycolysis / Gluconeogenesis"
"1061";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00031";"Insulin secretion";1;"None"
"1062";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00031";"Galactose metabolism";2;"Galactose metabolism"
"1063";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00031";"Diabetic cardiomyopathy";1;"None"
"1064";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00031";"AMPK signaling pathway";1;"None"
"1065";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00031";"Starch and sucrose metabolism";1;"None"
"1066";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00267";"Biosynthesis of secondary metabolites";3;"Biosynthesis of secondary metabolites"
"1067";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00267";"Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid";1;"None"
"1068";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00031";"Phosphotransferase system (PTS)";1;"None"
"1069";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00267";"Biosynthesis of alkaloids derived from histidine and purine";1;"None"
"1070";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00221";"Biosynthesis of secondary metabolites";3;"Biosynthesis of secondary metabolites"
"1071";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00031";"Pentose phosphate pathway";2;"Pentose phosphate pathway"
"1072";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00031";"Non-alcoholic fatty liver disease";1;"None"
"1073";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00031";"Streptomycin biosynthesis";1;"None"
"1074";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00031";"Biofilm formation - Vibrio cholerae";1;"None"
"1075";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00031";"ABC transporters";1;"None"
"1076";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00031";"Glucagon signaling pathway";1;"None"
"1077";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00031";"Amino sugar and nucleotide sugar metabolism";2;"Amino sugar and nucleotide sugar metabolism"
"1078";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00031";"Metabolic pathways";3;"Metabolic pathways"
"1079";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00267";"Biosynthesis of terpenoids and steroids";1;"None"
"1080";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00221";"Carbon metabolism";2;"Carbon metabolism"
"1081";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00031";"Bile secretion";1;"None"
"1082";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00267";"Biosynthesis of alkaloids derived from terpenoid and polyketide";1;"None"
"1083";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00267";"Biosynthesis of alkaloids derived from shikimate pathway";1;"None"
"1084";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00031";"Two-component system";1;"None"
"1085";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00267";"Biosynthesis of nucleotide sugars";1;"None"
"1086";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00031";"Biosynthesis of secondary metabolites";3;"Biosynthesis of secondary metabolites"
"1087";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00031";"Type II diabetes mellitus";1;"None"
"1088";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00031";"Indole alkaloid biosynthesis";1;"None"
"1089";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00267";"Microbial metabolism in diverse environments";2;"Microbial metabolism in diverse environments"
"1090";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00267";"Biosynthesis of plant hormones";1;"None"
"1091";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00221";"Glycolysis / Gluconeogenesis";3;"Glycolysis / Gluconeogenesis"
"1092";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00031";"Meiosis - yeast";1;"None"
"1093";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00221";"Metabolic pathways";3;"Metabolic pathways"
"1094";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00031";"Prolactin signaling pathway";1;"None"
"1095";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00031";"Insulin signaling pathway";1;"None"
"1096";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00267";"Biosynthesis of plant secondary metabolites";1;"None"
"1097";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00031";"Glycolysis / Gluconeogenesis";3;"Glycolysis / Gluconeogenesis"
"1098";"C00233";TRUE;"C00233";100;1;1;"C00233";"Biosynthesis of amino acids";1;"None"
"1099";"C00233";TRUE;"C00233";100;1;1;"C00233";"Lipoic acid metabolism";1;"None"
"1100";"C00233";TRUE;"C00233";100;1;1;"C00233";"Metabolic pathways";1;"None"
"1101";"C00233";TRUE;"C00233";100;1;1;"C00233";"Biosynthesis of secondary metabolites";1;"None"
"1102";"C00233";TRUE;"C00233";100;1;1;"C00233";"Glucosinolate biosynthesis";1;"None"
"1103";"C00233";TRUE;"C00233";100;1;1;"C00233";"2-Oxocarboxylic acid metabolism";1;"None"
"1104";"C00233";TRUE;"C00233";100;1;1;"C00233";"Valine, leucine and isoleucine degradation";1;"None"
"1105";"C00233";TRUE;"C00233";100;1;1;"C00233";"Valine, leucine and isoleucine biosynthesis";1;"None"
"1106";"C00242";TRUE;"C00242";100;1;1;"C00242";"Purine metabolism";1;"None"
"1107";"C00242";TRUE;"C00242";100;1;1;"C00242";"Metabolic pathways";1;"None"
"1108";"C00242";TRUE;"C00242";100;1;1;"C00242";"Nucleotide metabolism";1;"None"
"1109";"C00245";TRUE;"C00245";100;1;1;"C00245";"Neuroactive ligand-receptor interaction";1;"None"
"1110";"C00245";TRUE;"C00245";100;1;1;"C00245";"Metabolic pathways";1;"None"
"1111";"C00245";TRUE;"C00245";100;1;1;"C00245";"Primary bile acid biosynthesis";1;"None"
"1112";"C00245";TRUE;"C00245";100;1;1;"C00245";"Taurine and hypotaurine metabolism";1;"None"
"1113";"C00245";TRUE;"C00245";100;1;1;"C00245";"ABC transporters";1;"None"
"1114";"C00245";TRUE;"C00245";100;1;1;"C00245";"Sulfur metabolism";1;"None"
"1115";"C00249";TRUE;"C00249";100;1;1;"C00249";"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis";1;"None"
"1116";"C00249";TRUE;"C00249";100;1;1;"C00249";"Biosynthesis of plant secondary metabolites";1;"None"
"1117";"C00249";TRUE;"C00249";100;1;1;"C00249";"Fatty acid biosynthesis";1;"None"
"1118";"C00249";TRUE;"C00249";100;1;1;"C00249";"Biosynthesis of unsaturated fatty acids";1;"None"
"1119";"C00249";TRUE;"C00249";100;1;1;"C00249";"Metabolic pathways";1;"None"
"1120";"C00249";TRUE;"C00249";100;1;1;"C00249";"Fatty acid metabolism";1;"None"
"1121";"C00249";TRUE;"C00249";100;1;1;"C00249";"Fatty acid degradation";1;"None"
"1122";"C00249";TRUE;"C00249";100;1;1;"C00249";"Fatty acid elongation";1;"None"
"1123";"C00249";TRUE;"C00249";100;1;1;"C00249";"Cutin, suberine and wax biosynthesis";1;"None"
"1124";"C00250";TRUE;"C00250";100;1;1;"C00250";"Vitamin digestion and absorption";1;"None"
"1125";"C00250";TRUE;"C00250";100;1;1;"C00250";"Biosynthesis of cofactors";1;"None"
"1126";"C00250";TRUE;"C00250";100;1;1;"C00250";"Metabolic pathways";1;"None"
"1127";"C00250";TRUE;"C00250";100;1;1;"C00250";"Microbial metabolism in diverse environments";1;"None"
"1128";"C00250";TRUE;"C00250";100;1;1;"C00250";"Vitamin B6 metabolism";1;"None"
"1129";"C00252";TRUE;"C00252";100;1;1;"C00252";"Starch and sucrose metabolism";1;"None"
"1130";"C00252";TRUE;"C00252";100;1;1;"C00252";"Metabolic pathways";1;"None"
"1131";"C00253";TRUE;"C00253";100;1;1;"C00253";"Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid";1;"None"
"1132";"C00253";TRUE;"C00253";100;1;1;"C00253";"Tropane, piperidine and pyridine alkaloid biosynthesis";1;"None"
"1133";"C00253";TRUE;"C00253";100;1;1;"C00253";"Nicotinate and nicotinamide metabolism";1;"None"
"1134";"C00253";TRUE;"C00253";100;1;1;"C00253";"Metabolic pathways";1;"None"
"1135";"C00253";TRUE;"C00253";100;1;1;"C00253";"Biosynthesis of plant secondary metabolites";1;"None"
"1136";"C00253";TRUE;"C00253";100;1;1;"C00253";"Biosynthesis of cofactors";1;"None"
"1137";"C00253";TRUE;"C00253";100;1;1;"C00253";"Microbial metabolism in diverse environments";1;"None"
"1138";"C00253";TRUE;"C00253";100;1;1;"C00253";"Pertussis";1;"None"
"1139";"C00253";TRUE;"C00253";100;1;1;"C00253";"Biosynthesis of secondary metabolites";1;"None"
"1140";"C00255";TRUE;"C00255";100;1;1;"C00255";"Biosynthesis of cofactors";1;"None"
"1141";"C00255";TRUE;"C00255";100;1;1;"C00255";"Biosynthesis of secondary metabolites";1;"None"
"1142";"C00255";TRUE;"C00255";100;1;1;"C00255";"Vitamin digestion and absorption";1;"None"
"1143";"C00255";TRUE;"C00255";100;1;1;"C00255";"Metabolic pathways";1;"None"
"1144";"C00255";TRUE;"C00255";100;1;1;"C00255";"ABC transporters";1;"None"
"1145";"C00255";TRUE;"C00255";100;1;1;"C00255";"Riboflavin metabolism";1;"None"
"1146";"C00257";TRUE;"C00257";100;1;1;"C00257";"Microbial metabolism in diverse environments";1;"None"
"1147";"C00257";TRUE;"C00257";100;1;1;"C00257";"Metabolic pathways";1;"None"
"1148";"C00257";TRUE;"C00257";100;1;1;"C00257";"Biosynthesis of secondary metabolites";1;"None"
"1149";"C00257";TRUE;"C00257";100;1;1;"C00257";"Carbon metabolism";1;"None"
"1150";"C00257";TRUE;"C00257";100;1;1;"C00257";"Pentose phosphate pathway";1;"None"
"1151";"C00258, C01921";TRUE;"C00258, C01921";100;2;2;"C00258";"Microbial metabolism in diverse environments";1;"None"
"1152";"C00258, C01921";TRUE;"C00258, C01921";100;2;2;"C00258";"Biosynthesis of secondary metabolites";1;"None"
"1153";"C00258, C01921";TRUE;"C00258, C01921";100;2;2;"C00258";"Glycerolipid metabolism";1;"None"
"1154";"C00258, C01921";TRUE;"C00258, C01921";100;2;2;"C01921";"Metabolic pathways";2;"Metabolic pathways"
"1155";"C00258, C01921";TRUE;"C00258, C01921";100;2;2;"C00258";"Glyoxylate and dicarboxylate metabolism";1;"None"
"1156";"C00258, C01921";TRUE;"C00258, C01921";100;2;2;"C00258";"Methane metabolism";1;"None"
"1157";"C00258, C01921";TRUE;"C00258, C01921";100;2;2;"C00258";"Glycine, serine and threonine metabolism";1;"None"
"1158";"C00258, C01921";TRUE;"C00258, C01921";100;2;2;"C00258";"Carbon metabolism";1;"None"
"1159";"C00258, C01921";TRUE;"C00258, C01921";100;2;2;"C00258";"Metabolic pathways";2;"Metabolic pathways"
"1160";"C00258, C01921";TRUE;"C00258, C01921";100;2;2;"C01921";"Cholesterol metabolism";1;"None"
"1161";"C00258, C01921";TRUE;"C00258, C01921";100;2;2;"C01921";"Bile secretion";1;"None"
"1162";"C00258, C01921";TRUE;"C00258, C01921";100;2;2;"C01921";"Secondary bile acid biosynthesis";1;"None"
"1163";"C00258, C01921";TRUE;"C00258, C01921";100;2;2;"C01921";"Primary bile acid biosynthesis";1;"None"
"1164";"C00258, C01921";TRUE;"C00258, C01921";100;2;2;"C00258";"Pentose phosphate pathway";1;"None"
"1165";"C00262";TRUE;"C00262";100;1;1;"C00262";"Nucleotide metabolism";1;"None"
"1166";"C00262";TRUE;"C00262";100;1;1;"C00262";"Metabolic pathways";1;"None"
"1167";"C00262";TRUE;"C00262";100;1;1;"C00262";"Purine metabolism";1;"None"
"1168";"C00263";TRUE;"C00263";100;1;1;"C00263";"Microbial metabolism in diverse environments";1;"None"
"1169";"C00263";TRUE;"C00263";100;1;1;"C00263";"Lysine biosynthesis";1;"None"
"1170";"C00263";TRUE;"C00263";100;1;1;"C00263";"Sulfur metabolism";1;"None"
"1171";"C00263";TRUE;"C00263";100;1;1;"C00263";"Glycine, serine and threonine metabolism";1;"None"
"1172";"C00263";TRUE;"C00263";100;1;1;"C00263";"Metabolic pathways";1;"None"
"1173";"C00263";TRUE;"C00263";100;1;1;"C00263";"Biosynthesis of secondary metabolites";1;"None"
"1174";"C00263";TRUE;"C00263";100;1;1;"C00263";"Biosynthesis of amino acids";1;"None"
"1175";"C00263";TRUE;"C00263";100;1;1;"C00263";"Cysteine and methionine metabolism";1;"None"
"1176";"C00270, C19910";TRUE;"C00270";50;2;1;"C00270";"Biosynthesis of various nucleotide sugars";1;"None"
"1177";"C00270, C19910";TRUE;"C00270";50;2;1;"C19910";NA;NA;"None"
"1178";"C00270, C19910";TRUE;"C00270";50;2;1;"C00270";"Biosynthesis of nucleotide sugars";1;"None"
"1179";"C00270, C19910";TRUE;"C00270";50;2;1;"C00270";"Metabolic pathways";1;"None"
"1180";"C00275";TRUE;"C00275";100;1;1;"C00275";"Fructose and mannose metabolism";1;"None"
"1181";"C00275";TRUE;"C00275";100;1;1;"C00275";"Metabolic pathways";1;"None"
"1182";"C00275";TRUE;"C00275";100;1;1;"C00275";"Lysosome";1;"None"
"1183";"C00275";TRUE;"C00275";100;1;1;"C00275";"Biosynthesis of nucleotide sugars";1;"None"
"1184";"C00275";TRUE;"C00275";100;1;1;"C00275";"Amino sugar and nucleotide sugar metabolism";1;"None"
"1185";"C00275";TRUE;"C00275";100;1;1;"C00275";"Biosynthesis of various nucleotide sugars";1;"None"
"1186";"C00275";TRUE;"C00275";100;1;1;"C00275";"Biosynthesis of cofactors";1;"None"
"1187";"C00275";TRUE;"C00275";100;1;1;"C00275";"Phosphotransferase system (PTS)";1;"None"
"1188";"C00275";TRUE;"C00275";100;1;1;"C00275";"Biosynthesis of secondary metabolites";1;"None"
"1189";"C00294";TRUE;"C00294";100;1;1;"C00294";"ABC transporters";1;"None"
"1190";"C00294";TRUE;"C00294";100;1;1;"C00294";"Nucleotide metabolism";1;"None"
"1191";"C00294";TRUE;"C00294";100;1;1;"C00294";"Metabolic pathways";1;"None"
"1192";"C00294";TRUE;"C00294";100;1;1;"C00294";"Purine metabolism";1;"None"
"1193";"C00296";TRUE;"C00296";100;1;1;"C00296";"Phenylalanine, tyrosine and tryptophan biosynthesis";1;"None"
"1194";"C00296";TRUE;"C00296";100;1;1;"C00296";"Metabolic pathways";1;"None"
"1195";"C00299";TRUE;"C00299";100;1;1;"C00299";"Nucleotide metabolism";1;"None"
"1196";"C00299";TRUE;"C00299";100;1;1;"C00299";"Metabolic pathways";1;"None"
"1197";"C00299";TRUE;"C00299";100;1;1;"C00299";"ABC transporters";1;"None"
"1198";"C00299";TRUE;"C00299";100;1;1;"C00299";"Pyrimidine metabolism";1;"None"
"1199";"C00300";TRUE;"C00300";100;1;1;"C00300";"Metabolic pathways";1;"None"
"1200";"C00300";TRUE;"C00300";100;1;1;"C00300";"Glycine, serine and threonine metabolism";1;"None"
"1201";"C00300";TRUE;"C00300";100;1;1;"C00300";"Arginine and proline metabolism";1;"None"
"1202";"C00309, C00508";TRUE;"C00309, C00508";100;2;2;"C00508";"Pentose and glucuronate interconversions";2;"Pentose and glucuronate interconversions"
"1203";"C00309, C00508";TRUE;"C00309, C00508";100;2;2;"C00309";"Pentose and glucuronate interconversions";2;"Pentose and glucuronate interconversions"
"1204";"C00309, C00508";TRUE;"C00309, C00508";100;2;2;"C00508";"Metabolic pathways";2;"Metabolic pathways"
"1205";"C00309, C00508";TRUE;"C00309, C00508";100;2;2;"C00309";"Metabolic pathways";2;"Metabolic pathways"
"1206";"C00310";TRUE;"C00310";100;1;1;"C00310";"Pentose and glucuronate interconversions";1;"None"
"1207";"C00310";TRUE;"C00310";100;1;1;"C00310";"Metabolic pathways";1;"None"
"1208";"C00315";TRUE;"C00315";100;1;1;"C00315";"Glutathione metabolism";1;"None"
"1209";"C00315";TRUE;"C00315";100;1;1;"C00315";"Arginine and proline metabolism";1;"None"
"1210";"C00315";TRUE;"C00315";100;1;1;"C00315";"ABC transporters";1;"None"
"1211";"C00315";TRUE;"C00315";100;1;1;"C00315";"Bile secretion";1;"None"
"1212";"C00315";TRUE;"C00315";100;1;1;"C00315";"Biosynthesis of siderophore group nonribosomal peptides";1;"None"
"1213";"C00315";TRUE;"C00315";100;1;1;"C00315";"beta-Alanine metabolism";1;"None"
"1214";"C00315";TRUE;"C00315";100;1;1;"C00315";"Metabolic pathways";1;"None"
"1215";"C00315";TRUE;"C00315";100;1;1;"C00315";"Phenylpropanoid biosynthesis";1;"None"
"1216";"C00315";TRUE;"C00315";100;1;1;"C00315";"Biosynthesis of secondary metabolites";1;"None"
"1217";"C00318";TRUE;"C00318";100;1;1;"C00318";"Bile secretion";1;"None"
"1218";"C00318";TRUE;"C00318";100;1;1;"C00318";"Diabetic cardiomyopathy";1;"None"
"1219";"C00318";TRUE;"C00318";100;1;1;"C00318";"Thermogenesis";1;"None"
"1220";"C00319";TRUE;"C00319";100;1;1;"C00319";"Metabolic pathways";1;"None"
"1221";"C00319";TRUE;"C00319";100;1;1;"C00319";"Necroptosis";1;"None"
"1222";"C00319";TRUE;"C00319";100;1;1;"C00319";"Sphingolipid metabolism";1;"None"
"1223";"C00319";TRUE;"C00319";100;1;1;"C00319";"Apoptosis";1;"None"
"1224";"C00319";TRUE;"C00319";100;1;1;"C00319";"Sphingolipid signaling pathway";1;"None"
"1225";"C00327";TRUE;"C00327";100;1;1;"C00327";"Arginine biosynthesis";1;"None"
"1226";"C00327";TRUE;"C00327";100;1;1;"C00327";"Metabolic pathways";1;"None"
"1227";"C00327";TRUE;"C00327";100;1;1;"C00327";"Biosynthesis of secondary metabolites";1;"None"
"1228";"C00327";TRUE;"C00327";100;1;1;"C00327";"Biosynthesis of amino acids";1;"None"
"1229";"C00328";TRUE;"C00328";100;1;1;"C00328";"Metabolic pathways";1;"None"
"1230";"C00328";TRUE;"C00328";100;1;1;"C00328";"Biosynthesis of cofactors";1;"None"
"1231";"C00328";TRUE;"C00328";100;1;1;"C00328";"Tryptophan metabolism";1;"None"
"1232";"C00328";TRUE;"C00328";100;1;1;"C00328";"African trypanosomiasis";1;"None"
"1233";"C00330";TRUE;"C00330";100;1;1;"C00330";"Purine metabolism";1;"None"
"1234";"C00330";TRUE;"C00330";100;1;1;"C00330";"ABC transporters";1;"None"
"1235";"C00330";TRUE;"C00330";100;1;1;"C00330";"Metabolic pathways";1;"None"
"1236";"C00330";TRUE;"C00330";100;1;1;"C00330";"Nucleotide metabolism";1;"None"
"1237";"C00334";TRUE;"C00334";100;1;1;"C00334";"Neuroactive ligand signaling";1;"None"
"1238";"C00334";TRUE;"C00334";100;1;1;"C00334";"Nicotine addiction";1;"None"
"1239";"C00334";TRUE;"C00334";100;1;1;"C00334";"Estrogen signaling pathway";1;"None"
"1240";"C00334";TRUE;"C00334";100;1;1;"C00334";"Morphine addiction";1;"None"
"1241";"C00334";TRUE;"C00334";100;1;1;"C00334";"Synaptic vesicle cycle";1;"None"
"1242";"C00334";TRUE;"C00334";100;1;1;"C00334";"Retrograde endocannabinoid signaling";1;"None"
"1243";"C00334";TRUE;"C00334";100;1;1;"C00334";"Quorum sensing";1;"None"
"1244";"C00334";TRUE;"C00334";100;1;1;"C00334";"Butanoate metabolism";1;"None"
"1245";"C00334";TRUE;"C00334";100;1;1;"C00334";"Alanine, aspartate and glutamate metabolism";1;"None"
"1246";"C00334";TRUE;"C00334";100;1;1;"C00334";"Metabolic pathways";1;"None"
"1247";"C00334";TRUE;"C00334";100;1;1;"C00334";"Taste transduction";1;"None"
"1248";"C00334";TRUE;"C00334";100;1;1;"C00334";"GnRH secretion";1;"None"
"1249";"C00334";TRUE;"C00334";100;1;1;"C00334";"Microbial metabolism in diverse environments";1;"None"
"1250";"C00334";TRUE;"C00334";100;1;1;"C00334";"beta-Alanine metabolism";1;"None"
"1251";"C00334";TRUE;"C00334";100;1;1;"C00334";"Nicotinate and nicotinamide metabolism";1;"None"
"1252";"C00334";TRUE;"C00334";100;1;1;"C00334";"GABAergic synapse";1;"None"
"1253";"C00334";TRUE;"C00334";100;1;1;"C00334";"cAMP signaling pathway";1;"None"
"1254";"C00334";TRUE;"C00334";100;1;1;"C00334";"Arginine and proline metabolism";1;"None"
"1255";"C00334";TRUE;"C00334";100;1;1;"C00334";"Neuroactive ligand-receptor interaction";1;"None"
"1256";"C00345";TRUE;"C00345";100;1;1;"C00345";"Carbon metabolism";1;"None"
"1257";"C00345";TRUE;"C00345";100;1;1;"C00345";"Metabolic pathways";1;"None"
"1258";"C00345";TRUE;"C00345";100;1;1;"C00345";"Pentose phosphate pathway";1;"None"
"1259";"C00345";TRUE;"C00345";100;1;1;"C00345";"Biosynthesis of secondary metabolites";1;"None"
"1260";"C00345";TRUE;"C00345";100;1;1;"C00345";"Microbial metabolism in diverse environments";1;"None"
"1261";"C00346";TRUE;"C00346";100;1;1;"C00346";"Glycerophospholipid metabolism";1;"None"
"1262";"C00346";TRUE;"C00346";100;1;1;"C00346";"Metabolic pathways";1;"None"
"1263";"C00346";TRUE;"C00346";100;1;1;"C00346";"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis";1;"None"
"1264";"C00346";TRUE;"C00346";100;1;1;"C00346";"Sphingolipid signaling pathway";1;"None"
"1265";"C00346";TRUE;"C00346";100;1;1;"C00346";"Cationic antimicrobial peptide (CAMP) resistance";1;"None"
"1266";"C00346";TRUE;"C00346";100;1;1;"C00346";"Sphingolipid metabolism";1;"None"
"1267";"C00357";TRUE;"C00357";100;1;1;"C00357";"Metabolic pathways";1;"None"
"1268";"C00357";TRUE;"C00357";100;1;1;"C00357";"Phosphotransferase system (PTS)";1;"None"
"1269";"C00357";TRUE;"C00357";100;1;1;"C00357";"Amino sugar and nucleotide sugar metabolism";1;"None"
"1270";"C00357";TRUE;"C00357";100;1;1;"C00357";"Biosynthesis of nucleotide sugars";1;"None"
"1271";"C00366";TRUE;"C00366";100;1;1;"C00366";"Microbial metabolism in diverse environments";1;"None"
"1272";"C00366";TRUE;"C00366";100;1;1;"C00366";"Bile secretion";1;"None"
"1273";"C00366";TRUE;"C00366";100;1;1;"C00366";"Metabolic pathways";1;"None"
"1274";"C00366";TRUE;"C00366";100;1;1;"C00366";"Purine metabolism";1;"None"
"1275";"C00379, C01904";TRUE;"C00379, C01904";100;2;2;"C00379";"Pentose and glucuronate interconversions";2;"Pentose and glucuronate interconversions"
"1276";"C00379, C01904";TRUE;"C00379, C01904";100;2;2;"C01904";"Metabolic pathways";2;"Metabolic pathways"
"1277";"C00379, C01904";TRUE;"C00379, C01904";100;2;2;"C01904";"Pentose and glucuronate interconversions";2;"Pentose and glucuronate interconversions"
"1278";"C00379, C01904";TRUE;"C00379, C01904";100;2;2;"C00379";"ABC transporters";1;"None"
"1279";"C00379, C01904";TRUE;"C00379, C01904";100;2;2;"C00379";"Metabolic pathways";2;"Metabolic pathways"
"1280";"C00385";TRUE;"C00385";100;1;1;"C00385";"Biosynthesis of alkaloids derived from histidine and purine";1;"None"
"1281";"C00385";TRUE;"C00385";100;1;1;"C00385";"Nucleotide metabolism";1;"None"
"1282";"C00385";TRUE;"C00385";100;1;1;"C00385";"Biosynthesis of secondary metabolites";1;"None"
"1283";"C00385";TRUE;"C00385";100;1;1;"C00385";"Microbial metabolism in diverse environments";1;"None"
"1284";"C00385";TRUE;"C00385";100;1;1;"C00385";"Purine metabolism";1;"None"
"1285";"C00385";TRUE;"C00385";100;1;1;"C00385";"Biosynthesis of plant secondary metabolites";1;"None"
"1286";"C00385";TRUE;"C00385";100;1;1;"C00385";"Metabolic pathways";1;"None"
"1287";"C00385";TRUE;"C00385";100;1;1;"C00385";"Caffeine metabolism";1;"None"
"1288";"C00387";TRUE;"C00387";100;1;1;"C00387";"ABC transporters";1;"None"
"1289";"C00387";TRUE;"C00387";100;1;1;"C00387";"Metabolic pathways";1;"None"
"1290";"C00387";TRUE;"C00387";100;1;1;"C00387";"Purine metabolism";1;"None"
"1291";"C00387";TRUE;"C00387";100;1;1;"C00387";"Nucleotide metabolism";1;"None"
"1292";"C00388";TRUE;"C00388";100;1;1;"C00388";"Fc epsilon RI signaling pathway";1;"None"
"1293";"C00388";TRUE;"C00388";100;1;1;"C00388";"Neuroactive ligand signaling";1;"None"
"1294";"C00388";TRUE;"C00388";100;1;1;"C00388";"Synaptic vesicle cycle";1;"None"
"1295";"C00388";TRUE;"C00388";100;1;1;"C00388";"Metabolic pathways";1;"None"
"1296";"C00388";TRUE;"C00388";100;1;1;"C00388";"Biosynthesis of alkaloids derived from histidine and purine";1;"None"
"1297";"C00388";TRUE;"C00388";100;1;1;"C00388";"Histidine metabolism";1;"None"
"1298";"C00388";TRUE;"C00388";100;1;1;"C00388";"Gastric acid secretion";1;"None"
"1299";"C00388";TRUE;"C00388";100;1;1;"C00388";"Asthma";1;"None"
"1300";"C00388";TRUE;"C00388";100;1;1;"C00388";"Histamine H2/H3 receptor agonists/antagonists";1;"None"
"1301";"C00388";TRUE;"C00388";100;1;1;"C00388";"Biosynthesis of secondary metabolites";1;"None"
"1302";"C00388";TRUE;"C00388";100;1;1;"C00388";"Protein digestion and absorption";1;"None"
"1303";"C00388";TRUE;"C00388";100;1;1;"C00388";"Neuroactive ligand-receptor interaction";1;"None"
"1304";"C00388";TRUE;"C00388";100;1;1;"C00388";"Inflammatory mediator regulation of TRP channels";1;"None"
"1305";"C00392";TRUE;"C00392";100;1;1;"C00392";"Phosphotransferase system (PTS)";1;"None"
"1306";"C00392";TRUE;"C00392";100;1;1;"C00392";"ABC transporters";1;"None"
"1307";"C00392";TRUE;"C00392";100;1;1;"C00392";"Metabolic pathways";1;"None"
"1308";"C00392";TRUE;"C00392";100;1;1;"C00392";"Fructose and mannose metabolism";1;"None"
"1309";"C00407";TRUE;"C00407";100;1;1;"C00407";"Glucosinolate biosynthesis";1;"None"
"1310";"C00407";TRUE;"C00407";100;1;1;"C00407";"Biosynthesis of plant secondary metabolites";1;"None"
"1311";"C00407";TRUE;"C00407";100;1;1;"C00407";"Tropane, piperidine and pyridine alkaloid biosynthesis";1;"None"
"1312";"C00407";TRUE;"C00407";100;1;1;"C00407";"Shigellosis";1;"None"
"1313";"C00407";TRUE;"C00407";100;1;1;"C00407";"Cyanoamino acid metabolism";1;"None"
"1314";"C00407";TRUE;"C00407";100;1;1;"C00407";"Central carbon metabolism in cancer";1;"None"
"1315";"C00407";TRUE;"C00407";100;1;1;"C00407";"Protein digestion and absorption";1;"None"
"1316";"C00407";TRUE;"C00407";100;1;1;"C00407";"Biosynthesis of secondary metabolites";1;"None"
